Using configurations:
{'BATCH_ITEM_NUM': 30,
 'BERT_LARGE': False,
 'BERT_LAYER': 11,
 'CONFIG_NAME': 'glove_lstm',
 'CROSS_VALIDATION_FLAG': True,
 'CUDA': True,
 'ELMO_LAYER': 2,
 'ELMO_MODE': 'concat',
 'EXPERIMENT_NAME': 'glove_lstm',
 'GLOVE_DIM': 100,
 'GPU_NUM': 1,
 'IS_BERT': False,
 'IS_ELMO': False,
 'IS_RANDOM': False,
 'KFOLDS': 5,
 'LSTM': {'ATTN': False,
          'BIDIRECTION': True,
          'DROP_PROB': 0.3,
          'FLAG': True,
          'HIDDEN_DIM': 400,
          'LAYERS': 2,
          'SEQ_LEN': 30},
 'MODE': 'train',
 'OUT_PATH': '/jagupard18/scr1/sebschu/runs.h800/',
 'PREDICTION_TYPE': 'rating',
 'PREDON': 'train',
 'RESUME_DIR': '',
 'SAVE_PREDS': False,
 'SEED': 0,
 'SINGLE_SENTENCE': True,
 'SOME_DATABASE': './some_database.csv',
 'SPLIT_NAME': '',
 'TRAIN': {'BATCH_SIZE': 32,
           'COEFF': {'BETA_1': 0.9, 'BETA_2': 0.999, 'EPS': 1e-08},
           'DROPOUT': {'FC_1': 0.2, 'FC_2': 0.2},
           'FLAG': True,
           'INTERVAL': 100,
           'LR': 0.001,
           'LR_DECAY_EPOCH': 100,
           'LR_DECAY_RATE': 1.0,
           'START_EPOCH': 0,
           'TOTAL_EPOCH': 800}}
Using random seed 0.
Path to the current word embeddings: ./datasets/seed_0/glove_lstm/embs_train_30.npy
Start training
===============================
Fold #1
- - - - - - - - - - - - -
initializing neural net
[1/800][24/24] total train loss: 1.2716; total val loss: 0.2986 val r: 0.1870; time: 0.54sec
[87/800][24/24] total train loss: 0.0200; total val loss: 0.4575 val r: 0.5852; time: 0.51sec
[88/800][24/24] total train loss: 0.0220; total val loss: 0.4791 val r: 0.5990; time: 0.51sec
[89/800][24/24] total train loss: 0.0223; total val loss: 0.4830 val r: 0.5966; time: 0.51sec
[90/800][24/24] total train loss: 0.0193; total val loss: 0.4724 val r: 0.5995; time: 0.50sec
[91/800][24/24] total train loss: 0.0172; total val loss: 0.4844 val r: 0.5741; time: 0.50sec
[92/800][24/24] total train loss: 0.0188; total val loss: 0.4716 val r: 0.6053; time: 0.51sec
[93/800][24/24] total train loss: 0.0191; total val loss: 0.4765 val r: 0.6016; time: 0.51sec
[94/800][24/24] total train loss: 0.0181; total val loss: 0.4853 val r: 0.5962; time: 0.51sec
[95/800][24/24] total train loss: 0.0176; total val loss: 0.4866 val r: 0.5904; time: 0.51sec
[96/800][24/24] total train loss: 0.0167; total val loss: 0.4722 val r: 0.6019; time: 0.51sec
[97/800][24/24] total train loss: 0.0167; total val loss: 0.4845 val r: 0.5989; time: 0.51sec
[98/800][24/24] total train loss: 0.0181; total val loss: 0.4877 val r: 0.6008; time: 0.51sec
[99/800][24/24] total train loss: 0.0196; total val loss: 0.4651 val r: 0.6031; time: 0.51sec
learning rate updated: 0.001
[100/800][24/24] total train loss: 0.0188; total val loss: 0.4710 val r: 0.5849; time: 0.51sec
[101/800][24/24] total train loss: 0.0173; total val loss: 0.4875 val r: 0.6056; time: 0.51sec
[102/800][24/24] total train loss: 0.0194; total val loss: 0.5037 val r: 0.5899; time: 0.51sec
[103/800][24/24] total train loss: 0.0202; total val loss: 0.4626 val r: 0.5869; time: 0.51sec
[104/800][24/24] total train loss: 0.0178; total val loss: 0.4824 val r: 0.6003; time: 0.50sec
[105/800][24/24] total train loss: 0.0165; total val loss: 0.4849 val r: 0.6119; time: 0.51sec
[106/800][24/24] total train loss: 0.0171; total val loss: 0.4762 val r: 0.6071; time: 0.51sec
[107/800][24/24] total train loss: 0.0165; total val loss: 0.4771 val r: 0.6131; time: 0.51sec
[108/800][24/24] total train loss: 0.0176; total val loss: 0.4875 val r: 0.5975; time: 0.51sec
[109/800][24/24] total train loss: 0.0206; total val loss: 0.4681 val r: 0.6017; time: 0.50sec
[110/800][24/24] total train loss: 0.0193; total val loss: 0.4707 val r: 0.6034; time: 0.51sec
[111/800][24/24] total train loss: 0.0186; total val loss: 0.4690 val r: 0.6002; time: 0.50sec
[112/800][24/24] total train loss: 0.0178; total val loss: 0.4756 val r: 0.6034; time: 0.49sec
[113/800][24/24] total train loss: 0.0170; total val loss: 0.4751 val r: 0.6003; time: 0.49sec
[114/800][24/24] total train loss: 0.0171; total val loss: 0.4978 val r: 0.5936; time: 0.50sec
[115/800][24/24] total train loss: 0.0169; total val loss: 0.4746 val r: 0.6163; time: 0.50sec
[116/800][24/24] total train loss: 0.0181; total val loss: 0.4790 val r: 0.6022; time: 0.50sec
[117/800][24/24] total train loss: 0.0199; total val loss: 0.4822 val r: 0.5979; time: 0.50sec
[118/800][24/24] total train loss: 0.0187; total val loss: 0.4944 val r: 0.6225; time: 0.51sec
[119/800][24/24] total train loss: 0.0190; total val loss: 0.4808 val r: 0.6067; time: 0.51sec
[120/800][24/24] total train loss: 0.0185; total val loss: 0.5053 val r: 0.6100; time: 0.50sec
[121/800][24/24] total train loss: 0.0172; total val loss: 0.4937 val r: 0.5947; time: 0.50sec
[122/800][24/24] total train loss: 0.0167; total val loss: 0.4884 val r: 0.5905; time: 0.50sec
[123/800][24/24] total train loss: 0.0164; total val loss: 0.4761 val r: 0.5906; time: 0.51sec
[124/800][24/24] total train loss: 0.0158; total val loss: 0.4701 val r: 0.5942; time: 0.50sec
[125/800][24/24] total train loss: 0.0162; total val loss: 0.4658 val r: 0.6061; time: 0.51sec
[126/800][24/24] total train loss: 0.0169; total val loss: 0.4743 val r: 0.6055; time: 0.50sec
[127/800][24/24] total train loss: 0.0156; total val loss: 0.4670 val r: 0.5998; time: 0.51sec
[128/800][24/24] total train loss: 0.0169; total val loss: 0.4640 val r: 0.5807; time: 0.51sec
[129/800][24/24] total train loss: 0.0171; total val loss: 0.4683 val r: 0.5915; time: 0.51sec
[130/800][24/24] total train loss: 0.0175; total val loss: 0.4853 val r: 0.5859; time: 0.51sec
[131/800][24/24] total train loss: 0.0164; total val loss: 0.4844 val r: 0.5840; time: 0.50sec
[132/800][24/24] total train loss: 0.0156; total val loss: 0.4792 val r: 0.5977; time: 0.50sec
[133/800][24/24] total train loss: 0.0142; total val loss: 0.4791 val r: 0.5963; time: 0.50sec
[134/800][24/24] total train loss: 0.0144; total val loss: 0.4803 val r: 0.6009; time: 0.51sec
[135/800][24/24] total train loss: 0.0142; total val loss: 0.4636 val r: 0.5992; time: 0.50sec
[136/800][24/24] total train loss: 0.0145; total val loss: 0.4764 val r: 0.5926; time: 0.51sec
[137/800][24/24] total train loss: 0.0147; total val loss: 0.4729 val r: 0.6052; time: 0.51sec
[138/800][24/24] total train loss: 0.0215; total val loss: 0.4760 val r: 0.5805; time: 0.51sec
[139/800][24/24] total train loss: 0.0973; total val loss: 0.4785 val r: 0.5428; time: 0.50sec
[140/800][24/24] total train loss: 0.1221; total val loss: 0.4684 val r: 0.6122; time: 0.51sec
[141/800][24/24] total train loss: 0.0979; total val loss: 0.5266 val r: 0.6072; time: 0.51sec
[142/800][24/24] total train loss: 0.0787; total val loss: 0.4802 val r: 0.6034; time: 0.50sec
[143/800][24/24] total train loss: 0.0546; total val loss: 0.4871 val r: 0.6106; time: 0.50sec
[144/800][24/24] total train loss: 0.0374; total val loss: 0.4719 val r: 0.6104; time: 0.51sec
[145/800][24/24] total train loss: 0.0275; total val loss: 0.4693 val r: 0.5914; time: 0.50sec
[146/800][24/24] total train loss: 0.0220; total val loss: 0.4692 val r: 0.6063; time: 0.50sec
[147/800][24/24] total train loss: 0.0186; total val loss: 0.4767 val r: 0.5985; time: 0.51sec
[148/800][24/24] total train loss: 0.0161; total val loss: 0.4740 val r: 0.5928; time: 0.51sec
[149/800][24/24] total train loss: 0.0174; total val loss: 0.4818 val r: 0.6075; time: 0.50sec
[150/800][24/24] total train loss: 0.0159; total val loss: 0.4693 val r: 0.5943; time: 0.51sec
[151/800][24/24] total train loss: 0.0154; total val loss: 0.4750 val r: 0.5849; time: 0.50sec
[152/800][24/24] total train loss: 0.0161; total val loss: 0.4719 val r: 0.5980; time: 0.50sec
[153/800][24/24] total train loss: 0.0141; total val loss: 0.4843 val r: 0.5982; time: 0.50sec
[154/800][24/24] total train loss: 0.0141; total val loss: 0.4651 val r: 0.6027; time: 0.50sec
[155/800][24/24] total train loss: 0.0148; total val loss: 0.4573 val r: 0.5850; time: 0.50sec
[156/800][24/24] total train loss: 0.0158; total val loss: 0.4910 val r: 0.6012; time: 0.51sec
[157/800][24/24] total train loss: 0.0145; total val loss: 0.4742 val r: 0.5990; time: 0.50sec
[158/800][24/24] total train loss: 0.0128; total val loss: 0.4637 val r: 0.5961; time: 0.51sec
[159/800][24/24] total train loss: 0.0137; total val loss: 0.4574 val r: 0.6059; time: 0.51sec
[160/800][24/24] total train loss: 0.0131; total val loss: 0.4722 val r: 0.5968; time: 0.51sec
[161/800][24/24] total train loss: 0.0123; total val loss: 0.4544 val r: 0.5985; time: 0.50sec
[162/800][24/24] total train loss: 0.0121; total val loss: 0.4692 val r: 0.5949; time: 0.50sec
[163/800][24/24] total train loss: 0.0125; total val loss: 0.4851 val r: 0.5998; time: 0.51sec
[164/800][24/24] total train loss: 0.0129; total val loss: 0.4617 val r: 0.6025; time: 0.50sec
[165/800][24/24] total train loss: 0.0126; total val loss: 0.4803 val r: 0.5962; time: 0.50sec
[166/800][24/24] total train loss: 0.0131; total val loss: 0.4685 val r: 0.5938; time: 0.50sec
[167/800][24/24] total train loss: 0.0128; total val loss: 0.4584 val r: 0.5902; time: 0.50sec
[168/800][24/24] total train loss: 0.0131; total val loss: 0.4637 val r: 0.5952; time: 0.50sec
[169/800][24/24] total train loss: 0.0123; total val loss: 0.4675 val r: 0.6093; time: 0.50sec
[170/800][24/24] total train loss: 0.0126; total val loss: 0.4754 val r: 0.5954; time: 0.50sec
[171/800][24/24] total train loss: 0.0129; total val loss: 0.4729 val r: 0.6098; time: 0.50sec
[172/800][24/24] total train loss: 0.0126; total val loss: 0.4809 val r: 0.5948; time: 0.51sec
[173/800][24/24] total train loss: 0.0129; total val loss: 0.4811 val r: 0.6080; time: 0.50sec
[174/800][24/24] total train loss: 0.0125; total val loss: 0.4663 val r: 0.6035; time: 0.50sec
[175/800][24/24] total train loss: 0.0123; total val loss: 0.4625 val r: 0.5936; time: 0.50sec
[176/800][24/24] total train loss: 0.0132; total val loss: 0.4631 val r: 0.5972; time: 0.50sec
[177/800][24/24] total train loss: 0.0136; total val loss: 0.4693 val r: 0.5991; time: 0.51sec
[178/800][24/24] total train loss: 0.0128; total val loss: 0.4756 val r: 0.5925; time: 0.50sec
[179/800][24/24] total train loss: 0.0125; total val loss: 0.4758 val r: 0.5980; time: 0.51sec
[180/800][24/24] total train loss: 0.0125; total val loss: 0.4697 val r: 0.5948; time: 0.51sec
[181/800][24/24] total train loss: 0.0127; total val loss: 0.4641 val r: 0.6031; time: 0.51sec
[182/800][24/24] total train loss: 0.0126; total val loss: 0.4766 val r: 0.5967; time: 0.51sec
[183/800][24/24] total train loss: 0.0136; total val loss: 0.4690 val r: 0.6066; time: 0.50sec
[184/800][24/24] total train loss: 0.0129; total val loss: 0.4427 val r: 0.5976; time: 0.50sec
[185/800][24/24] total train loss: 0.0123; total val loss: 0.4799 val r: 0.6008; time: 0.51sec
[186/800][24/24] total train loss: 0.0123; total val loss: 0.4602 val r: 0.5957; time: 0.50sec
[187/800][24/24] total train loss: 0.0126; total val loss: 0.4622 val r: 0.6051; time: 0.50sec
[188/800][24/24] total train loss: 0.0125; total val loss: 0.4485 val r: 0.6043; time: 0.50sec
[189/800][24/24] total train loss: 0.0122; total val loss: 0.4753 val r: 0.5988; time: 0.50sec
[190/800][24/24] total train loss: 0.0124; total val loss: 0.4622 val r: 0.6014; time: 0.51sec
[191/800][24/24] total train loss: 0.0122; total val loss: 0.4751 val r: 0.6075; time: 0.51sec
[192/800][24/24] total train loss: 0.0124; total val loss: 0.4506 val r: 0.6002; time: 0.50sec
[193/800][24/24] total train loss: 0.0130; total val loss: 0.4693 val r: 0.6066; time: 0.51sec
[194/800][24/24] total train loss: 0.0125; total val loss: 0.4766 val r: 0.5972; time: 0.51sec
[195/800][24/24] total train loss: 0.0120; total val loss: 0.4731 val r: 0.6037; time: 0.50sec
[196/800][24/24] total train loss: 0.0118; total val loss: 0.4697 val r: 0.6080; time: 0.50sec
[197/800][24/24] total train loss: 0.0116; total val loss: 0.4619 val r: 0.6083; time: 0.51sec
[198/800][24/24] total train loss: 0.0120; total val loss: 0.4483 val r: 0.6015; time: 0.50sec
[199/800][24/24] total train loss: 0.0120; total val loss: 0.4693 val r: 0.6109; time: 0.50sec
learning rate updated: 0.001
[200/800][24/24] total train loss: 0.0124; total val loss: 0.4663 val r: 0.6026; time: 0.51sec
[201/800][24/24] total train loss: 0.0115; total val loss: 0.4777 val r: 0.6062; time: 0.51sec
[202/800][24/24] total train loss: 0.0127; total val loss: 0.4612 val r: 0.6053; time: 0.50sec
[203/800][24/24] total train loss: 0.0127; total val loss: 0.4527 val r: 0.6044; time: 0.51sec
[204/800][24/24] total train loss: 0.0126; total val loss: 0.4715 val r: 0.6106; time: 0.51sec
[205/800][24/24] total train loss: 0.0121; total val loss: 0.4894 val r: 0.5977; time: 0.50sec
[206/800][24/24] total train loss: 0.0120; total val loss: 0.4584 val r: 0.6093; time: 0.51sec
[207/800][24/24] total train loss: 0.0115; total val loss: 0.4681 val r: 0.5990; time: 0.50sec
[208/800][24/24] total train loss: 0.0122; total val loss: 0.4733 val r: 0.6062; time: 0.51sec
[209/800][24/24] total train loss: 0.0125; total val loss: 0.4526 val r: 0.6110; time: 0.50sec
[210/800][24/24] total train loss: 0.0126; total val loss: 0.4653 val r: 0.5993; time: 0.50sec
[211/800][24/24] total train loss: 0.0121; total val loss: 0.4595 val r: 0.6027; time: 0.51sec
[212/800][24/24] total train loss: 0.0118; total val loss: 0.4621 val r: 0.6069; time: 0.51sec
[213/800][24/24] total train loss: 0.0113; total val loss: 0.4705 val r: 0.6012; time: 0.50sec
[214/800][24/24] total train loss: 0.0121; total val loss: 0.4583 val r: 0.5995; time: 0.50sec
[215/800][24/24] total train loss: 0.0123; total val loss: 0.4710 val r: 0.6008; time: 0.50sec
[216/800][24/24] total train loss: 0.0124; total val loss: 0.4479 val r: 0.5965; time: 0.50sec
[217/800][24/24] total train loss: 0.0115; total val loss: 0.4622 val r: 0.6080; time: 0.51sec
[218/800][24/24] total train loss: 0.0118; total val loss: 0.4585 val r: 0.6029; time: 0.51sec
[219/800][24/24] total train loss: 0.0116; total val loss: 0.4719 val r: 0.6065; time: 0.51sec
[220/800][24/24] total train loss: 0.0119; total val loss: 0.4634 val r: 0.5986; time: 0.51sec
[221/800][24/24] total train loss: 0.0125; total val loss: 0.4666 val r: 0.6055; time: 0.51sec
[222/800][24/24] total train loss: 0.0114; total val loss: 0.4601 val r: 0.6074; time: 0.51sec
[223/800][24/24] total train loss: 0.0118; total val loss: 0.4546 val r: 0.6037; time: 0.50sec
[224/800][24/24] total train loss: 0.0122; total val loss: 0.4651 val r: 0.6057; time: 0.50sec
[225/800][24/24] total train loss: 0.0124; total val loss: 0.4511 val r: 0.6114; time: 0.51sec
[226/800][24/24] total train loss: 0.0121; total val loss: 0.4495 val r: 0.6119; time: 0.50sec
[227/800][24/24] total train loss: 0.0115; total val loss: 0.4572 val r: 0.6038; time: 0.51sec
[228/800][24/24] total train loss: 0.0115; total val loss: 0.4735 val r: 0.6068; time: 0.50sec
[229/800][24/24] total train loss: 0.0118; total val loss: 0.4606 val r: 0.6047; time: 0.51sec
[230/800][24/24] total train loss: 0.0115; total val loss: 0.4433 val r: 0.6156; time: 0.51sec
[231/800][24/24] total train loss: 0.0119; total val loss: 0.4633 val r: 0.6109; time: 0.49sec
[232/800][24/24] total train loss: 0.0117; total val loss: 0.4602 val r: 0.6114; time: 0.50sec
[233/800][24/24] total train loss: 0.0114; total val loss: 0.4683 val r: 0.6006; time: 0.51sec
[234/800][24/24] total train loss: 0.0123; total val loss: 0.4517 val r: 0.6067; time: 0.50sec
[235/800][24/24] total train loss: 0.0116; total val loss: 0.4694 val r: 0.6023; time: 0.49sec
[236/800][24/24] total train loss: 0.0113; total val loss: 0.4618 val r: 0.6084; time: 0.50sec
[237/800][24/24] total train loss: 0.0110; total val loss: 0.4569 val r: 0.6050; time: 0.50sec
[238/800][24/24] total train loss: 0.0118; total val loss: 0.4578 val r: 0.6057; time: 0.51sec
[239/800][24/24] total train loss: 0.0117; total val loss: 0.4674 val r: 0.5989; time: 0.50sec
[240/800][24/24] total train loss: 0.0115; total val loss: 0.4459 val r: 0.6160; time: 0.50sec
[241/800][24/24] total train loss: 0.0114; total val loss: 0.4669 val r: 0.6041; time: 0.50sec
[242/800][24/24] total train loss: 0.0112; total val loss: 0.4339 val r: 0.6043; time: 0.50sec
[243/800][24/24] total train loss: 0.0117; total val loss: 0.4627 val r: 0.6109; time: 0.50sec
[244/800][24/24] total train loss: 0.0119; total val loss: 0.4513 val r: 0.6056; time: 0.51sec
[245/800][24/24] total train loss: 0.0120; total val loss: 0.4653 val r: 0.6061; time: 0.51sec
[246/800][24/24] total train loss: 0.0111; total val loss: 0.4529 val r: 0.6039; time: 0.50sec
[247/800][24/24] total train loss: 0.0109; total val loss: 0.4643 val r: 0.6200; time: 0.50sec
[248/800][24/24] total train loss: 0.0111; total val loss: 0.4691 val r: 0.5996; time: 0.50sec
[249/800][24/24] total train loss: 0.0105; total val loss: 0.4582 val r: 0.6149; time: 0.51sec
[250/800][24/24] total train loss: 0.0111; total val loss: 0.4653 val r: 0.6105; time: 0.51sec
