Using configurations:
{'BATCH_ITEM_NUM': 30,
 'BERT_LARGE': False,
 'BERT_LAYER': 11,
 'CONFIG_NAME': 'bert_lstm_context',
 'CROSS_VALIDATION_FLAG': True,
 'CUDA': True,
 'ELMO_LAYER': 2,
 'ELMO_MODE': 'concat',
 'EXPERIMENT_NAME': 'bert_lstm_context',
 'GLOVE_DIM': 100,
 'GPU_NUM': 1,
 'IS_BERT': True,
 'IS_ELMO': False,
 'IS_RANDOM': False,
 'KFOLDS': 5,
 'LSTM': {'ATTN': False,
          'BIDIRECTION': True,
          'DROP_PROB': 0.1,
          'FLAG': True,
          'HIDDEN_DIM': 800,
          'LAYERS': 2,
          'SEQ_LEN': 30},
 'MODE': 'train',
 'OUT_PATH': '/jagupard21/scr1/sebschu/runs.h800/',
 'PREDICTION_TYPE': 'rating',
 'PREDON': 'train',
 'RESUME_DIR': '',
 'SAVE_PREDS': False,
 'SEED': 0,
 'SINGLE_SENTENCE': False,
 'SOME_DATABASE': './some_database.csv',
 'SPLIT_NAME': '',
 'TRAIN': {'BATCH_SIZE': 32,
           'COEFF': {'BETA_1': 0.9, 'BETA_2': 0.999, 'EPS': 1e-08},
           'DROPOUT': {'FC_1': 0.2, 'FC_2': 0.2},
           'FLAG': True,
           'INTERVAL': 10,
           'LR': 0.001,
           'LR_DECAY_EPOCH': 100,
           'LR_DECAY_RATE': 1.0,
           'START_EPOCH': 0,
           'TOTAL_EPOCH': 800}}
Using random seed 0.
Path to the current word embeddings: ./datasets/seed_0_contextual/bert_layer_11_lstm/embs_train_30.npy
Start training
===============================
Fold #1
- - - - - - - - - - - - -
initializing neural net
[1/800][24/24] total train loss: 1.1756; total val loss: 0.3592 val r: 0.6002; time: 0.96sec
[85/800][24/24] total train loss: 0.0127; total val loss: 0.4714 val r: 0.7209; time: 0.93sec
[86/800][24/24] total train loss: 0.0122; total val loss: 0.4777 val r: 0.7250; time: 0.93sec
[87/800][24/24] total train loss: 0.0129; total val loss: 0.4829 val r: 0.7286; time: 0.92sec
[88/800][24/24] total train loss: 0.0128; total val loss: 0.4714 val r: 0.7241; time: 0.92sec
[89/800][24/24] total train loss: 0.0123; total val loss: 0.4604 val r: 0.7238; time: 0.93sec
[90/800][24/24] total train loss: 0.0127; total val loss: 0.4869 val r: 0.7259; time: 0.92sec
[91/800][24/24] total train loss: 0.0148; total val loss: 0.4664 val r: 0.7227; time: 0.93sec
[92/800][24/24] total train loss: 0.0143; total val loss: 0.4741 val r: 0.7255; time: 0.93sec
[93/800][24/24] total train loss: 0.0133; total val loss: 0.4755 val r: 0.7259; time: 0.93sec
[94/800][24/24] total train loss: 0.0138; total val loss: 0.4715 val r: 0.7255; time: 0.93sec
[95/800][24/24] total train loss: 0.0130; total val loss: 0.4808 val r: 0.7282; time: 0.93sec
[96/800][24/24] total train loss: 0.0124; total val loss: 0.4863 val r: 0.7220; time: 0.92sec
[97/800][24/24] total train loss: 0.0117; total val loss: 0.4696 val r: 0.7301; time: 0.92sec
[98/800][24/24] total train loss: 0.0117; total val loss: 0.4639 val r: 0.7282; time: 0.92sec
[99/800][24/24] total train loss: 0.0115; total val loss: 0.4771 val r: 0.7254; time: 0.92sec
learning rate updated: 0.001
[100/800][24/24] total train loss: 0.0117; total val loss: 0.4652 val r: 0.7217; time: 0.92sec
[101/800][24/24] total train loss: 0.0129; total val loss: 0.4770 val r: 0.7236; time: 0.92sec
[102/800][24/24] total train loss: 0.0135; total val loss: 0.4680 val r: 0.7227; time: 0.92sec
[103/800][24/24] total train loss: 0.0139; total val loss: 0.4629 val r: 0.7227; time: 0.92sec
[104/800][24/24] total train loss: 0.0134; total val loss: 0.4759 val r: 0.7280; time: 0.92sec
[105/800][24/24] total train loss: 0.0116; total val loss: 0.4771 val r: 0.7225; time: 0.92sec
[106/800][24/24] total train loss: 0.0117; total val loss: 0.4977 val r: 0.7288; time: 0.93sec
[107/800][24/24] total train loss: 0.0123; total val loss: 0.4537 val r: 0.7274; time: 0.93sec
[108/800][24/24] total train loss: 0.0118; total val loss: 0.4719 val r: 0.7314; time: 0.93sec
[109/800][24/24] total train loss: 0.0120; total val loss: 0.4665 val r: 0.7278; time: 0.93sec
[110/800][24/24] total train loss: 0.0119; total val loss: 0.4728 val r: 0.7309; time: 0.93sec
[111/800][24/24] total train loss: 0.0120; total val loss: 0.4738 val r: 0.7257; time: 0.93sec
[112/800][24/24] total train loss: 0.0123; total val loss: 0.4706 val r: 0.7200; time: 0.92sec
[113/800][24/24] total train loss: 0.0115; total val loss: 0.4842 val r: 0.7299; time: 0.93sec
[114/800][24/24] total train loss: 0.0119; total val loss: 0.4731 val r: 0.7221; time: 0.93sec
[115/800][24/24] total train loss: 0.0115; total val loss: 0.4560 val r: 0.7220; time: 0.92sec
[116/800][24/24] total train loss: 0.0115; total val loss: 0.4715 val r: 0.7234; time: 0.92sec
[117/800][24/24] total train loss: 0.0117; total val loss: 0.4699 val r: 0.7234; time: 0.92sec
[118/800][24/24] total train loss: 0.0107; total val loss: 0.4536 val r: 0.7209; time: 0.93sec
[119/800][24/24] total train loss: 0.0108; total val loss: 0.4750 val r: 0.7222; time: 0.92sec
[120/800][24/24] total train loss: 0.0116; total val loss: 0.4768 val r: 0.7207; time: 0.92sec
[121/800][24/24] total train loss: 0.0114; total val loss: 0.4616 val r: 0.7243; time: 0.93sec
[122/800][24/24] total train loss: 0.0111; total val loss: 0.4674 val r: 0.7209; time: 0.92sec
[123/800][24/24] total train loss: 0.0112; total val loss: 0.4751 val r: 0.7228; time: 0.92sec
[124/800][24/24] total train loss: 0.0116; total val loss: 0.4798 val r: 0.7211; time: 0.92sec
[125/800][24/24] total train loss: 0.0112; total val loss: 0.4661 val r: 0.7189; time: 0.92sec
[126/800][24/24] total train loss: 0.0111; total val loss: 0.4635 val r: 0.7226; time: 0.92sec
[127/800][24/24] total train loss: 0.0114; total val loss: 0.4694 val r: 0.7223; time: 0.93sec
[128/800][24/24] total train loss: 0.0112; total val loss: 0.4571 val r: 0.7224; time: 0.93sec
[129/800][24/24] total train loss: 0.0118; total val loss: 0.4860 val r: 0.7236; time: 0.93sec
[130/800][24/24] total train loss: 0.0110; total val loss: 0.4761 val r: 0.7196; time: 0.92sec
[131/800][24/24] total train loss: 0.0104; total val loss: 0.4619 val r: 0.7190; time: 0.93sec
[132/800][24/24] total train loss: 0.0114; total val loss: 0.4895 val r: 0.7236; time: 0.92sec
[133/800][24/24] total train loss: 0.0122; total val loss: 0.4612 val r: 0.7276; time: 0.92sec
[134/800][24/24] total train loss: 0.0109; total val loss: 0.4795 val r: 0.7240; time: 0.92sec
[135/800][24/24] total train loss: 0.0111; total val loss: 0.4865 val r: 0.7188; time: 0.93sec
[136/800][24/24] total train loss: 0.0115; total val loss: 0.4860 val r: 0.7197; time: 0.93sec
[137/800][24/24] total train loss: 0.0107; total val loss: 0.4749 val r: 0.7187; time: 0.93sec
[138/800][24/24] total train loss: 0.0105; total val loss: 0.4699 val r: 0.7215; time: 0.93sec
[139/800][24/24] total train loss: 0.0107; total val loss: 0.4904 val r: 0.7249; time: 0.92sec
[140/800][24/24] total train loss: 0.0111; total val loss: 0.4691 val r: 0.7250; time: 0.92sec
[141/800][24/24] total train loss: 0.0105; total val loss: 0.4696 val r: 0.7208; time: 0.93sec
[142/800][24/24] total train loss: 0.0103; total val loss: 0.4698 val r: 0.7225; time: 0.92sec
[143/800][24/24] total train loss: 0.0104; total val loss: 0.4678 val r: 0.7197; time: 0.93sec
[144/800][24/24] total train loss: 0.0106; total val loss: 0.4817 val r: 0.7235; time: 0.92sec
[145/800][24/24] total train loss: 0.0103; total val loss: 0.4822 val r: 0.7163; time: 0.92sec
[146/800][24/24] total train loss: 0.0110; total val loss: 0.4734 val r: 0.7191; time: 0.93sec
[147/800][24/24] total train loss: 0.0109; total val loss: 0.4612 val r: 0.7129; time: 0.92sec
[148/800][24/24] total train loss: 0.0104; total val loss: 0.4774 val r: 0.7207; time: 0.93sec
[149/800][24/24] total train loss: 0.0103; total val loss: 0.4713 val r: 0.7163; time: 0.93sec
[150/800][24/24] total train loss: 0.0105; total val loss: 0.4796 val r: 0.7233; time: 0.93sec
[151/800][24/24] total train loss: 0.0108; total val loss: 0.4754 val r: 0.7232; time: 0.92sec
[152/800][24/24] total train loss: 0.0104; total val loss: 0.4824 val r: 0.7192; time: 0.93sec
[153/800][24/24] total train loss: 0.0101; total val loss: 0.4543 val r: 0.7213; time: 0.92sec
[154/800][24/24] total train loss: 0.0109; total val loss: 0.4850 val r: 0.7268; time: 0.92sec
[155/800][24/24] total train loss: 0.0108; total val loss: 0.4914 val r: 0.7262; time: 0.93sec
[156/800][24/24] total train loss: 0.0108; total val loss: 0.4840 val r: 0.7222; time: 0.92sec
[157/800][24/24] total train loss: 0.0106; total val loss: 0.4581 val r: 0.7134; time: 0.93sec
[158/800][24/24] total train loss: 0.0105; total val loss: 0.4659 val r: 0.7143; time: 0.92sec
[159/800][24/24] total train loss: 0.0100; total val loss: 0.4503 val r: 0.7228; time: 0.93sec
[160/800][24/24] total train loss: 0.0098; total val loss: 0.4356 val r: 0.7183; time: 0.92sec
[161/800][24/24] total train loss: 0.0102; total val loss: 0.4841 val r: 0.7115; time: 0.93sec
[162/800][24/24] total train loss: 0.0104; total val loss: 0.4824 val r: 0.7177; time: 0.93sec
[163/800][24/24] total train loss: 0.0109; total val loss: 0.4654 val r: 0.7179; time: 0.92sec
[164/800][24/24] total train loss: 0.0112; total val loss: 0.4719 val r: 0.7166; time: 0.93sec
[165/800][24/24] total train loss: 0.0107; total val loss: 0.4621 val r: 0.7195; time: 0.93sec
[166/800][24/24] total train loss: 0.0107; total val loss: 0.4683 val r: 0.7151; time: 0.92sec
[167/800][24/24] total train loss: 0.0101; total val loss: 0.4780 val r: 0.7224; time: 0.92sec
[168/800][24/24] total train loss: 0.0100; total val loss: 0.4786 val r: 0.7170; time: 0.93sec
[169/800][24/24] total train loss: 0.0097; total val loss: 0.4851 val r: 0.7221; time: 0.93sec
[170/800][24/24] total train loss: 0.0098; total val loss: 0.4888 val r: 0.7195; time: 0.93sec
[171/800][24/24] total train loss: 0.0097; total val loss: 0.4817 val r: 0.7191; time: 0.92sec
[172/800][24/24] total train loss: 0.0097; total val loss: 0.4773 val r: 0.7198; time: 0.92sec
[173/800][24/24] total train loss: 0.0097; total val loss: 0.4812 val r: 0.7170; time: 0.92sec
[174/800][24/24] total train loss: 0.0097; total val loss: 0.4704 val r: 0.7146; time: 0.92sec
[175/800][24/24] total train loss: 0.0100; total val loss: 0.4795 val r: 0.7221; time: 0.92sec
[176/800][24/24] total train loss: 0.0098; total val loss: 0.4827 val r: 0.7189; time: 0.93sec
[177/800][24/24] total train loss: 0.0096; total val loss: 0.4644 val r: 0.7182; time: 0.92sec
[178/800][24/24] total train loss: 0.0097; total val loss: 0.4768 val r: 0.7189; time: 0.93sec
[179/800][24/24] total train loss: 0.0097; total val loss: 0.4732 val r: 0.7165; time: 0.92sec
[180/800][24/24] total train loss: 0.0096; total val loss: 0.4935 val r: 0.7183; time: 0.93sec
[181/800][24/24] total train loss: 0.0098; total val loss: 0.4838 val r: 0.7220; time: 0.94sec
[182/800][24/24] total train loss: 0.0098; total val loss: 0.4709 val r: 0.7241; time: 0.93sec
[183/800][24/24] total train loss: 0.0101; total val loss: 0.4740 val r: 0.7217; time: 0.93sec
[184/800][24/24] total train loss: 0.0098; total val loss: 0.4844 val r: 0.7220; time: 0.92sec
[185/800][24/24] total train loss: 0.0095; total val loss: 0.4725 val r: 0.7204; time: 0.92sec
[186/800][24/24] total train loss: 0.0096; total val loss: 0.4761 val r: 0.7190; time: 0.93sec
[187/800][24/24] total train loss: 0.0092; total val loss: 0.4714 val r: 0.7155; time: 0.92sec
[188/800][24/24] total train loss: 0.0094; total val loss: 0.4608 val r: 0.7131; time: 0.92sec
[189/800][24/24] total train loss: 0.0095; total val loss: 0.4916 val r: 0.7164; time: 0.93sec
[190/800][24/24] total train loss: 0.0092; total val loss: 0.4625 val r: 0.7210; time: 0.92sec
[191/800][24/24] total train loss: 0.0095; total val loss: 0.4752 val r: 0.7230; time: 0.92sec
[192/800][24/24] total train loss: 0.0097; total val loss: 0.4767 val r: 0.7176; time: 0.92sec
[193/800][24/24] total train loss: 0.0095; total val loss: 0.4765 val r: 0.7141; time: 0.93sec
[194/800][24/24] total train loss: 0.0093; total val loss: 0.4882 val r: 0.7226; time: 0.92sec
[195/800][24/24] total train loss: 0.0097; total val loss: 0.4718 val r: 0.7192; time: 0.93sec
[196/800][24/24] total train loss: 0.0099; total val loss: 0.4797 val r: 0.7201; time: 0.93sec
[197/800][24/24] total train loss: 0.0098; total val loss: 0.4659 val r: 0.7165; time: 0.92sec
[198/800][24/24] total train loss: 0.0097; total val loss: 0.4841 val r: 0.7127; time: 0.93sec
[199/800][24/24] total train loss: 0.0096; total val loss: 0.4790 val r: 0.7166; time: 0.93sec
learning rate updated: 0.001
[200/800][24/24] total train loss: 0.0096; total val loss: 0.4875 val r: 0.7170; time: 0.93sec
[201/800][24/24] total train loss: 0.0096; total val loss: 0.4759 val r: 0.7185; time: 0.92sec
[202/800][24/24] total train loss: 0.0098; total val loss: 0.4829 val r: 0.7116; time: 0.93sec
[203/800][24/24] total train loss: 0.0098; total val loss: 0.4886 val r: 0.7142; time: 0.92sec
[204/800][24/24] total train loss: 0.0099; total val loss: 0.4813 val r: 0.7202; time: 0.93sec
[205/800][24/24] total train loss: 0.0096; total val loss: 0.4931 val r: 0.7212; time: 0.92sec
[206/800][24/24] total train loss: 0.0095; total val loss: 0.4922 val r: 0.7180; time: 0.92sec
[207/800][24/24] total train loss: 0.0095; total val loss: 0.4824 val r: 0.7121; time: 0.92sec
[208/800][24/24] total train loss: 0.0094; total val loss: 0.4828 val r: 0.7156; time: 0.92sec
[209/800][24/24] total train loss: 0.0092; total val loss: 0.4578 val r: 0.7141; time: 0.92sec
[210/800][24/24] total train loss: 0.0092; total val loss: 0.4749 val r: 0.7157; time: 0.92sec
[211/800][24/24] total train loss: 0.0095; total val loss: 0.4780 val r: 0.7121; time: 0.93sec
[212/800][24/24] total train loss: 0.0096; total val loss: 0.4972 val r: 0.7133; time: 0.92sec
[213/800][24/24] total train loss: 0.0091; total val loss: 0.4837 val r: 0.7136; time: 0.92sec
[214/800][24/24] total train loss: 0.0092; total val loss: 0.4771 val r: 0.7170; time: 0.93sec
[215/800][24/24] total train loss: 0.0091; total val loss: 0.4879 val r: 0.7119; time: 0.93sec
[216/800][24/24] total train loss: 0.0090; total val loss: 0.4724 val r: 0.7144; time: 0.91sec
[217/800][24/24] total train loss: 0.0092; total val loss: 0.4724 val r: 0.7141; time: 0.93sec
[218/800][24/24] total train loss: 0.0095; total val loss: 0.4840 val r: 0.7230; time: 0.93sec
[219/800][24/24] total train loss: 0.0098; total val loss: 0.4843 val r: 0.7035; time: 0.92sec
[220/800][24/24] total train loss: 0.0095; total val loss: 0.4885 val r: 0.7124; time: 0.93sec
[221/800][24/24] total train loss: 0.0093; total val loss: 0.4714 val r: 0.7030; time: 0.92sec
[222/800][24/24] total train loss: 0.0095; total val loss: 0.4815 val r: 0.7188; time: 0.93sec
[223/800][24/24] total train loss: 0.0096; total val loss: 0.4839 val r: 0.7093; time: 0.92sec
[224/800][24/24] total train loss: 0.0096; total val loss: 0.4915 val r: 0.7102; time: 0.92sec
[225/800][24/24] total train loss: 0.0095; total val loss: 0.4885 val r: 0.7168; time: 0.92sec
[226/800][24/24] total train loss: 0.0091; total val loss: 0.4836 val r: 0.7115; time: 0.93sec
[227/800][24/24] total train loss: 0.0091; total val loss: 0.4785 val r: 0.7181; time: 0.92sec
[228/800][24/24] total train loss: 0.0089; total val loss: 0.4866 val r: 0.7123; time: 0.93sec
[229/800][24/24] total train loss: 0.0090; total val loss: 0.5066 val r: 0.7190; time: 0.93sec
[230/800][24/24] total train loss: 0.0091; total val loss: 0.4903 val r: 0.7179; time: 0.93sec
[231/800][24/24] total train loss: 0.0092; total val loss: 0.4788 val r: 0.7114; time: 0.92sec
[232/800][24/24] total train loss: 0.0096; total val loss: 0.4954 val r: 0.7187; time: 0.92sec
[233/800][24/24] total train loss: 0.0095; total val loss: 0.5027 val r: 0.7128; time: 0.92sec
[234/800][24/24] total train loss: 0.0093; total val loss: 0.4689 val r: 0.7109; time: 0.93sec
[235/800][24/24] total train loss: 0.0091; total val loss: 0.4798 val r: 0.7183; time: 0.92sec
[236/800][24/24] total train loss: 0.0091; total val loss: 0.4781 val r: 0.7085; time: 0.92sec
[237/800][24/24] total train loss: 0.0092; total val loss: 0.5012 val r: 0.7058; time: 0.92sec
[238/800][24/24] total train loss: 0.0091; total val loss: 0.4871 val r: 0.7118; time: 0.92sec
[239/800][24/24] total train loss: 0.0090; total val loss: 0.4972 val r: 0.7139; time: 0.93sec
[240/800][24/24] total train loss: 0.0091; total val loss: 0.4928 val r: 0.7153; time: 0.93sec
[241/800][24/24] total train loss: 0.0094; total val loss: 0.4803 val r: 0.7151; time: 0.93sec
[242/800][24/24] total train loss: 0.0094; total val loss: 0.4952 val r: 0.7143; time: 0.92sec
[243/800][24/24] total train loss: 0.0090; total val loss: 0.4669 val r: 0.7074; time: 0.92sec
[244/800][24/24] total train loss: 0.0092; total val loss: 0.4751 val r: 0.7151; time: 0.93sec
[245/800][24/24] total train loss: 0.0091; total val loss: 0.5103 val r: 0.7090; time: 0.92sec
[246/800][24/24] total train loss: 0.0091; total val loss: 0.4848 val r: 0.7107; time: 0.92sec
[247/800][24/24] total train loss: 0.0088; total val loss: 0.4926 val r: 0.7115; time: 0.93sec
[248/800][24/24] total train loss: 0.0090; total val loss: 0.4995 val r: 0.7082; time: 0.92sec
[249/800][24/24] total train loss: 0.0087; total val loss: 0.4914 val r: 0.7139; time: 0.93sec
[250/800][24/24] total train loss: 0.0092; total val loss: 0.5118 val r: 0.7162; time: 0.92sec
