Using configurations:
{'BATCH_ITEM_NUM': 30,
 'BERT_LARGE': False,
 'BERT_LAYER': 11,
 'CONFIG_NAME': 'glove_lstm_attn_context',
 'CROSS_VALIDATION_FLAG': True,
 'CUDA': True,
 'ELMO_LAYER': 2,
 'ELMO_MODE': 'concat',
 'EXPERIMENT_NAME': 'glove_lstm_attn_context',
 'GLOVE_DIM': 100,
 'GPU_NUM': 1,
 'IS_BERT': False,
 'IS_ELMO': False,
 'IS_RANDOM': False,
 'KFOLDS': 5,
 'LSTM': {'ATTN': True,
          'BIDIRECTION': True,
          'DROP_PROB': 0.3,
          'FLAG': True,
          'HIDDEN_DIM': 400,
          'LAYERS': 2,
          'SEQ_LEN': 150},
 'MODE': 'train',
 'OUT_PATH': '/jagupard18/scr1/sebschu/runs.h800/',
 'PREDICTION_TYPE': 'rating',
 'PREDON': 'train',
 'RESUME_DIR': '',
 'SAVE_PREDS': False,
 'SEED': 0,
 'SINGLE_SENTENCE': False,
 'SOME_DATABASE': './some_database.csv',
 'SPLIT_NAME': '',
 'TRAIN': {'BATCH_SIZE': 32,
           'COEFF': {'BETA_1': 0.9, 'BETA_2': 0.999, 'EPS': 1e-08},
           'DROPOUT': {'FC_1': 0.2, 'FC_2': 0.2},
           'FLAG': True,
           'INTERVAL': 10,
           'LR': 0.001,
           'LR_DECAY_EPOCH': 100,
           'LR_DECAY_RATE': 1.0,
           'START_EPOCH': 0,
           'TOTAL_EPOCH': 800}}
Using random seed 0.
Path to the current word embeddings: ./datasets/seed_0_contextual/glove_lstm/embs_train_150.npy
Start training
===============================
Fold #1
- - - - - - - - - - - - -
initializing neural net
[1/800][24/24] total train loss: 1.2282; total val loss: 0.2918 val r: 0.1980; time: 2.49sec
[19/800][24/24] total train loss: 0.3717; total val loss: 0.5289 val r: 0.6092; time: 1.79sec
[20/800][24/24] total train loss: 0.3484; total val loss: 0.4729 val r: 0.6117; time: 1.78sec
[21/800][24/24] total train loss: 0.3259; total val loss: 0.5449 val r: 0.6020; time: 1.78sec
[22/800][24/24] total train loss: 0.2700; total val loss: 0.4668 val r: 0.5614; time: 1.78sec
[23/800][24/24] total train loss: 0.2710; total val loss: 0.4793 val r: 0.5613; time: 1.77sec
[24/800][24/24] total train loss: 0.2427; total val loss: 0.4732 val r: 0.6138; time: 1.71sec
[25/800][24/24] total train loss: 0.2229; total val loss: 0.4550 val r: 0.5811; time: 1.78sec
[26/800][24/24] total train loss: 0.1719; total val loss: 0.4767 val r: 0.5844; time: 1.78sec
[27/800][24/24] total train loss: 0.1569; total val loss: 0.4900 val r: 0.5916; time: 1.80sec
[28/800][24/24] total train loss: 0.1320; total val loss: 0.4870 val r: 0.5792; time: 1.78sec
[29/800][24/24] total train loss: 0.1069; total val loss: 0.5035 val r: 0.5542; time: 1.79sec
[30/800][24/24] total train loss: 0.1001; total val loss: 0.5265 val r: 0.5876; time: 1.78sec
[31/800][24/24] total train loss: 0.0982; total val loss: 0.4822 val r: 0.5747; time: 1.79sec
[32/800][24/24] total train loss: 0.0849; total val loss: 0.5023 val r: 0.5671; time: 1.79sec
[33/800][24/24] total train loss: 0.0762; total val loss: 0.4951 val r: 0.5425; time: 1.79sec
[34/800][24/24] total train loss: 0.0753; total val loss: 0.4901 val r: 0.5802; time: 1.78sec
[35/800][24/24] total train loss: 0.0646; total val loss: 0.5081 val r: 0.5691; time: 1.79sec
[36/800][24/24] total train loss: 0.0582; total val loss: 0.5106 val r: 0.5902; time: 1.78sec
[37/800][24/24] total train loss: 0.0528; total val loss: 0.4965 val r: 0.5492; time: 1.80sec
[38/800][24/24] total train loss: 0.0485; total val loss: 0.5025 val r: 0.5758; time: 1.79sec
[39/800][24/24] total train loss: 0.0476; total val loss: 0.5198 val r: 0.5630; time: 1.79sec
[40/800][24/24] total train loss: 0.0482; total val loss: 0.5338 val r: 0.5638; time: 1.77sec
[41/800][24/24] total train loss: 0.0471; total val loss: 0.4838 val r: 0.5769; time: 1.80sec
[42/800][24/24] total train loss: 0.0434; total val loss: 0.5074 val r: 0.5574; time: 1.79sec
[43/800][24/24] total train loss: 0.0395; total val loss: 0.5259 val r: 0.5618; time: 1.80sec
[44/800][24/24] total train loss: 0.0367; total val loss: 0.4936 val r: 0.5652; time: 1.79sec
[45/800][24/24] total train loss: 0.0334; total val loss: 0.4949 val r: 0.5688; time: 1.79sec
[46/800][24/24] total train loss: 0.0330; total val loss: 0.4981 val r: 0.5677; time: 1.80sec
[47/800][24/24] total train loss: 0.0296; total val loss: 0.5105 val r: 0.5727; time: 1.80sec
[48/800][24/24] total train loss: 0.0341; total val loss: 0.5320 val r: 0.5788; time: 1.79sec
[49/800][24/24] total train loss: 0.0335; total val loss: 0.5073 val r: 0.5709; time: 1.80sec
[50/800][24/24] total train loss: 0.0280; total val loss: 0.4935 val r: 0.5642; time: 1.80sec
[51/800][24/24] total train loss: 0.0325; total val loss: 0.4941 val r: 0.5691; time: 1.80sec
[52/800][24/24] total train loss: 0.0285; total val loss: 0.5012 val r: 0.5742; time: 1.79sec
[53/800][24/24] total train loss: 0.0278; total val loss: 0.5032 val r: 0.5886; time: 1.79sec
[54/800][24/24] total train loss: 0.0250; total val loss: 0.5003 val r: 0.5746; time: 1.80sec
[55/800][24/24] total train loss: 0.0245; total val loss: 0.4943 val r: 0.5745; time: 1.80sec
[56/800][24/24] total train loss: 0.0238; total val loss: 0.5153 val r: 0.5744; time: 1.80sec
[57/800][24/24] total train loss: 0.0254; total val loss: 0.5054 val r: 0.5741; time: 1.79sec
[58/800][24/24] total train loss: 0.0250; total val loss: 0.4759 val r: 0.5655; time: 1.79sec
[59/800][24/24] total train loss: 0.0240; total val loss: 0.5085 val r: 0.5729; time: 1.78sec
[60/800][24/24] total train loss: 0.0251; total val loss: 0.5186 val r: 0.5780; time: 1.79sec
[61/800][24/24] total train loss: 0.0231; total val loss: 0.5119 val r: 0.5796; time: 1.80sec
[62/800][24/24] total train loss: 0.0214; total val loss: 0.4815 val r: 0.5741; time: 1.78sec
[63/800][24/24] total train loss: 0.0214; total val loss: 0.5130 val r: 0.5704; time: 1.80sec
[64/800][24/24] total train loss: 0.0205; total val loss: 0.4637 val r: 0.5817; time: 1.81sec
[65/800][24/24] total train loss: 0.0216; total val loss: 0.4774 val r: 0.5751; time: 1.79sec
[66/800][24/24] total train loss: 0.0238; total val loss: 0.4877 val r: 0.5746; time: 1.80sec
[67/800][24/24] total train loss: 0.0216; total val loss: 0.5233 val r: 0.5890; time: 1.81sec
[68/800][24/24] total train loss: 0.0208; total val loss: 0.4905 val r: 0.5783; time: 1.80sec
[69/800][24/24] total train loss: 0.0191; total val loss: 0.4861 val r: 0.5826; time: 1.80sec
[70/800][24/24] total train loss: 0.0195; total val loss: 0.5057 val r: 0.5810; time: 1.82sec
[71/800][24/24] total train loss: 0.0198; total val loss: 0.4889 val r: 0.5876; time: 1.81sec
[72/800][24/24] total train loss: 0.0217; total val loss: 0.4919 val r: 0.5760; time: 1.79sec
[73/800][24/24] total train loss: 0.0203; total val loss: 0.5155 val r: 0.5865; time: 1.78sec
[74/800][24/24] total train loss: 0.0183; total val loss: 0.4984 val r: 0.5861; time: 1.81sec
[75/800][24/24] total train loss: 0.0199; total val loss: 0.4916 val r: 0.5933; time: 1.81sec
[76/800][24/24] total train loss: 0.0191; total val loss: 0.4946 val r: 0.5837; time: 1.81sec
[77/800][24/24] total train loss: 0.0195; total val loss: 0.5101 val r: 0.5735; time: 1.81sec
[78/800][24/24] total train loss: 0.0236; total val loss: 0.4697 val r: 0.5741; time: 1.81sec
[79/800][24/24] total train loss: 0.0210; total val loss: 0.4798 val r: 0.5835; time: 1.81sec
[80/800][24/24] total train loss: 0.0200; total val loss: 0.4942 val r: 0.5839; time: 1.80sec
[81/800][24/24] total train loss: 0.0192; total val loss: 0.5022 val r: 0.5891; time: 1.79sec
[82/800][24/24] total train loss: 0.0212; total val loss: 0.4874 val r: 0.5891; time: 1.81sec
[83/800][24/24] total train loss: 0.0202; total val loss: 0.4978 val r: 0.5774; time: 1.82sec
[84/800][24/24] total train loss: 0.0197; total val loss: 0.4845 val r: 0.5932; time: 1.81sec
[85/800][24/24] total train loss: 0.0222; total val loss: 0.4988 val r: 0.6005; time: 1.81sec
[86/800][24/24] total train loss: 0.0241; total val loss: 0.4958 val r: 0.5982; time: 1.75sec
[87/800][24/24] total train loss: 0.0224; total val loss: 0.4960 val r: 0.5962; time: 1.73sec
[88/800][24/24] total train loss: 0.0189; total val loss: 0.4869 val r: 0.5795; time: 1.72sec
[89/800][24/24] total train loss: 0.0163; total val loss: 0.4988 val r: 0.5928; time: 1.75sec
[90/800][24/24] total train loss: 0.0166; total val loss: 0.5052 val r: 0.5809; time: 1.83sec
[91/800][24/24] total train loss: 0.0179; total val loss: 0.4969 val r: 0.5896; time: 1.82sec
[92/800][24/24] total train loss: 0.0195; total val loss: 0.4988 val r: 0.5828; time: 1.84sec
[93/800][24/24] total train loss: 0.0177; total val loss: 0.5028 val r: 0.5841; time: 1.82sec
[94/800][24/24] total train loss: 0.0166; total val loss: 0.5020 val r: 0.5849; time: 1.81sec
[95/800][24/24] total train loss: 0.0154; total val loss: 0.4964 val r: 0.5926; time: 1.82sec
[96/800][24/24] total train loss: 0.0163; total val loss: 0.4979 val r: 0.5898; time: 1.81sec
[97/800][24/24] total train loss: 0.0180; total val loss: 0.5176 val r: 0.5770; time: 1.83sec
[98/800][24/24] total train loss: 0.0180; total val loss: 0.4711 val r: 0.5865; time: 1.82sec
[99/800][24/24] total train loss: 0.0169; total val loss: 0.4858 val r: 0.5813; time: 1.82sec
learning rate updated: 0.001
[100/800][24/24] total train loss: 0.0164; total val loss: 0.4958 val r: 0.5789; time: 1.83sec
[101/800][24/24] total train loss: 0.0162; total val loss: 0.4893 val r: 0.5837; time: 1.82sec
[102/800][24/24] total train loss: 0.0164; total val loss: 0.4978 val r: 0.5814; time: 1.82sec
[103/800][24/24] total train loss: 0.0169; total val loss: 0.4925 val r: 0.5805; time: 1.82sec
[104/800][24/24] total train loss: 0.0172; total val loss: 0.4810 val r: 0.5710; time: 1.81sec
[105/800][24/24] total train loss: 0.0161; total val loss: 0.5016 val r: 0.5852; time: 1.81sec
[106/800][24/24] total train loss: 0.0156; total val loss: 0.4883 val r: 0.5915; time: 1.82sec
[107/800][24/24] total train loss: 0.0164; total val loss: 0.4810 val r: 0.5861; time: 1.80sec
[108/800][24/24] total train loss: 0.0166; total val loss: 0.4882 val r: 0.5808; time: 1.82sec
[109/800][24/24] total train loss: 0.0168; total val loss: 0.4911 val r: 0.5861; time: 1.80sec
[110/800][24/24] total train loss: 0.0159; total val loss: 0.5035 val r: 0.5780; time: 1.81sec
[111/800][24/24] total train loss: 0.0155; total val loss: 0.5000 val r: 0.5804; time: 1.81sec
[112/800][24/24] total train loss: 0.0161; total val loss: 0.4972 val r: 0.5847; time: 1.81sec
[113/800][24/24] total train loss: 0.0159; total val loss: 0.4909 val r: 0.5840; time: 1.81sec
[114/800][24/24] total train loss: 0.0163; total val loss: 0.5072 val r: 0.5900; time: 1.81sec
[115/800][24/24] total train loss: 0.0171; total val loss: 0.4813 val r: 0.5866; time: 1.81sec
[116/800][24/24] total train loss: 0.0164; total val loss: 0.4791 val r: 0.5819; time: 1.83sec
[117/800][24/24] total train loss: 0.0206; total val loss: 0.4880 val r: 0.5763; time: 1.82sec
[118/800][24/24] total train loss: 0.0162; total val loss: 0.4853 val r: 0.5807; time: 1.82sec
[119/800][24/24] total train loss: 0.0163; total val loss: 0.4898 val r: 0.5769; time: 1.82sec
[120/800][24/24] total train loss: 0.0147; total val loss: 0.4881 val r: 0.5812; time: 1.82sec
[121/800][24/24] total train loss: 0.0155; total val loss: 0.5094 val r: 0.5978; time: 1.83sec
[122/800][24/24] total train loss: 0.0166; total val loss: 0.5045 val r: 0.5850; time: 1.82sec
[123/800][24/24] total train loss: 0.0156; total val loss: 0.4945 val r: 0.5975; time: 1.81sec
[124/800][24/24] total train loss: 0.0163; total val loss: 0.4973 val r: 0.5743; time: 1.82sec
[125/800][24/24] total train loss: 0.0159; total val loss: 0.4806 val r: 0.5884; time: 1.81sec
[126/800][24/24] total train loss: 0.0157; total val loss: 0.4703 val r: 0.5997; time: 1.82sec
[127/800][24/24] total train loss: 0.0163; total val loss: 0.4951 val r: 0.5831; time: 1.82sec
[128/800][24/24] total train loss: 0.0176; total val loss: 0.4656 val r: 0.5688; time: 1.82sec
[129/800][24/24] total train loss: 0.0166; total val loss: 0.4982 val r: 0.5959; time: 1.82sec
[130/800][24/24] total train loss: 0.0168; total val loss: 0.4849 val r: 0.5837; time: 1.81sec
[131/800][24/24] total train loss: 0.0183; total val loss: 0.4815 val r: 0.5840; time: 1.82sec
[132/800][24/24] total train loss: 0.0164; total val loss: 0.4977 val r: 0.5871; time: 1.82sec
[133/800][24/24] total train loss: 0.0154; total val loss: 0.4903 val r: 0.5880; time: 1.82sec
[134/800][24/24] total train loss: 0.0157; total val loss: 0.4961 val r: 0.5906; time: 1.83sec
[135/800][24/24] total train loss: 0.0142; total val loss: 0.4951 val r: 0.5917; time: 1.81sec
[136/800][24/24] total train loss: 0.0145; total val loss: 0.4853 val r: 0.5935; time: 1.83sec
[137/800][24/24] total train loss: 0.0167; total val loss: 0.5002 val r: 0.5997; time: 1.82sec
[138/800][24/24] total train loss: 0.0150; total val loss: 0.4879 val r: 0.5834; time: 1.82sec
[139/800][24/24] total train loss: 0.0152; total val loss: 0.4758 val r: 0.5941; time: 1.82sec
[140/800][24/24] total train loss: 0.0148; total val loss: 0.4885 val r: 0.5886; time: 1.83sec
[141/800][24/24] total train loss: 0.0142; total val loss: 0.4981 val r: 0.5866; time: 1.82sec
[142/800][24/24] total train loss: 0.0145; total val loss: 0.4944 val r: 0.5913; time: 1.80sec
[143/800][24/24] total train loss: 0.0142; total val loss: 0.4865 val r: 0.5899; time: 1.81sec
[144/800][24/24] total train loss: 0.0137; total val loss: 0.4804 val r: 0.5929; time: 1.82sec
[145/800][24/24] total train loss: 0.0139; total val loss: 0.5025 val r: 0.5899; time: 1.81sec
[146/800][24/24] total train loss: 0.0139; total val loss: 0.5022 val r: 0.5930; time: 1.80sec
[147/800][24/24] total train loss: 0.0144; total val loss: 0.4876 val r: 0.5943; time: 1.82sec
[148/800][24/24] total train loss: 0.0149; total val loss: 0.4763 val r: 0.5828; time: 1.74sec
[149/800][24/24] total train loss: 0.0162; total val loss: 0.4953 val r: 0.5920; time: 1.78sec
[150/800][24/24] total train loss: 0.0157; total val loss: 0.4870 val r: 0.5854; time: 1.80sec
[151/800][24/24] total train loss: 0.0150; total val loss: 0.4877 val r: 0.5780; time: 1.80sec
[152/800][24/24] total train loss: 0.0141; total val loss: 0.4878 val r: 0.5873; time: 1.83sec
[153/800][24/24] total train loss: 0.0137; total val loss: 0.4824 val r: 0.5861; time: 1.81sec
[154/800][24/24] total train loss: 0.0139; total val loss: 0.5012 val r: 0.5903; time: 1.81sec
[155/800][24/24] total train loss: 0.0147; total val loss: 0.4672 val r: 0.5955; time: 1.81sec
[156/800][24/24] total train loss: 0.0141; total val loss: 0.4900 val r: 0.5835; time: 1.82sec
[157/800][24/24] total train loss: 0.0134; total val loss: 0.5157 val r: 0.5983; time: 1.81sec
[158/800][24/24] total train loss: 0.0143; total val loss: 0.5114 val r: 0.6044; time: 1.82sec
[159/800][24/24] total train loss: 0.0143; total val loss: 0.4922 val r: 0.5916; time: 1.81sec
[160/800][24/24] total train loss: 0.0145; total val loss: 0.4703 val r: 0.5851; time: 1.80sec
[161/800][24/24] total train loss: 0.0147; total val loss: 0.5038 val r: 0.5988; time: 1.82sec
[162/800][24/24] total train loss: 0.0144; total val loss: 0.5049 val r: 0.6044; time: 1.82sec
[163/800][24/24] total train loss: 0.0130; total val loss: 0.4891 val r: 0.5872; time: 1.82sec
[164/800][24/24] total train loss: 0.0141; total val loss: 0.4766 val r: 0.5795; time: 1.80sec
[165/800][24/24] total train loss: 0.0140; total val loss: 0.4789 val r: 0.5903; time: 1.83sec
[166/800][24/24] total train loss: 0.0137; total val loss: 0.4782 val r: 0.5856; time: 1.82sec
[167/800][24/24] total train loss: 0.0138; total val loss: 0.4772 val r: 0.5866; time: 1.81sec
[168/800][24/24] total train loss: 0.0147; total val loss: 0.4806 val r: 0.5853; time: 1.82sec
[169/800][24/24] total train loss: 0.0148; total val loss: 0.4754 val r: 0.5934; time: 1.82sec
[170/800][24/24] total train loss: 0.0134; total val loss: 0.4852 val r: 0.5853; time: 1.83sec
[171/800][24/24] total train loss: 0.0144; total val loss: 0.5048 val r: 0.5926; time: 1.81sec
[172/800][24/24] total train loss: 0.0144; total val loss: 0.5008 val r: 0.5854; time: 1.79sec
[173/800][24/24] total train loss: 0.0132; total val loss: 0.4731 val r: 0.5874; time: 1.81sec
[174/800][24/24] total train loss: 0.0128; total val loss: 0.4862 val r: 0.5856; time: 1.81sec
[175/800][24/24] total train loss: 0.0132; total val loss: 0.4755 val r: 0.5835; time: 1.82sec
[176/800][24/24] total train loss: 0.0129; total val loss: 0.4785 val r: 0.5901; time: 1.81sec
[177/800][24/24] total train loss: 0.0134; total val loss: 0.4861 val r: 0.5958; time: 1.80sec
[178/800][24/24] total train loss: 0.0142; total val loss: 0.4842 val r: 0.5833; time: 1.82sec
[179/800][24/24] total train loss: 0.0132; total val loss: 0.4824 val r: 0.5839; time: 1.81sec
[180/800][24/24] total train loss: 0.0132; total val loss: 0.4862 val r: 0.5890; time: 1.83sec
[181/800][24/24] total train loss: 0.0134; total val loss: 0.4776 val r: 0.5962; time: 1.81sec
[182/800][24/24] total train loss: 0.0135; total val loss: 0.5112 val r: 0.5955; time: 1.82sec
[183/800][24/24] total train loss: 0.0148; total val loss: 0.4853 val r: 0.5869; time: 1.82sec
[184/800][24/24] total train loss: 0.0142; total val loss: 0.4737 val r: 0.5823; time: 1.82sec
[185/800][24/24] total train loss: 0.0138; total val loss: 0.4823 val r: 0.5919; time: 1.81sec
[186/800][24/24] total train loss: 0.0130; total val loss: 0.4964 val r: 0.5989; time: 1.82sec
[187/800][24/24] total train loss: 0.0129; total val loss: 0.4823 val r: 0.5945; time: 1.82sec
[188/800][24/24] total train loss: 0.0125; total val loss: 0.4681 val r: 0.5893; time: 1.81sec
[189/800][24/24] total train loss: 0.0130; total val loss: 0.4851 val r: 0.5917; time: 1.83sec
[190/800][24/24] total train loss: 0.0144; total val loss: 0.4880 val r: 0.5884; time: 1.82sec
[191/800][24/24] total train loss: 0.0137; total val loss: 0.4733 val r: 0.5921; time: 1.81sec
[192/800][24/24] total train loss: 0.0135; total val loss: 0.4994 val r: 0.5983; time: 1.81sec
[193/800][24/24] total train loss: 0.0142; total val loss: 0.4906 val r: 0.5957; time: 1.82sec
[194/800][24/24] total train loss: 0.0132; total val loss: 0.4890 val r: 0.5868; time: 1.82sec
[195/800][24/24] total train loss: 0.0126; total val loss: 0.4912 val r: 0.5884; time: 1.82sec
[196/800][24/24] total train loss: 0.0136; total val loss: 0.5057 val r: 0.5975; time: 1.82sec
[197/800][24/24] total train loss: 0.0137; total val loss: 0.4842 val r: 0.5890; time: 1.83sec
[198/800][24/24] total train loss: 0.0140; total val loss: 0.4989 val r: 0.5892; time: 1.82sec
[199/800][24/24] total train loss: 0.0132; total val loss: 0.4865 val r: 0.5941; time: 1.82sec
learning rate updated: 0.001
[200/800][24/24] total train loss: 0.0136; total val loss: 0.4716 val r: 0.5885; time: 1.82sec
[201/800][24/24] total train loss: 0.0145; total val loss: 0.5130 val r: 0.6038; time: 1.81sec
[202/800][24/24] total train loss: 0.0183; total val loss: 0.5079 val r: 0.5893; time: 1.82sec
[203/800][24/24] total train loss: 0.0167; total val loss: 0.5042 val r: 0.5982; time: 1.82sec
[204/800][24/24] total train loss: 0.0151; total val loss: 0.4881 val r: 0.5985; time: 1.78sec
[205/800][24/24] total train loss: 0.0144; total val loss: 0.4556 val r: 0.5870; time: 1.81sec
[206/800][24/24] total train loss: 0.0143; total val loss: 0.4762 val r: 0.5859; time: 1.82sec
[207/800][24/24] total train loss: 0.0157; total val loss: 0.4955 val r: 0.5763; time: 1.81sec
[208/800][24/24] total train loss: 0.0143; total val loss: 0.4952 val r: 0.5804; time: 1.82sec
[209/800][24/24] total train loss: 0.0140; total val loss: 0.5039 val r: 0.5924; time: 1.82sec
[210/800][24/24] total train loss: 0.0157; total val loss: 0.5069 val r: 0.5934; time: 1.83sec
[211/800][24/24] total train loss: 0.0161; total val loss: 0.4899 val r: 0.5985; time: 1.81sec
[212/800][24/24] total train loss: 0.0149; total val loss: 0.4786 val r: 0.5964; time: 1.83sec
[213/800][24/24] total train loss: 0.0147; total val loss: 0.4771 val r: 0.5862; time: 1.82sec
[214/800][24/24] total train loss: 0.0135; total val loss: 0.5040 val r: 0.5968; time: 1.83sec
[215/800][24/24] total train loss: 0.0139; total val loss: 0.4927 val r: 0.5919; time: 1.82sec
[216/800][24/24] total train loss: 0.0140; total val loss: 0.4839 val r: 0.5806; time: 1.82sec
[217/800][24/24] total train loss: 0.0156; total val loss: 0.4718 val r: 0.5802; time: 1.82sec
[218/800][24/24] total train loss: 0.0137; total val loss: 0.4961 val r: 0.6003; time: 1.81sec
[219/800][24/24] total train loss: 0.0130; total val loss: 0.4782 val r: 0.5976; time: 1.82sec
[220/800][24/24] total train loss: 0.0118; total val loss: 0.4830 val r: 0.5851; time: 1.82sec
[221/800][24/24] total train loss: 0.0127; total val loss: 0.4845 val r: 0.5904; time: 1.82sec
[222/800][24/24] total train loss: 0.0132; total val loss: 0.4907 val r: 0.5967; time: 1.83sec
[223/800][24/24] total train loss: 0.0140; total val loss: 0.5007 val r: 0.6095; time: 1.82sec
[224/800][24/24] total train loss: 0.0128; total val loss: 0.4868 val r: 0.5911; time: 1.82sec
[225/800][24/24] total train loss: 0.0131; total val loss: 0.4866 val r: 0.5822; time: 1.82sec
[226/800][24/24] total train loss: 0.0122; total val loss: 0.5037 val r: 0.5939; time: 1.81sec
[227/800][24/24] total train loss: 0.0124; total val loss: 0.4870 val r: 0.5960; time: 1.80sec
[228/800][24/24] total train loss: 0.0117; total val loss: 0.4831 val r: 0.5838; time: 1.82sec
[229/800][24/24] total train loss: 0.0128; total val loss: 0.4767 val r: 0.5921; time: 1.81sec
[230/800][24/24] total train loss: 0.0135; total val loss: 0.4758 val r: 0.5911; time: 1.82sec
[231/800][24/24] total train loss: 0.0125; total val loss: 0.4871 val r: 0.5862; time: 1.81sec
[232/800][24/24] total train loss: 0.0119; total val loss: 0.4876 val r: 0.5963; time: 1.82sec
[233/800][24/24] total train loss: 0.0114; total val loss: 0.4890 val r: 0.5986; time: 1.82sec
[234/800][24/24] total train loss: 0.0113; total val loss: 0.4854 val r: 0.5931; time: 1.81sec
[235/800][24/24] total train loss: 0.0127; total val loss: 0.4917 val r: 0.5936; time: 1.81sec
[236/800][24/24] total train loss: 0.0125; total val loss: 0.5091 val r: 0.6059; time: 1.81sec
[237/800][24/24] total train loss: 0.0121; total val loss: 0.4920 val r: 0.5931; time: 1.81sec
[238/800][24/24] total train loss: 0.0125; total val loss: 0.4721 val r: 0.5921; time: 1.81sec
[239/800][24/24] total train loss: 0.0129; total val loss: 0.4588 val r: 0.5907; time: 1.81sec
[240/800][24/24] total train loss: 0.0138; total val loss: 0.4763 val r: 0.5855; time: 1.83sec
[241/800][24/24] total train loss: 0.0130; total val loss: 0.4917 val r: 0.5989; time: 1.82sec
[242/800][24/24] total train loss: 0.0125; total val loss: 0.4958 val r: 0.5997; time: 1.81sec
[243/800][24/24] total train loss: 0.0122; total val loss: 0.4998 val r: 0.5911; time: 1.81sec
[244/800][24/24] total train loss: 0.0119; total val loss: 0.4822 val r: 0.5918; time: 1.82sec
[245/800][24/24] total train loss: 0.0119; total val loss: 0.4779 val r: 0.5991; time: 1.82sec
[246/800][24/24] total train loss: 0.0119; total val loss: 0.4727 val r: 0.5775; time: 1.81sec
[247/800][24/24] total train loss: 0.0115; total val loss: 0.4801 val r: 0.5895; time: 1.82sec
[248/800][24/24] total train loss: 0.0119; total val loss: 0.4824 val r: 0.5827; time: 1.82sec
[249/800][24/24] total train loss: 0.0118; total val loss: 0.4888 val r: 0.5875; time: 1.83sec
[250/800][24/24] total train loss: 0.0118; total val loss: 0.4754 val r: 0.5837; time: 1.81sec
