Using configurations:
{'BATCH_ITEM_NUM': 30,
 'BERT_LARGE': False,
 'BERT_LAYER': 11,
 'CONFIG_NAME': 'elmo_lstm_attn_context',
 'CROSS_VALIDATION_FLAG': True,
 'CUDA': True,
 'ELMO_LAYER': 1,
 'ELMO_MODE': 'concat',
 'EXPERIMENT_NAME': 'elmo_lstm_attn_context',
 'GLOVE_DIM': 100,
 'GPU_NUM': 1,
 'IS_BERT': False,
 'IS_ELMO': True,
 'IS_RANDOM': False,
 'KFOLDS': 5,
 'LSTM': {'ATTN': True,
          'BIDIRECTION': True,
          'DROP_PROB': 0.1,
          'FLAG': True,
          'HIDDEN_DIM': 400,
          'LAYERS': 2,
          'SEQ_LEN': 150},
 'MODE': 'train',
 'OUT_PATH': '/jagupard18/scr1/sebschu/runs.h800/',
 'PREDICTION_TYPE': 'rating',
 'PREDON': 'train',
 'RESUME_DIR': '',
 'SAVE_PREDS': False,
 'SEED': 0,
 'SINGLE_SENTENCE': False,
 'SOME_DATABASE': './some_database.csv',
 'SPLIT_NAME': '',
 'TRAIN': {'BATCH_SIZE': 32,
           'COEFF': {'BETA_1': 0.9, 'BETA_2': 0.999, 'EPS': 1e-08},
           'DROPOUT': {'FC_1': 0.2, 'FC_2': 0.2},
           'FLAG': True,
           'INTERVAL': 10,
           'LR': 0.001,
           'LR_DECAY_EPOCH': 100,
           'LR_DECAY_RATE': 1.0,
           'START_EPOCH': 0,
           'TOTAL_EPOCH': 800}}
Using random seed 0.
Path to the current word embeddings: ./datasets/seed_0_contextual/elmo_layer_1_lstm/embs_train_150.npy
Start training
===============================
Fold #1
- - - - - - - - - - - - -
initializing neural net
[1/800][24/24] total train loss: 1.1650; total val loss: 0.3070 val r: 0.3445; time: 2.94sec
[20/800][24/24] total train loss: 0.0215; total val loss: 0.4958 val r: 0.6718; time: 2.23sec
[21/800][24/24] total train loss: 0.0232; total val loss: 0.4932 val r: 0.6736; time: 2.21sec
[22/800][24/24] total train loss: 0.0173; total val loss: 0.4961 val r: 0.6694; time: 2.27sec
[23/800][24/24] total train loss: 0.0168; total val loss: 0.4815 val r: 0.6656; time: 2.24sec
[24/800][24/24] total train loss: 0.0159; total val loss: 0.4745 val r: 0.6762; time: 2.23sec
[25/800][24/24] total train loss: 0.0156; total val loss: 0.4908 val r: 0.6700; time: 2.23sec
[26/800][24/24] total train loss: 0.0151; total val loss: 0.4782 val r: 0.6665; time: 2.27sec
[27/800][24/24] total train loss: 0.0157; total val loss: 0.4952 val r: 0.6771; time: 2.27sec
[28/800][24/24] total train loss: 0.0179; total val loss: 0.5037 val r: 0.6692; time: 2.27sec
[29/800][24/24] total train loss: 0.0169; total val loss: 0.4787 val r: 0.6789; time: 2.32sec
[30/800][24/24] total train loss: 0.0173; total val loss: 0.4654 val r: 0.6614; time: 2.26sec
[31/800][24/24] total train loss: 0.0177; total val loss: 0.4846 val r: 0.6696; time: 2.23sec
[32/800][24/24] total train loss: 0.0161; total val loss: 0.4804 val r: 0.6717; time: 2.25sec
[33/800][24/24] total train loss: 0.0143; total val loss: 0.4919 val r: 0.6742; time: 2.23sec
[34/800][24/24] total train loss: 0.0155; total val loss: 0.4721 val r: 0.6776; time: 2.23sec
[35/800][24/24] total train loss: 0.0148; total val loss: 0.4900 val r: 0.6746; time: 2.28sec
[36/800][24/24] total train loss: 0.0133; total val loss: 0.4802 val r: 0.6737; time: 2.33sec
[37/800][24/24] total train loss: 0.0139; total val loss: 0.4647 val r: 0.6742; time: 2.29sec
[38/800][24/24] total train loss: 0.0132; total val loss: 0.4725 val r: 0.6680; time: 2.23sec
[39/800][24/24] total train loss: 0.0131; total val loss: 0.5050 val r: 0.6787; time: 2.23sec
[40/800][24/24] total train loss: 0.0128; total val loss: 0.4796 val r: 0.6728; time: 2.21sec
[41/800][24/24] total train loss: 0.0154; total val loss: 0.4832 val r: 0.6718; time: 2.21sec
[42/800][24/24] total train loss: 0.0170; total val loss: 0.4804 val r: 0.6758; time: 2.23sec
[43/800][24/24] total train loss: 0.0161; total val loss: 0.4994 val r: 0.6710; time: 2.21sec
[44/800][24/24] total train loss: 0.0148; total val loss: 0.4623 val r: 0.6786; time: 2.20sec
[45/800][24/24] total train loss: 0.0140; total val loss: 0.4864 val r: 0.6770; time: 2.23sec
[46/800][24/24] total train loss: 0.0129; total val loss: 0.4899 val r: 0.6856; time: 2.25sec
[47/800][24/24] total train loss: 0.0133; total val loss: 0.4937 val r: 0.6750; time: 2.27sec
[48/800][24/24] total train loss: 0.0137; total val loss: 0.4580 val r: 0.6780; time: 2.26sec
[49/800][24/24] total train loss: 0.0132; total val loss: 0.4733 val r: 0.6738; time: 2.26sec
[50/800][24/24] total train loss: 0.0139; total val loss: 0.4724 val r: 0.6823; time: 2.22sec
[51/800][24/24] total train loss: 0.0149; total val loss: 0.4944 val r: 0.6849; time: 2.21sec
[52/800][24/24] total train loss: 0.0168; total val loss: 0.4845 val r: 0.6818; time: 2.19sec
[53/800][24/24] total train loss: 0.0157; total val loss: 0.4701 val r: 0.6788; time: 2.21sec
[54/800][24/24] total train loss: 0.0144; total val loss: 0.4960 val r: 0.6817; time: 2.22sec
[55/800][24/24] total train loss: 0.0132; total val loss: 0.4734 val r: 0.6852; time: 2.22sec
[56/800][24/24] total train loss: 0.0128; total val loss: 0.4972 val r: 0.6841; time: 2.22sec
[57/800][24/24] total train loss: 0.0131; total val loss: 0.4638 val r: 0.6771; time: 2.23sec
[58/800][24/24] total train loss: 0.0134; total val loss: 0.4875 val r: 0.6870; time: 2.20sec
[59/800][24/24] total train loss: 0.0135; total val loss: 0.4706 val r: 0.6804; time: 2.22sec
[60/800][24/24] total train loss: 0.0125; total val loss: 0.4836 val r: 0.6862; time: 2.25sec
[61/800][24/24] total train loss: 0.0119; total val loss: 0.4916 val r: 0.6840; time: 2.26sec
[62/800][24/24] total train loss: 0.0118; total val loss: 0.4757 val r: 0.6840; time: 2.25sec
[63/800][24/24] total train loss: 0.0110; total val loss: 0.4872 val r: 0.6795; time: 2.10sec
[64/800][24/24] total train loss: 0.0117; total val loss: 0.4621 val r: 0.6821; time: 2.09sec
[65/800][24/24] total train loss: 0.0115; total val loss: 0.4928 val r: 0.6851; time: 2.18sec
[66/800][24/24] total train loss: 0.0114; total val loss: 0.4706 val r: 0.6862; time: 2.23sec
[67/800][24/24] total train loss: 0.0117; total val loss: 0.4584 val r: 0.6788; time: 2.22sec
[68/800][24/24] total train loss: 0.0122; total val loss: 0.5151 val r: 0.6824; time: 2.24sec
[69/800][24/24] total train loss: 0.0156; total val loss: 0.4810 val r: 0.6855; time: 2.23sec
[70/800][24/24] total train loss: 0.0152; total val loss: 0.4792 val r: 0.6893; time: 2.23sec
[71/800][24/24] total train loss: 0.0139; total val loss: 0.4975 val r: 0.6863; time: 2.23sec
[72/800][24/24] total train loss: 0.0152; total val loss: 0.4877 val r: 0.6925; time: 2.22sec
[73/800][24/24] total train loss: 0.0148; total val loss: 0.4650 val r: 0.6836; time: 2.30sec
[74/800][24/24] total train loss: 0.0154; total val loss: 0.4861 val r: 0.6818; time: 2.26sec
[75/800][24/24] total train loss: 0.0146; total val loss: 0.4625 val r: 0.6817; time: 2.25sec
[76/800][24/24] total train loss: 0.0140; total val loss: 0.4863 val r: 0.6805; time: 2.25sec
[77/800][24/24] total train loss: 0.0140; total val loss: 0.4572 val r: 0.6857; time: 2.22sec
[78/800][24/24] total train loss: 0.0142; total val loss: 0.4958 val r: 0.6887; time: 2.23sec
[79/800][24/24] total train loss: 0.0137; total val loss: 0.4734 val r: 0.6882; time: 2.22sec
[80/800][24/24] total train loss: 0.0148; total val loss: 0.4578 val r: 0.6912; time: 2.22sec
[81/800][24/24] total train loss: 0.0140; total val loss: 0.4655 val r: 0.6813; time: 2.21sec
[82/800][24/24] total train loss: 0.0123; total val loss: 0.4686 val r: 0.6837; time: 2.22sec
[83/800][24/24] total train loss: 0.0121; total val loss: 0.4690 val r: 0.6874; time: 2.22sec
[84/800][24/24] total train loss: 0.0122; total val loss: 0.4799 val r: 0.6810; time: 2.21sec
[85/800][24/24] total train loss: 0.0128; total val loss: 0.4752 val r: 0.6850; time: 2.23sec
[86/800][24/24] total train loss: 0.0124; total val loss: 0.4697 val r: 0.6849; time: 2.23sec
[87/800][24/24] total train loss: 0.0114; total val loss: 0.4831 val r: 0.6887; time: 2.25sec
[88/800][24/24] total train loss: 0.0128; total val loss: 0.4782 val r: 0.6928; time: 2.22sec
[89/800][24/24] total train loss: 0.0118; total val loss: 0.4746 val r: 0.6892; time: 2.26sec
[90/800][24/24] total train loss: 0.0113; total val loss: 0.4908 val r: 0.6910; time: 2.27sec
[91/800][24/24] total train loss: 0.0118; total val loss: 0.4799 val r: 0.6864; time: 2.27sec
[92/800][24/24] total train loss: 0.0107; total val loss: 0.4760 val r: 0.6933; time: 2.26sec
[93/800][24/24] total train loss: 0.0112; total val loss: 0.4774 val r: 0.6864; time: 2.25sec
[94/800][24/24] total train loss: 0.0114; total val loss: 0.4507 val r: 0.6899; time: 2.22sec
[95/800][24/24] total train loss: 0.0118; total val loss: 0.4756 val r: 0.6925; time: 2.24sec
[96/800][24/24] total train loss: 0.0109; total val loss: 0.4718 val r: 0.6939; time: 2.22sec
[97/800][24/24] total train loss: 0.0116; total val loss: 0.4851 val r: 0.6879; time: 2.21sec
[98/800][24/24] total train loss: 0.0123; total val loss: 0.4795 val r: 0.6917; time: 2.23sec
[99/800][24/24] total train loss: 0.0112; total val loss: 0.4801 val r: 0.6857; time: 2.23sec
learning rate updated: 0.001
[100/800][24/24] total train loss: 0.0116; total val loss: 0.4896 val r: 0.6917; time: 2.23sec
[101/800][24/24] total train loss: 0.0117; total val loss: 0.4890 val r: 0.6844; time: 2.23sec
[102/800][24/24] total train loss: 0.0120; total val loss: 0.5060 val r: 0.6993; time: 2.23sec
[103/800][24/24] total train loss: 0.0128; total val loss: 0.4674 val r: 0.6934; time: 2.22sec
[104/800][24/24] total train loss: 0.0123; total val loss: 0.4710 val r: 0.6913; time: 2.16sec
[105/800][24/24] total train loss: 0.0119; total val loss: 0.4783 val r: 0.6937; time: 2.23sec
[106/800][24/24] total train loss: 0.0124; total val loss: 0.4875 val r: 0.6929; time: 2.21sec
[107/800][24/24] total train loss: 0.0119; total val loss: 0.4717 val r: 0.6926; time: 2.23sec
[108/800][24/24] total train loss: 0.0109; total val loss: 0.4834 val r: 0.6887; time: 2.14sec
[109/800][24/24] total train loss: 0.0117; total val loss: 0.4860 val r: 0.6936; time: 2.25sec
[110/800][24/24] total train loss: 0.0117; total val loss: 0.4542 val r: 0.6919; time: 2.26sec
[111/800][24/24] total train loss: 0.0118; total val loss: 0.4877 val r: 0.6947; time: 2.25sec
[112/800][24/24] total train loss: 0.0112; total val loss: 0.4867 val r: 0.6927; time: 2.25sec
[113/800][24/24] total train loss: 0.0114; total val loss: 0.4617 val r: 0.6888; time: 2.21sec
[114/800][24/24] total train loss: 0.0117; total val loss: 0.4946 val r: 0.6894; time: 2.22sec
[115/800][24/24] total train loss: 0.0111; total val loss: 0.4909 val r: 0.6971; time: 2.22sec
[116/800][24/24] total train loss: 0.0110; total val loss: 0.4792 val r: 0.6864; time: 2.24sec
[117/800][24/24] total train loss: 0.0112; total val loss: 0.4842 val r: 0.7023; time: 2.21sec
[118/800][24/24] total train loss: 0.0108; total val loss: 0.4882 val r: 0.6939; time: 2.21sec
[119/800][24/24] total train loss: 0.0110; total val loss: 0.4828 val r: 0.6918; time: 2.21sec
[120/800][24/24] total train loss: 0.0118; total val loss: 0.4815 val r: 0.6917; time: 2.21sec
[121/800][24/24] total train loss: 0.0119; total val loss: 0.4983 val r: 0.6995; time: 2.21sec
[122/800][24/24] total train loss: 0.0110; total val loss: 0.4632 val r: 0.6949; time: 2.23sec
[123/800][24/24] total train loss: 0.0110; total val loss: 0.4792 val r: 0.6947; time: 2.24sec
[124/800][24/24] total train loss: 0.0103; total val loss: 0.4601 val r: 0.6929; time: 2.21sec
[125/800][24/24] total train loss: 0.0103; total val loss: 0.4795 val r: 0.6922; time: 2.22sec
[126/800][24/24] total train loss: 0.0104; total val loss: 0.4875 val r: 0.6939; time: 2.26sec
[127/800][24/24] total train loss: 0.0108; total val loss: 0.4870 val r: 0.6949; time: 2.24sec
[128/800][24/24] total train loss: 0.0118; total val loss: 0.4786 val r: 0.6922; time: 2.23sec
[129/800][24/24] total train loss: 0.0116; total val loss: 0.4828 val r: 0.6954; time: 2.26sec
[130/800][24/24] total train loss: 0.0112; total val loss: 0.4681 val r: 0.6884; time: 2.21sec
[131/800][24/24] total train loss: 0.0114; total val loss: 0.4765 val r: 0.6961; time: 2.23sec
[132/800][24/24] total train loss: 0.0107; total val loss: 0.4680 val r: 0.6935; time: 2.21sec
[133/800][24/24] total train loss: 0.0111; total val loss: 0.4838 val r: 0.6981; time: 2.21sec
[134/800][24/24] total train loss: 0.0109; total val loss: 0.4878 val r: 0.6923; time: 2.23sec
[135/800][24/24] total train loss: 0.0104; total val loss: 0.4938 val r: 0.6964; time: 2.22sec
[136/800][24/24] total train loss: 0.0105; total val loss: 0.4825 val r: 0.6919; time: 2.22sec
[137/800][24/24] total train loss: 0.0111; total val loss: 0.4801 val r: 0.6926; time: 2.22sec
[138/800][24/24] total train loss: 0.0109; total val loss: 0.4788 val r: 0.6988; time: 2.22sec
[139/800][24/24] total train loss: 0.0114; total val loss: 0.4800 val r: 0.6980; time: 2.23sec
[140/800][24/24] total train loss: 0.0110; total val loss: 0.4768 val r: 0.6970; time: 2.22sec
[141/800][24/24] total train loss: 0.0106; total val loss: 0.4735 val r: 0.6932; time: 2.21sec
[142/800][24/24] total train loss: 0.0108; total val loss: 0.4934 val r: 0.6955; time: 2.22sec
[143/800][24/24] total train loss: 0.0117; total val loss: 0.4649 val r: 0.6882; time: 2.26sec
[144/800][24/24] total train loss: 0.0116; total val loss: 0.5024 val r: 0.7022; time: 2.25sec
[145/800][24/24] total train loss: 0.0111; total val loss: 0.4849 val r: 0.6951; time: 2.28sec
[146/800][24/24] total train loss: 0.0115; total val loss: 0.4951 val r: 0.6963; time: 2.26sec
[147/800][24/24] total train loss: 0.0112; total val loss: 0.4809 val r: 0.6923; time: 2.27sec
[148/800][24/24] total train loss: 0.0105; total val loss: 0.4702 val r: 0.6993; time: 2.25sec
[149/800][24/24] total train loss: 0.0112; total val loss: 0.4776 val r: 0.6971; time: 2.21sec
[150/800][24/24] total train loss: 0.0106; total val loss: 0.4986 val r: 0.6963; time: 2.22sec
[151/800][24/24] total train loss: 0.0112; total val loss: 0.4697 val r: 0.6980; time: 2.21sec
[152/800][24/24] total train loss: 0.0110; total val loss: 0.4730 val r: 0.7023; time: 2.22sec
[153/800][24/24] total train loss: 0.0118; total val loss: 0.4571 val r: 0.6940; time: 2.20sec
[154/800][24/24] total train loss: 0.0129; total val loss: 0.4715 val r: 0.7070; time: 2.21sec
[155/800][24/24] total train loss: 0.0116; total val loss: 0.4805 val r: 0.6917; time: 2.23sec
[156/800][24/24] total train loss: 0.0107; total val loss: 0.4637 val r: 0.6959; time: 2.21sec
[157/800][24/24] total train loss: 0.0098; total val loss: 0.4727 val r: 0.6910; time: 2.21sec
[158/800][24/24] total train loss: 0.0098; total val loss: 0.4820 val r: 0.6948; time: 2.23sec
[159/800][24/24] total train loss: 0.0099; total val loss: 0.4899 val r: 0.6961; time: 2.23sec
[160/800][24/24] total train loss: 0.0106; total val loss: 0.4649 val r: 0.6958; time: 2.21sec
[161/800][24/24] total train loss: 0.0106; total val loss: 0.4924 val r: 0.7019; time: 2.21sec
[162/800][24/24] total train loss: 0.0107; total val loss: 0.4632 val r: 0.6953; time: 2.23sec
[163/800][24/24] total train loss: 0.0102; total val loss: 0.4781 val r: 0.6959; time: 2.25sec
[164/800][24/24] total train loss: 0.0105; total val loss: 0.4768 val r: 0.6984; time: 2.28sec
[165/800][24/24] total train loss: 0.0105; total val loss: 0.4836 val r: 0.6962; time: 2.26sec
[166/800][24/24] total train loss: 0.0102; total val loss: 0.4751 val r: 0.6982; time: 2.28sec
[167/800][24/24] total train loss: 0.0100; total val loss: 0.4818 val r: 0.6970; time: 2.22sec
[168/800][24/24] total train loss: 0.0102; total val loss: 0.4890 val r: 0.7011; time: 2.21sec
[169/800][24/24] total train loss: 0.0103; total val loss: 0.4656 val r: 0.6998; time: 2.21sec
[170/800][24/24] total train loss: 0.0101; total val loss: 0.4883 val r: 0.6948; time: 2.22sec
[171/800][24/24] total train loss: 0.0098; total val loss: 0.4791 val r: 0.6997; time: 2.21sec
[172/800][24/24] total train loss: 0.0097; total val loss: 0.4665 val r: 0.6978; time: 2.22sec
[173/800][24/24] total train loss: 0.0103; total val loss: 0.5014 val r: 0.7006; time: 2.21sec
[174/800][24/24] total train loss: 0.0096; total val loss: 0.4835 val r: 0.7005; time: 2.22sec
[175/800][24/24] total train loss: 0.0100; total val loss: 0.4898 val r: 0.7044; time: 2.21sec
[176/800][24/24] total train loss: 0.0099; total val loss: 0.4854 val r: 0.6969; time: 2.22sec
[177/800][24/24] total train loss: 0.0099; total val loss: 0.4884 val r: 0.6981; time: 2.22sec
[178/800][24/24] total train loss: 0.0096; total val loss: 0.4602 val r: 0.6959; time: 2.24sec
[179/800][24/24] total train loss: 0.0099; total val loss: 0.4707 val r: 0.6979; time: 2.22sec
[180/800][24/24] total train loss: 0.0103; total val loss: 0.5015 val r: 0.6935; time: 2.22sec
[181/800][24/24] total train loss: 0.0101; total val loss: 0.4543 val r: 0.6991; time: 2.23sec
[182/800][24/24] total train loss: 0.0105; total val loss: 0.4658 val r: 0.6971; time: 2.28sec
[183/800][24/24] total train loss: 0.0104; total val loss: 0.4845 val r: 0.6948; time: 2.26sec
[184/800][24/24] total train loss: 0.0102; total val loss: 0.4748 val r: 0.6951; time: 2.25sec
[185/800][24/24] total train loss: 0.0096; total val loss: 0.4875 val r: 0.6973; time: 2.27sec
[186/800][24/24] total train loss: 0.0097; total val loss: 0.4694 val r: 0.6985; time: 2.23sec
[187/800][24/24] total train loss: 0.0098; total val loss: 0.4526 val r: 0.6977; time: 2.23sec
[188/800][24/24] total train loss: 0.0097; total val loss: 0.4745 val r: 0.7020; time: 2.24sec
[189/800][24/24] total train loss: 0.0100; total val loss: 0.4682 val r: 0.7006; time: 2.24sec
[190/800][24/24] total train loss: 0.0107; total val loss: 0.4659 val r: 0.6928; time: 2.22sec
[191/800][24/24] total train loss: 0.0106; total val loss: 0.4757 val r: 0.6964; time: 2.22sec
[192/800][24/24] total train loss: 0.0098; total val loss: 0.4772 val r: 0.6982; time: 2.22sec
[193/800][24/24] total train loss: 0.0107; total val loss: 0.4854 val r: 0.6976; time: 2.23sec
[194/800][24/24] total train loss: 0.0100; total val loss: 0.4803 val r: 0.6970; time: 2.21sec
[195/800][24/24] total train loss: 0.0103; total val loss: 0.4724 val r: 0.6993; time: 2.14sec
[196/800][24/24] total train loss: 0.0108; total val loss: 0.4800 val r: 0.6955; time: 2.21sec
[197/800][24/24] total train loss: 0.0104; total val loss: 0.4812 val r: 0.6948; time: 2.21sec
[198/800][24/24] total train loss: 0.0097; total val loss: 0.4834 val r: 0.7015; time: 2.25sec
[199/800][24/24] total train loss: 0.0094; total val loss: 0.4830 val r: 0.7014; time: 2.15sec
learning rate updated: 0.001
[200/800][24/24] total train loss: 0.0097; total val loss: 0.4831 val r: 0.7012; time: 2.21sec
[201/800][24/24] total train loss: 0.0098; total val loss: 0.4759 val r: 0.6974; time: 2.26sec
[202/800][24/24] total train loss: 0.0099; total val loss: 0.4632 val r: 0.7011; time: 2.27sec
[203/800][24/24] total train loss: 0.0096; total val loss: 0.4880 val r: 0.7021; time: 2.21sec
[204/800][24/24] total train loss: 0.0094; total val loss: 0.4773 val r: 0.7007; time: 2.20sec
[205/800][24/24] total train loss: 0.0097; total val loss: 0.4712 val r: 0.6998; time: 2.21sec
[206/800][24/24] total train loss: 0.0100; total val loss: 0.4815 val r: 0.7039; time: 2.21sec
[207/800][24/24] total train loss: 0.0102; total val loss: 0.4870 val r: 0.6976; time: 2.21sec
[208/800][24/24] total train loss: 0.0096; total val loss: 0.4879 val r: 0.6976; time: 2.22sec
[209/800][24/24] total train loss: 0.0096; total val loss: 0.4701 val r: 0.7021; time: 2.23sec
[210/800][24/24] total train loss: 0.0099; total val loss: 0.4789 val r: 0.7025; time: 2.23sec
[211/800][24/24] total train loss: 0.0100; total val loss: 0.4696 val r: 0.7008; time: 2.24sec
[212/800][24/24] total train loss: 0.0095; total val loss: 0.4720 val r: 0.6979; time: 2.22sec
[213/800][24/24] total train loss: 0.0096; total val loss: 0.4722 val r: 0.6974; time: 2.21sec
[214/800][24/24] total train loss: 0.0097; total val loss: 0.4929 val r: 0.6985; time: 2.24sec
[215/800][24/24] total train loss: 0.0098; total val loss: 0.4665 val r: 0.6970; time: 2.24sec
[216/800][24/24] total train loss: 0.0094; total val loss: 0.4771 val r: 0.7013; time: 2.26sec
[217/800][24/24] total train loss: 0.0100; total val loss: 0.4812 val r: 0.7001; time: 2.27sec
[218/800][24/24] total train loss: 0.0100; total val loss: 0.4711 val r: 0.6936; time: 2.29sec
[219/800][24/24] total train loss: 0.0101; total val loss: 0.5011 val r: 0.6985; time: 2.27sec
[220/800][24/24] total train loss: 0.0101; total val loss: 0.4961 val r: 0.7044; time: 2.25sec
[221/800][24/24] total train loss: 0.0096; total val loss: 0.4594 val r: 0.6985; time: 2.22sec
[222/800][24/24] total train loss: 0.0100; total val loss: 0.4631 val r: 0.6989; time: 2.23sec
[223/800][24/24] total train loss: 0.0098; total val loss: 0.4799 val r: 0.6983; time: 2.23sec
[224/800][24/24] total train loss: 0.0099; total val loss: 0.5169 val r: 0.7008; time: 2.23sec
[225/800][24/24] total train loss: 0.0099; total val loss: 0.4564 val r: 0.6948; time: 2.21sec
[226/800][24/24] total train loss: 0.0100; total val loss: 0.4838 val r: 0.6998; time: 2.22sec
[227/800][24/24] total train loss: 0.0098; total val loss: 0.4901 val r: 0.7019; time: 2.21sec
[228/800][24/24] total train loss: 0.0096; total val loss: 0.4847 val r: 0.7021; time: 2.26sec
[229/800][24/24] total train loss: 0.0096; total val loss: 0.4697 val r: 0.6998; time: 2.22sec
[230/800][24/24] total train loss: 0.0099; total val loss: 0.4786 val r: 0.7032; time: 2.22sec
[231/800][24/24] total train loss: 0.0100; total val loss: 0.4881 val r: 0.7012; time: 2.23sec
[232/800][24/24] total train loss: 0.0101; total val loss: 0.4835 val r: 0.7065; time: 2.22sec
[233/800][24/24] total train loss: 0.0103; total val loss: 0.4799 val r: 0.6989; time: 2.20sec
[234/800][24/24] total train loss: 0.0102; total val loss: 0.4732 val r: 0.7025; time: 2.26sec
[235/800][24/24] total train loss: 0.0100; total val loss: 0.4940 val r: 0.6959; time: 2.25sec
[236/800][24/24] total train loss: 0.0096; total val loss: 0.4630 val r: 0.6972; time: 2.24sec
[237/800][24/24] total train loss: 0.0098; total val loss: 0.4658 val r: 0.7017; time: 2.25sec
[238/800][24/24] total train loss: 0.0100; total val loss: 0.4725 val r: 0.6979; time: 2.26sec
[239/800][24/24] total train loss: 0.0094; total val loss: 0.4825 val r: 0.6990; time: 2.22sec
[240/800][24/24] total train loss: 0.0094; total val loss: 0.4965 val r: 0.6998; time: 2.24sec
[241/800][24/24] total train loss: 0.0091; total val loss: 0.4854 val r: 0.7016; time: 2.23sec
[242/800][24/24] total train loss: 0.0093; total val loss: 0.4788 val r: 0.7001; time: 2.23sec
[243/800][24/24] total train loss: 0.0093; total val loss: 0.4882 val r: 0.7047; time: 2.22sec
[244/800][24/24] total train loss: 0.0092; total val loss: 0.4707 val r: 0.7024; time: 2.21sec
[245/800][24/24] total train loss: 0.0091; total val loss: 0.5063 val r: 0.7013; time: 2.23sec
[246/800][24/24] total train loss: 0.0095; total val loss: 0.4887 val r: 0.7013; time: 2.22sec
[247/800][24/24] total train loss: 0.0092; total val loss: 0.4688 val r: 0.6992; time: 2.23sec
[248/800][24/24] total train loss: 0.0102; total val loss: 0.4822 val r: 0.7000; time: 2.22sec
[249/800][24/24] total train loss: 0.0098; total val loss: 0.4791 val r: 0.7006; time: 2.22sec
[250/800][24/24] total train loss: 0.0093; total val loss: 0.4848 val r: 0.6998; time: 2.21sec
