Using configurations:
{'BATCH_ITEM_NUM': 30,
 'BERT_LARGE': False,
 'BERT_LAYER': 11,
 'CONFIG_NAME': 'glove_lstm_context',
 'CROSS_VALIDATION_FLAG': True,
 'CUDA': True,
 'ELMO_LAYER': 2,
 'ELMO_MODE': 'concat',
 'EXPERIMENT_NAME': 'glove_lstm_context',
 'GLOVE_DIM': 100,
 'GPU_NUM': 1,
 'IS_BERT': False,
 'IS_ELMO': False,
 'IS_RANDOM': False,
 'KFOLDS': 5,
 'LSTM': {'ATTN': False,
          'BIDIRECTION': True,
          'DROP_PROB': 0.3,
          'FLAG': True,
          'HIDDEN_DIM': 400,
          'LAYERS': 2,
          'SEQ_LEN': 150},
 'MODE': 'train',
 'OUT_PATH': '/jagupard18/scr1/sebschu/runs.h800/',
 'PREDICTION_TYPE': 'rating',
 'PREDON': 'train',
 'RESUME_DIR': '',
 'SAVE_PREDS': False,
 'SEED': 0,
 'SINGLE_SENTENCE': False,
 'SOME_DATABASE': './some_database.csv',
 'SPLIT_NAME': '',
 'TRAIN': {'BATCH_SIZE': 32,
           'COEFF': {'BETA_1': 0.9, 'BETA_2': 0.999, 'EPS': 1e-08},
           'DROPOUT': {'FC_1': 0.2, 'FC_2': 0.2},
           'FLAG': True,
           'INTERVAL': 10,
           'LR': 0.001,
           'LR_DECAY_EPOCH': 100,
           'LR_DECAY_RATE': 1.0,
           'START_EPOCH': 0,
           'TOTAL_EPOCH': 800}}
Using random seed 0.
Path to the current word embeddings: ./datasets/seed_0_contextual/glove_lstm/embs_train_150.npy
Start training
===============================
Fold #1
- - - - - - - - - - - - -
initializing neural net
[1/800][24/24] total train loss: 1.2760; total val loss: 0.2986 val r: 0.0954; time: 1.91sec
[34/800][24/24] total train loss: 0.0438; total val loss: 0.5036 val r: 0.5671; time: 1.89sec
[35/800][24/24] total train loss: 0.0475; total val loss: 0.4669 val r: 0.5702; time: 1.90sec
[36/800][24/24] total train loss: 0.0429; total val loss: 0.4650 val r: 0.5644; time: 1.88sec
[37/800][24/24] total train loss: 0.0379; total val loss: 0.4903 val r: 0.5615; time: 1.90sec
[38/800][24/24] total train loss: 0.0335; total val loss: 0.4727 val r: 0.5522; time: 1.88sec
[39/800][24/24] total train loss: 0.0336; total val loss: 0.4553 val r: 0.5461; time: 1.89sec
[40/800][24/24] total train loss: 0.0312; total val loss: 0.4866 val r: 0.5381; time: 1.88sec
[41/800][24/24] total train loss: 0.0299; total val loss: 0.4824 val r: 0.5542; time: 1.89sec
[42/800][24/24] total train loss: 0.0300; total val loss: 0.4532 val r: 0.5687; time: 1.88sec
[43/800][24/24] total train loss: 0.0287; total val loss: 0.4708 val r: 0.5584; time: 1.90sec
[44/800][24/24] total train loss: 0.0308; total val loss: 0.4706 val r: 0.5387; time: 1.88sec
[45/800][24/24] total train loss: 0.0298; total val loss: 0.4580 val r: 0.5490; time: 1.86sec
[46/800][24/24] total train loss: 0.0294; total val loss: 0.4727 val r: 0.5383; time: 1.89sec
[47/800][24/24] total train loss: 0.0276; total val loss: 0.4666 val r: 0.5463; time: 1.90sec
[48/800][24/24] total train loss: 0.0244; total val loss: 0.4667 val r: 0.5584; time: 1.89sec
[49/800][24/24] total train loss: 0.0232; total val loss: 0.4523 val r: 0.5631; time: 1.87sec
[50/800][24/24] total train loss: 0.0229; total val loss: 0.4825 val r: 0.5440; time: 1.88sec
[51/800][24/24] total train loss: 0.0232; total val loss: 0.4683 val r: 0.5433; time: 1.89sec
[52/800][24/24] total train loss: 0.0269; total val loss: 0.4656 val r: 0.5560; time: 1.89sec
[53/800][24/24] total train loss: 0.0276; total val loss: 0.4662 val r: 0.5591; time: 1.89sec
[54/800][24/24] total train loss: 0.0246; total val loss: 0.4768 val r: 0.5683; time: 1.88sec
[55/800][24/24] total train loss: 0.0232; total val loss: 0.4543 val r: 0.5500; time: 1.90sec
[56/800][24/24] total train loss: 0.0229; total val loss: 0.4729 val r: 0.5520; time: 1.90sec
[57/800][24/24] total train loss: 0.0228; total val loss: 0.4659 val r: 0.5523; time: 1.87sec
[58/800][24/24] total train loss: 0.0209; total val loss: 0.4733 val r: 0.5732; time: 1.89sec
[59/800][24/24] total train loss: 0.0205; total val loss: 0.4741 val r: 0.5707; time: 1.89sec
[60/800][24/24] total train loss: 0.0222; total val loss: 0.4674 val r: 0.5657; time: 1.89sec
[61/800][24/24] total train loss: 0.0211; total val loss: 0.4618 val r: 0.5527; time: 1.88sec
[62/800][24/24] total train loss: 0.0212; total val loss: 0.4775 val r: 0.5695; time: 1.89sec
[63/800][24/24] total train loss: 0.0205; total val loss: 0.4606 val r: 0.5520; time: 1.90sec
[64/800][24/24] total train loss: 0.0207; total val loss: 0.4558 val r: 0.5694; time: 1.89sec
[65/800][24/24] total train loss: 0.0211; total val loss: 0.4643 val r: 0.5500; time: 1.90sec
[66/800][24/24] total train loss: 0.0229; total val loss: 0.4756 val r: 0.5505; time: 1.89sec
[67/800][24/24] total train loss: 0.0236; total val loss: 0.4632 val r: 0.5573; time: 1.88sec
[68/800][24/24] total train loss: 0.0198; total val loss: 0.4732 val r: 0.5605; time: 1.90sec
[69/800][24/24] total train loss: 0.0217; total val loss: 0.4778 val r: 0.5666; time: 1.88sec
[70/800][24/24] total train loss: 0.0196; total val loss: 0.4563 val r: 0.5700; time: 1.88sec
[71/800][24/24] total train loss: 0.0186; total val loss: 0.4535 val r: 0.5492; time: 1.89sec
[72/800][24/24] total train loss: 0.0197; total val loss: 0.4596 val r: 0.5532; time: 1.89sec
[73/800][24/24] total train loss: 0.0191; total val loss: 0.4623 val r: 0.5428; time: 1.89sec
[74/800][24/24] total train loss: 0.0191; total val loss: 0.4627 val r: 0.5614; time: 1.89sec
[75/800][24/24] total train loss: 0.0199; total val loss: 0.4676 val r: 0.5628; time: 1.88sec
[76/800][24/24] total train loss: 0.0185; total val loss: 0.4550 val r: 0.5665; time: 1.90sec
[77/800][24/24] total train loss: 0.0186; total val loss: 0.4685 val r: 0.5586; time: 1.89sec
[78/800][24/24] total train loss: 0.0197; total val loss: 0.4623 val r: 0.5667; time: 1.89sec
[79/800][24/24] total train loss: 0.0184; total val loss: 0.4597 val r: 0.5665; time: 1.88sec
[80/800][24/24] total train loss: 0.0179; total val loss: 0.4751 val r: 0.5662; time: 1.88sec
[81/800][24/24] total train loss: 0.0180; total val loss: 0.4799 val r: 0.5646; time: 1.90sec
[82/800][24/24] total train loss: 0.0174; total val loss: 0.4644 val r: 0.5497; time: 1.90sec
[83/800][24/24] total train loss: 0.0168; total val loss: 0.4750 val r: 0.5644; time: 1.88sec
[84/800][24/24] total train loss: 0.0168; total val loss: 0.4685 val r: 0.5616; time: 1.90sec
[85/800][24/24] total train loss: 0.0174; total val loss: 0.4611 val r: 0.5583; time: 1.88sec
[86/800][24/24] total train loss: 0.0246; total val loss: 0.4660 val r: 0.5509; time: 1.88sec
[87/800][24/24] total train loss: 0.0230; total val loss: 0.4435 val r: 0.5509; time: 1.89sec
[88/800][24/24] total train loss: 0.0236; total val loss: 0.4595 val r: 0.5443; time: 1.89sec
[89/800][24/24] total train loss: 0.0216; total val loss: 0.4578 val r: 0.5664; time: 1.90sec
[90/800][24/24] total train loss: 0.0208; total val loss: 0.4676 val r: 0.5444; time: 1.89sec
[91/800][24/24] total train loss: 0.0206; total val loss: 0.4611 val r: 0.5518; time: 1.89sec
[92/800][24/24] total train loss: 0.0199; total val loss: 0.4603 val r: 0.5579; time: 1.90sec
[93/800][24/24] total train loss: 0.0196; total val loss: 0.4659 val r: 0.5401; time: 1.90sec
[94/800][24/24] total train loss: 0.0156; total val loss: 0.4671 val r: 0.5625; time: 1.90sec
[95/800][24/24] total train loss: 0.0175; total val loss: 0.4794 val r: 0.5668; time: 1.91sec
[96/800][24/24] total train loss: 0.0184; total val loss: 0.4678 val r: 0.5573; time: 1.90sec
[97/800][24/24] total train loss: 0.0179; total val loss: 0.4605 val r: 0.5477; time: 1.88sec
[98/800][24/24] total train loss: 0.0178; total val loss: 0.4705 val r: 0.5586; time: 1.88sec
[99/800][24/24] total train loss: 0.0177; total val loss: 0.4648 val r: 0.5665; time: 1.87sec
learning rate updated: 0.001
[100/800][24/24] total train loss: 0.0189; total val loss: 0.4663 val r: 0.5607; time: 1.87sec
[101/800][24/24] total train loss: 0.0191; total val loss: 0.4768 val r: 0.5796; time: 1.88sec
[102/800][24/24] total train loss: 0.0190; total val loss: 0.4866 val r: 0.5517; time: 1.89sec
[103/800][24/24] total train loss: 0.0174; total val loss: 0.4533 val r: 0.5535; time: 1.88sec
[104/800][24/24] total train loss: 0.0172; total val loss: 0.4527 val r: 0.5547; time: 1.88sec
[105/800][24/24] total train loss: 0.0167; total val loss: 0.4711 val r: 0.5550; time: 1.89sec
[106/800][24/24] total train loss: 0.0168; total val loss: 0.4735 val r: 0.5484; time: 1.90sec
[107/800][24/24] total train loss: 0.0161; total val loss: 0.4744 val r: 0.5476; time: 1.89sec
[108/800][24/24] total train loss: 0.0163; total val loss: 0.4607 val r: 0.5729; time: 1.89sec
[109/800][24/24] total train loss: 0.0188; total val loss: 0.4538 val r: 0.5497; time: 1.88sec
[110/800][24/24] total train loss: 0.0198; total val loss: 0.4610 val r: 0.5575; time: 1.90sec
[111/800][24/24] total train loss: 0.0196; total val loss: 0.4449 val r: 0.5548; time: 1.88sec
[112/800][24/24] total train loss: 0.0176; total val loss: 0.4569 val r: 0.5648; time: 1.89sec
[113/800][24/24] total train loss: 0.0161; total val loss: 0.4706 val r: 0.5638; time: 1.89sec
[114/800][24/24] total train loss: 0.0170; total val loss: 0.4591 val r: 0.5588; time: 1.89sec
[115/800][24/24] total train loss: 0.0162; total val loss: 0.4619 val r: 0.5581; time: 1.88sec
[116/800][24/24] total train loss: 0.0164; total val loss: 0.4622 val r: 0.5737; time: 1.90sec
[117/800][24/24] total train loss: 0.0157; total val loss: 0.4724 val r: 0.5577; time: 1.90sec
[118/800][24/24] total train loss: 0.0154; total val loss: 0.4598 val r: 0.5517; time: 1.90sec
[119/800][24/24] total train loss: 0.0152; total val loss: 0.4620 val r: 0.5473; time: 1.90sec
[120/800][24/24] total train loss: 0.0154; total val loss: 0.4698 val r: 0.5693; time: 1.91sec
[121/800][24/24] total train loss: 0.0143; total val loss: 0.4679 val r: 0.5571; time: 1.92sec
[122/800][24/24] total train loss: 0.0146; total val loss: 0.4718 val r: 0.5553; time: 1.89sec
[123/800][24/24] total train loss: 0.0154; total val loss: 0.4554 val r: 0.5609; time: 1.89sec
[124/800][24/24] total train loss: 0.0148; total val loss: 0.4627 val r: 0.5492; time: 1.92sec
[125/800][24/24] total train loss: 0.0148; total val loss: 0.4604 val r: 0.5542; time: 1.91sec
[126/800][24/24] total train loss: 0.0143; total val loss: 0.4621 val r: 0.5484; time: 1.90sec
[127/800][24/24] total train loss: 0.0141; total val loss: 0.4590 val r: 0.5542; time: 1.90sec
[128/800][24/24] total train loss: 0.0152; total val loss: 0.4515 val r: 0.5613; time: 1.84sec
[129/800][24/24] total train loss: 0.0154; total val loss: 0.4453 val r: 0.5498; time: 1.90sec
[130/800][24/24] total train loss: 0.0167; total val loss: 0.4695 val r: 0.5610; time: 1.90sec
[131/800][24/24] total train loss: 0.0155; total val loss: 0.4632 val r: 0.5527; time: 1.90sec
[132/800][24/24] total train loss: 0.0157; total val loss: 0.4679 val r: 0.5490; time: 1.89sec
[133/800][24/24] total train loss: 0.0152; total val loss: 0.4725 val r: 0.5574; time: 1.88sec
[134/800][24/24] total train loss: 0.0156; total val loss: 0.4597 val r: 0.5562; time: 1.91sec
[135/800][24/24] total train loss: 0.0159; total val loss: 0.4319 val r: 0.5622; time: 1.88sec
[136/800][24/24] total train loss: 0.0150; total val loss: 0.4798 val r: 0.5350; time: 1.87sec
[137/800][24/24] total train loss: 0.0160; total val loss: 0.4793 val r: 0.5646; time: 1.86sec
[138/800][24/24] total train loss: 0.0153; total val loss: 0.4605 val r: 0.5539; time: 1.87sec
[139/800][24/24] total train loss: 0.0143; total val loss: 0.4478 val r: 0.5568; time: 1.88sec
[140/800][24/24] total train loss: 0.0154; total val loss: 0.4585 val r: 0.5598; time: 1.88sec
[141/800][24/24] total train loss: 0.0153; total val loss: 0.4598 val r: 0.5589; time: 1.87sec
[142/800][24/24] total train loss: 0.0144; total val loss: 0.4598 val r: 0.5528; time: 1.87sec
[143/800][24/24] total train loss: 0.0146; total val loss: 0.4545 val r: 0.5740; time: 1.88sec
[144/800][24/24] total train loss: 0.0139; total val loss: 0.4608 val r: 0.5697; time: 1.88sec
[145/800][24/24] total train loss: 0.0158; total val loss: 0.4664 val r: 0.5559; time: 1.87sec
[146/800][24/24] total train loss: 0.0144; total val loss: 0.4636 val r: 0.5720; time: 1.89sec
[147/800][24/24] total train loss: 0.0134; total val loss: 0.4662 val r: 0.5559; time: 1.87sec
[148/800][24/24] total train loss: 0.0147; total val loss: 0.4563 val r: 0.5569; time: 1.88sec
[149/800][24/24] total train loss: 0.0153; total val loss: 0.4670 val r: 0.5711; time: 1.88sec
[150/800][24/24] total train loss: 0.0154; total val loss: 0.4573 val r: 0.5653; time: 1.87sec
[151/800][24/24] total train loss: 0.0148; total val loss: 0.4556 val r: 0.5667; time: 1.87sec
[152/800][24/24] total train loss: 0.0139; total val loss: 0.4701 val r: 0.5548; time: 1.86sec
[153/800][24/24] total train loss: 0.0149; total val loss: 0.4674 val r: 0.5463; time: 1.85sec
[154/800][24/24] total train loss: 0.0372; total val loss: 0.4307 val r: 0.5605; time: 1.86sec
[155/800][24/24] total train loss: 0.1518; total val loss: 0.5046 val r: 0.5590; time: 1.88sec
[156/800][24/24] total train loss: 0.2281; total val loss: 0.4705 val r: 0.4629; time: 1.85sec
[157/800][24/24] total train loss: 0.2617; total val loss: 0.4283 val r: 0.5388; time: 1.85sec
[158/800][24/24] total train loss: 0.1341; total val loss: 0.4319 val r: 0.5616; time: 1.86sec
[159/800][24/24] total train loss: 0.0738; total val loss: 0.4528 val r: 0.5880; time: 1.86sec
[160/800][24/24] total train loss: 0.0457; total val loss: 0.4560 val r: 0.5774; time: 1.86sec
[161/800][24/24] total train loss: 0.0332; total val loss: 0.4275 val r: 0.5759; time: 1.88sec
[162/800][24/24] total train loss: 0.0286; total val loss: 0.4376 val r: 0.5850; time: 1.87sec
[163/800][24/24] total train loss: 0.0214; total val loss: 0.4669 val r: 0.5762; time: 1.86sec
[164/800][24/24] total train loss: 0.0196; total val loss: 0.4385 val r: 0.5709; time: 1.87sec
[165/800][24/24] total train loss: 0.0173; total val loss: 0.4517 val r: 0.5709; time: 1.86sec
[166/800][24/24] total train loss: 0.0159; total val loss: 0.4510 val r: 0.5819; time: 1.86sec
[167/800][24/24] total train loss: 0.0151; total val loss: 0.4439 val r: 0.5734; time: 1.87sec
[168/800][24/24] total train loss: 0.0144; total val loss: 0.4527 val r: 0.5709; time: 1.83sec
[169/800][24/24] total train loss: 0.0145; total val loss: 0.4531 val r: 0.5864; time: 1.84sec
[170/800][24/24] total train loss: 0.0145; total val loss: 0.4525 val r: 0.5862; time: 1.86sec
[171/800][24/24] total train loss: 0.0137; total val loss: 0.4453 val r: 0.5840; time: 1.87sec
[172/800][24/24] total train loss: 0.0143; total val loss: 0.4536 val r: 0.5817; time: 1.87sec
[173/800][24/24] total train loss: 0.0149; total val loss: 0.4581 val r: 0.5829; time: 1.87sec
[174/800][24/24] total train loss: 0.0143; total val loss: 0.4525 val r: 0.5872; time: 1.87sec
[175/800][24/24] total train loss: 0.0139; total val loss: 0.4489 val r: 0.5864; time: 1.87sec
[176/800][24/24] total train loss: 0.0135; total val loss: 0.4527 val r: 0.5721; time: 1.87sec
[177/800][24/24] total train loss: 0.0130; total val loss: 0.4475 val r: 0.5768; time: 1.86sec
[178/800][24/24] total train loss: 0.0129; total val loss: 0.4570 val r: 0.5758; time: 1.86sec
[179/800][24/24] total train loss: 0.0135; total val loss: 0.4627 val r: 0.5783; time: 1.88sec
[180/800][24/24] total train loss: 0.0131; total val loss: 0.4510 val r: 0.5769; time: 1.87sec
[181/800][24/24] total train loss: 0.0127; total val loss: 0.4448 val r: 0.5725; time: 1.87sec
[182/800][24/24] total train loss: 0.0136; total val loss: 0.4515 val r: 0.5732; time: 1.86sec
[183/800][24/24] total train loss: 0.0132; total val loss: 0.4407 val r: 0.5777; time: 1.87sec
[184/800][24/24] total train loss: 0.0133; total val loss: 0.4342 val r: 0.5697; time: 1.87sec
[185/800][24/24] total train loss: 0.0123; total val loss: 0.4640 val r: 0.5904; time: 1.86sec
[186/800][24/24] total train loss: 0.0121; total val loss: 0.4490 val r: 0.5803; time: 1.87sec
[187/800][24/24] total train loss: 0.0123; total val loss: 0.4397 val r: 0.5794; time: 1.80sec
[188/800][24/24] total train loss: 0.0121; total val loss: 0.4390 val r: 0.5870; time: 1.87sec
[189/800][24/24] total train loss: 0.0129; total val loss: 0.4472 val r: 0.5825; time: 1.87sec
[190/800][24/24] total train loss: 0.0127; total val loss: 0.4458 val r: 0.5787; time: 1.88sec
[191/800][24/24] total train loss: 0.0126; total val loss: 0.4550 val r: 0.5869; time: 1.87sec
[192/800][24/24] total train loss: 0.0119; total val loss: 0.4399 val r: 0.5754; time: 1.86sec
[193/800][24/24] total train loss: 0.0126; total val loss: 0.4457 val r: 0.5864; time: 1.87sec
[194/800][24/24] total train loss: 0.0131; total val loss: 0.4598 val r: 0.5853; time: 1.88sec
[195/800][24/24] total train loss: 0.0121; total val loss: 0.4463 val r: 0.5778; time: 1.87sec
[196/800][24/24] total train loss: 0.0119; total val loss: 0.4548 val r: 0.5850; time: 1.87sec
[197/800][24/24] total train loss: 0.0119; total val loss: 0.4497 val r: 0.5834; time: 1.86sec
[198/800][24/24] total train loss: 0.0122; total val loss: 0.4453 val r: 0.5864; time: 1.88sec
[199/800][24/24] total train loss: 0.0125; total val loss: 0.4468 val r: 0.5790; time: 1.87sec
learning rate updated: 0.001
[200/800][24/24] total train loss: 0.0128; total val loss: 0.4398 val r: 0.5793; time: 1.86sec
[201/800][24/24] total train loss: 0.0122; total val loss: 0.4621 val r: 0.5691; time: 1.87sec
[202/800][24/24] total train loss: 0.0124; total val loss: 0.4450 val r: 0.5825; time: 1.87sec
[203/800][24/24] total train loss: 0.0116; total val loss: 0.4546 val r: 0.5722; time: 1.86sec
[204/800][24/24] total train loss: 0.0117; total val loss: 0.4543 val r: 0.5882; time: 1.87sec
[205/800][24/24] total train loss: 0.0116; total val loss: 0.4463 val r: 0.5869; time: 1.86sec
[206/800][24/24] total train loss: 0.0117; total val loss: 0.4460 val r: 0.5806; time: 1.87sec
[207/800][24/24] total train loss: 0.0116; total val loss: 0.4460 val r: 0.5794; time: 1.87sec
[208/800][24/24] total train loss: 0.0120; total val loss: 0.4596 val r: 0.5799; time: 1.86sec
[209/800][24/24] total train loss: 0.0117; total val loss: 0.4415 val r: 0.5803; time: 1.85sec
[210/800][24/24] total train loss: 0.0114; total val loss: 0.4527 val r: 0.5769; time: 1.86sec
[211/800][24/24] total train loss: 0.0117; total val loss: 0.4492 val r: 0.5842; time: 1.87sec
[212/800][24/24] total train loss: 0.0118; total val loss: 0.4465 val r: 0.5843; time: 1.87sec
[213/800][24/24] total train loss: 0.0126; total val loss: 0.4573 val r: 0.5641; time: 1.86sec
[214/800][24/24] total train loss: 0.0122; total val loss: 0.4427 val r: 0.5838; time: 1.86sec
[215/800][24/24] total train loss: 0.0119; total val loss: 0.4602 val r: 0.5844; time: 1.86sec
[216/800][24/24] total train loss: 0.0118; total val loss: 0.4521 val r: 0.5742; time: 1.86sec
[217/800][24/24] total train loss: 0.0109; total val loss: 0.4512 val r: 0.5867; time: 1.86sec
[218/800][24/24] total train loss: 0.0109; total val loss: 0.4477 val r: 0.5802; time: 1.87sec
[219/800][24/24] total train loss: 0.0114; total val loss: 0.4512 val r: 0.5781; time: 1.87sec
[220/800][24/24] total train loss: 0.0108; total val loss: 0.4514 val r: 0.5806; time: 1.87sec
[221/800][24/24] total train loss: 0.0116; total val loss: 0.4553 val r: 0.5795; time: 1.87sec
[222/800][24/24] total train loss: 0.0116; total val loss: 0.4440 val r: 0.5805; time: 1.87sec
[223/800][24/24] total train loss: 0.0112; total val loss: 0.4481 val r: 0.5833; time: 1.87sec
[224/800][24/24] total train loss: 0.0119; total val loss: 0.4475 val r: 0.5753; time: 1.86sec
[225/800][24/24] total train loss: 0.0117; total val loss: 0.4200 val r: 0.5741; time: 1.87sec
[226/800][24/24] total train loss: 0.0114; total val loss: 0.4629 val r: 0.5871; time: 1.85sec
[227/800][24/24] total train loss: 0.0106; total val loss: 0.4378 val r: 0.5785; time: 1.86sec
[228/800][24/24] total train loss: 0.0109; total val loss: 0.4553 val r: 0.5817; time: 1.85sec
[229/800][24/24] total train loss: 0.0108; total val loss: 0.4628 val r: 0.5845; time: 1.86sec
[230/800][24/24] total train loss: 0.0109; total val loss: 0.4298 val r: 0.5845; time: 1.86sec
[231/800][24/24] total train loss: 0.0117; total val loss: 0.4504 val r: 0.5809; time: 1.85sec
[232/800][24/24] total train loss: 0.0118; total val loss: 0.4463 val r: 0.5777; time: 1.87sec
[233/800][24/24] total train loss: 0.0115; total val loss: 0.4609 val r: 0.5865; time: 1.86sec
[234/800][24/24] total train loss: 0.0122; total val loss: 0.4340 val r: 0.5901; time: 1.88sec
[235/800][24/24] total train loss: 0.0124; total val loss: 0.4572 val r: 0.5722; time: 1.85sec
[236/800][24/24] total train loss: 0.0116; total val loss: 0.4531 val r: 0.5841; time: 1.87sec
[237/800][24/24] total train loss: 0.0119; total val loss: 0.4473 val r: 0.5843; time: 1.86sec
[238/800][24/24] total train loss: 0.0122; total val loss: 0.4494 val r: 0.5691; time: 1.86sec
[239/800][24/24] total train loss: 0.0113; total val loss: 0.4507 val r: 0.5748; time: 1.87sec
[240/800][24/24] total train loss: 0.0109; total val loss: 0.4342 val r: 0.5882; time: 1.87sec
[241/800][24/24] total train loss: 0.0114; total val loss: 0.4591 val r: 0.5832; time: 1.87sec
[242/800][24/24] total train loss: 0.0115; total val loss: 0.4246 val r: 0.5914; time: 1.89sec
[243/800][24/24] total train loss: 0.0120; total val loss: 0.4533 val r: 0.5912; time: 1.87sec
[244/800][24/24] total train loss: 0.0119; total val loss: 0.4389 val r: 0.5820; time: 1.87sec
[245/800][24/24] total train loss: 0.0111; total val loss: 0.4540 val r: 0.5832; time: 1.86sec
[246/800][24/24] total train loss: 0.0111; total val loss: 0.4397 val r: 0.5794; time: 1.83sec
[247/800][24/24] total train loss: 0.0117; total val loss: 0.4574 val r: 0.5769; time: 1.79sec
[248/800][24/24] total train loss: 0.0119; total val loss: 0.4573 val r: 0.5819; time: 1.77sec
[249/800][24/24] total train loss: 0.0119; total val loss: 0.4610 val r: 0.5868; time: 1.77sec
[250/800][24/24] total train loss: 0.0116; total val loss: 0.4622 val r: 0.5883; time: 1.85sec
