Using configurations:
{'BATCH_ITEM_NUM': 30,
 'BERT_LARGE': False,
 'BERT_LAYER': 11,
 'CONFIG_NAME': 'glove_lstm_attn',
 'CROSS_VALIDATION_FLAG': True,
 'CUDA': True,
 'ELMO_LAYER': 2,
 'ELMO_MODE': 'concat',
 'EXPERIMENT_NAME': 'glove_lstm_attn',
 'GLOVE_DIM': 100,
 'GPU_NUM': 1,
 'IS_BERT': False,
 'IS_ELMO': False,
 'IS_RANDOM': False,
 'KFOLDS': 5,
 'LSTM': {'ATTN': True,
          'BIDIRECTION': True,
          'DROP_PROB': 0.3,
          'FLAG': True,
          'HIDDEN_DIM': 400,
          'LAYERS': 2,
          'SEQ_LEN': 30},
 'MODE': 'train',
 'OUT_PATH': '/jagupard18/scr1/sebschu/runs.h800/',
 'PREDICTION_TYPE': 'rating',
 'PREDON': 'train',
 'RESUME_DIR': '',
 'SAVE_PREDS': False,
 'SEED': 0,
 'SINGLE_SENTENCE': True,
 'SOME_DATABASE': './some_database.csv',
 'SPLIT_NAME': '',
 'TRAIN': {'BATCH_SIZE': 32,
           'COEFF': {'BETA_1': 0.9, 'BETA_2': 0.999, 'EPS': 1e-08},
           'DROPOUT': {'FC_1': 0.2, 'FC_2': 0.2},
           'FLAG': True,
           'INTERVAL': 100,
           'LR': 0.001,
           'LR_DECAY_EPOCH': 100,
           'LR_DECAY_RATE': 1.0,
           'START_EPOCH': 0,
           'TOTAL_EPOCH': 800}}
Using random seed 0.
Path to the current word embeddings: ./datasets/seed_0/glove_lstm/embs_train_30.npy
Start training
===============================
Fold #1
- - - - - - - - - - - - -
initializing neural net
[1/800][24/24] total train loss: 1.1892; total val loss: 0.3123 val r: 0.3289; time: 0.52sec
[26/800][24/24] total train loss: 0.1235; total val loss: 0.4444 val r: 0.6506; time: 0.48sec
[27/800][24/24] total train loss: 0.1035; total val loss: 0.5021 val r: 0.6733; time: 0.48sec
[28/800][24/24] total train loss: 0.0949; total val loss: 0.5133 val r: 0.6361; time: 0.48sec
[29/800][24/24] total train loss: 0.0944; total val loss: 0.5215 val r: 0.6469; time: 0.48sec
[30/800][24/24] total train loss: 0.0880; total val loss: 0.5357 val r: 0.6419; time: 0.48sec
[31/800][24/24] total train loss: 0.0836; total val loss: 0.4959 val r: 0.6757; time: 0.47sec
[32/800][24/24] total train loss: 0.0753; total val loss: 0.5098 val r: 0.6503; time: 0.48sec
[33/800][24/24] total train loss: 0.0622; total val loss: 0.5029 val r: 0.6561; time: 0.47sec
[34/800][24/24] total train loss: 0.0534; total val loss: 0.5304 val r: 0.6287; time: 0.47sec
[35/800][24/24] total train loss: 0.0609; total val loss: 0.5452 val r: 0.6367; time: 0.48sec
[36/800][24/24] total train loss: 0.0580; total val loss: 0.5227 val r: 0.6481; time: 0.48sec
[37/800][24/24] total train loss: 0.0491; total val loss: 0.5178 val r: 0.6517; time: 0.48sec
[38/800][24/24] total train loss: 0.0478; total val loss: 0.5381 val r: 0.6443; time: 0.48sec
[39/800][24/24] total train loss: 0.0428; total val loss: 0.5170 val r: 0.6550; time: 0.49sec
[40/800][24/24] total train loss: 0.0416; total val loss: 0.5389 val r: 0.6434; time: 0.48sec
[41/800][24/24] total train loss: 0.0451; total val loss: 0.5145 val r: 0.6605; time: 0.48sec
[42/800][24/24] total train loss: 0.0448; total val loss: 0.5035 val r: 0.6538; time: 0.48sec
[43/800][24/24] total train loss: 0.0384; total val loss: 0.5193 val r: 0.6504; time: 0.48sec
[44/800][24/24] total train loss: 0.0432; total val loss: 0.4981 val r: 0.6456; time: 0.48sec
[45/800][24/24] total train loss: 0.0405; total val loss: 0.5227 val r: 0.6455; time: 0.48sec
[46/800][24/24] total train loss: 0.0362; total val loss: 0.5221 val r: 0.6692; time: 0.48sec
[47/800][24/24] total train loss: 0.0360; total val loss: 0.5470 val r: 0.6644; time: 0.48sec
[48/800][24/24] total train loss: 0.0342; total val loss: 0.5406 val r: 0.6650; time: 0.48sec
[49/800][24/24] total train loss: 0.0348; total val loss: 0.5420 val r: 0.6469; time: 0.48sec
[50/800][24/24] total train loss: 0.0307; total val loss: 0.5414 val r: 0.6522; time: 0.49sec
[51/800][24/24] total train loss: 0.0294; total val loss: 0.4958 val r: 0.6521; time: 0.48sec
[52/800][24/24] total train loss: 0.0309; total val loss: 0.4990 val r: 0.6441; time: 0.47sec
[53/800][24/24] total train loss: 0.0251; total val loss: 0.5310 val r: 0.6530; time: 0.48sec
[54/800][24/24] total train loss: 0.0259; total val loss: 0.5268 val r: 0.6498; time: 0.48sec
[55/800][24/24] total train loss: 0.0245; total val loss: 0.5286 val r: 0.6478; time: 0.48sec
[56/800][24/24] total train loss: 0.0244; total val loss: 0.5123 val r: 0.6518; time: 0.48sec
[57/800][24/24] total train loss: 0.0237; total val loss: 0.5259 val r: 0.6552; time: 0.48sec
[58/800][24/24] total train loss: 0.0246; total val loss: 0.5062 val r: 0.6498; time: 0.48sec
[59/800][24/24] total train loss: 0.0247; total val loss: 0.4974 val r: 0.6532; time: 0.48sec
[60/800][24/24] total train loss: 0.0223; total val loss: 0.5185 val r: 0.6535; time: 0.48sec
[61/800][24/24] total train loss: 0.0224; total val loss: 0.5359 val r: 0.6540; time: 0.48sec
[62/800][24/24] total train loss: 0.0216; total val loss: 0.5025 val r: 0.6592; time: 0.48sec
[63/800][24/24] total train loss: 0.0229; total val loss: 0.5300 val r: 0.6518; time: 0.48sec
[64/800][24/24] total train loss: 0.0276; total val loss: 0.4910 val r: 0.6529; time: 0.48sec
[65/800][24/24] total train loss: 0.0280; total val loss: 0.5140 val r: 0.6497; time: 0.48sec
[66/800][24/24] total train loss: 0.0266; total val loss: 0.5035 val r: 0.6587; time: 0.48sec
[67/800][24/24] total train loss: 0.0239; total val loss: 0.5282 val r: 0.6599; time: 0.48sec
[68/800][24/24] total train loss: 0.0224; total val loss: 0.5160 val r: 0.6474; time: 0.48sec
[69/800][24/24] total train loss: 0.0223; total val loss: 0.5003 val r: 0.6391; time: 0.47sec
[70/800][24/24] total train loss: 0.0200; total val loss: 0.5150 val r: 0.6309; time: 0.48sec
[71/800][24/24] total train loss: 0.0215; total val loss: 0.5006 val r: 0.6498; time: 0.47sec
[72/800][24/24] total train loss: 0.0208; total val loss: 0.5107 val r: 0.6475; time: 0.48sec
[73/800][24/24] total train loss: 0.0188; total val loss: 0.5212 val r: 0.6468; time: 0.48sec
[74/800][24/24] total train loss: 0.0230; total val loss: 0.5199 val r: 0.6501; time: 0.48sec
[75/800][24/24] total train loss: 0.0198; total val loss: 0.4900 val r: 0.6541; time: 0.48sec
[76/800][24/24] total train loss: 0.0214; total val loss: 0.4984 val r: 0.6357; time: 0.48sec
[77/800][24/24] total train loss: 0.0257; total val loss: 0.5284 val r: 0.6424; time: 0.48sec
[78/800][24/24] total train loss: 0.0242; total val loss: 0.4930 val r: 0.6500; time: 0.48sec
[79/800][24/24] total train loss: 0.0221; total val loss: 0.5050 val r: 0.6449; time: 0.47sec
[80/800][24/24] total train loss: 0.0222; total val loss: 0.5108 val r: 0.6572; time: 0.48sec
[81/800][24/24] total train loss: 0.0197; total val loss: 0.5066 val r: 0.6545; time: 0.48sec
[82/800][24/24] total train loss: 0.0182; total val loss: 0.4947 val r: 0.6554; time: 0.48sec
[83/800][24/24] total train loss: 0.0171; total val loss: 0.4875 val r: 0.6560; time: 0.48sec
[84/800][24/24] total train loss: 0.0177; total val loss: 0.5191 val r: 0.6488; time: 0.48sec
[85/800][24/24] total train loss: 0.0187; total val loss: 0.4846 val r: 0.6547; time: 0.48sec
[86/800][24/24] total train loss: 0.0203; total val loss: 0.5317 val r: 0.6593; time: 0.48sec
[87/800][24/24] total train loss: 0.0208; total val loss: 0.5363 val r: 0.6597; time: 0.48sec
[88/800][24/24] total train loss: 0.0187; total val loss: 0.5175 val r: 0.6596; time: 0.48sec
[89/800][24/24] total train loss: 0.0158; total val loss: 0.5103 val r: 0.6494; time: 0.49sec
[90/800][24/24] total train loss: 0.0186; total val loss: 0.5331 val r: 0.6554; time: 0.48sec
[91/800][24/24] total train loss: 0.0183; total val loss: 0.4942 val r: 0.6552; time: 0.48sec
[92/800][24/24] total train loss: 0.0211; total val loss: 0.5021 val r: 0.6599; time: 0.48sec
[93/800][24/24] total train loss: 0.0210; total val loss: 0.5090 val r: 0.6590; time: 0.48sec
[94/800][24/24] total train loss: 0.0199; total val loss: 0.5189 val r: 0.6752; time: 0.48sec
[95/800][24/24] total train loss: 0.0187; total val loss: 0.5127 val r: 0.6649; time: 0.48sec
[96/800][24/24] total train loss: 0.0217; total val loss: 0.5040 val r: 0.6581; time: 0.48sec
[97/800][24/24] total train loss: 0.0212; total val loss: 0.5317 val r: 0.6612; time: 0.48sec
[98/800][24/24] total train loss: 0.0183; total val loss: 0.4931 val r: 0.6607; time: 0.48sec
[99/800][24/24] total train loss: 0.0168; total val loss: 0.5175 val r: 0.6595; time: 0.48sec
learning rate updated: 0.001
[100/800][24/24] total train loss: 0.0173; total val loss: 0.5120 val r: 0.6573; time: 0.48sec
[101/800][24/24] total train loss: 0.0170; total val loss: 0.4984 val r: 0.6683; time: 0.49sec
[102/800][24/24] total train loss: 0.0180; total val loss: 0.5012 val r: 0.6485; time: 0.48sec
[103/800][24/24] total train loss: 0.0195; total val loss: 0.4899 val r: 0.6701; time: 0.47sec
[104/800][24/24] total train loss: 0.0178; total val loss: 0.4982 val r: 0.6586; time: 0.48sec
[105/800][24/24] total train loss: 0.0164; total val loss: 0.5213 val r: 0.6610; time: 0.48sec
[106/800][24/24] total train loss: 0.0168; total val loss: 0.4974 val r: 0.6558; time: 0.48sec
[107/800][24/24] total train loss: 0.0173; total val loss: 0.4933 val r: 0.6613; time: 0.48sec
[108/800][24/24] total train loss: 0.0158; total val loss: 0.5059 val r: 0.6592; time: 0.48sec
[109/800][24/24] total train loss: 0.0157; total val loss: 0.5219 val r: 0.6662; time: 0.48sec
[110/800][24/24] total train loss: 0.0171; total val loss: 0.5037 val r: 0.6534; time: 0.48sec
[111/800][24/24] total train loss: 0.0163; total val loss: 0.5153 val r: 0.6627; time: 0.48sec
[112/800][24/24] total train loss: 0.0157; total val loss: 0.5150 val r: 0.6540; time: 0.47sec
[113/800][24/24] total train loss: 0.0163; total val loss: 0.5019 val r: 0.6529; time: 0.48sec
[114/800][24/24] total train loss: 0.0159; total val loss: 0.5305 val r: 0.6567; time: 0.48sec
[115/800][24/24] total train loss: 0.0175; total val loss: 0.5060 val r: 0.6593; time: 0.48sec
[116/800][24/24] total train loss: 0.0148; total val loss: 0.4983 val r: 0.6536; time: 0.48sec
[117/800][24/24] total train loss: 0.0165; total val loss: 0.5009 val r: 0.6678; time: 0.48sec
[118/800][24/24] total train loss: 0.0161; total val loss: 0.4865 val r: 0.6618; time: 0.48sec
[119/800][24/24] total train loss: 0.0157; total val loss: 0.5000 val r: 0.6483; time: 0.48sec
[120/800][24/24] total train loss: 0.0157; total val loss: 0.5064 val r: 0.6664; time: 0.48sec
[121/800][24/24] total train loss: 0.0162; total val loss: 0.5090 val r: 0.6611; time: 0.48sec
[122/800][24/24] total train loss: 0.0160; total val loss: 0.5142 val r: 0.6676; time: 0.49sec
[123/800][24/24] total train loss: 0.0165; total val loss: 0.5142 val r: 0.6640; time: 0.48sec
[124/800][24/24] total train loss: 0.0161; total val loss: 0.5188 val r: 0.6616; time: 0.48sec
[125/800][24/24] total train loss: 0.0166; total val loss: 0.4867 val r: 0.6553; time: 0.48sec
[126/800][24/24] total train loss: 0.0157; total val loss: 0.4936 val r: 0.6545; time: 0.48sec
[127/800][24/24] total train loss: 0.0151; total val loss: 0.5274 val r: 0.6615; time: 0.48sec
[128/800][24/24] total train loss: 0.0173; total val loss: 0.5002 val r: 0.6637; time: 0.48sec
[129/800][24/24] total train loss: 0.0160; total val loss: 0.5004 val r: 0.6571; time: 0.48sec
[130/800][24/24] total train loss: 0.0160; total val loss: 0.5350 val r: 0.6599; time: 0.48sec
[131/800][24/24] total train loss: 0.0170; total val loss: 0.5133 val r: 0.6574; time: 0.48sec
[132/800][24/24] total train loss: 0.0173; total val loss: 0.5297 val r: 0.6517; time: 0.47sec
[133/800][24/24] total train loss: 0.0163; total val loss: 0.5391 val r: 0.6613; time: 0.48sec
[134/800][24/24] total train loss: 0.0158; total val loss: 0.5360 val r: 0.6630; time: 0.48sec
[135/800][24/24] total train loss: 0.0160; total val loss: 0.5362 val r: 0.6585; time: 0.47sec
[136/800][24/24] total train loss: 0.0183; total val loss: 0.5184 val r: 0.6569; time: 0.48sec
[137/800][24/24] total train loss: 0.0160; total val loss: 0.4945 val r: 0.6779; time: 0.48sec
[138/800][24/24] total train loss: 0.0163; total val loss: 0.4822 val r: 0.6628; time: 0.48sec
[139/800][24/24] total train loss: 0.0154; total val loss: 0.4838 val r: 0.6682; time: 0.48sec
[140/800][24/24] total train loss: 0.0154; total val loss: 0.5201 val r: 0.6720; time: 0.48sec
[141/800][24/24] total train loss: 0.0144; total val loss: 0.5197 val r: 0.6618; time: 0.47sec
[142/800][24/24] total train loss: 0.0150; total val loss: 0.5137 val r: 0.6694; time: 0.48sec
[143/800][24/24] total train loss: 0.0147; total val loss: 0.5287 val r: 0.6556; time: 0.48sec
[144/800][24/24] total train loss: 0.0158; total val loss: 0.5030 val r: 0.6681; time: 0.49sec
[145/800][24/24] total train loss: 0.0151; total val loss: 0.5087 val r: 0.6659; time: 0.48sec
[146/800][24/24] total train loss: 0.0137; total val loss: 0.5108 val r: 0.6648; time: 0.48sec
[147/800][24/24] total train loss: 0.0141; total val loss: 0.4870 val r: 0.6591; time: 0.48sec
[148/800][24/24] total train loss: 0.0140; total val loss: 0.5043 val r: 0.6636; time: 0.48sec
[149/800][24/24] total train loss: 0.0151; total val loss: 0.4930 val r: 0.6578; time: 0.48sec
[150/800][24/24] total train loss: 0.0149; total val loss: 0.4954 val r: 0.6638; time: 0.48sec
[151/800][24/24] total train loss: 0.0147; total val loss: 0.4956 val r: 0.6620; time: 0.48sec
[152/800][24/24] total train loss: 0.0156; total val loss: 0.5123 val r: 0.6610; time: 0.48sec
[153/800][24/24] total train loss: 0.0156; total val loss: 0.4962 val r: 0.6699; time: 0.47sec
[154/800][24/24] total train loss: 0.0158; total val loss: 0.5389 val r: 0.6740; time: 0.48sec
[155/800][24/24] total train loss: 0.0178; total val loss: 0.5018 val r: 0.6665; time: 0.48sec
[156/800][24/24] total train loss: 0.0178; total val loss: 0.4793 val r: 0.6498; time: 0.46sec
[157/800][24/24] total train loss: 0.0173; total val loss: 0.4962 val r: 0.6637; time: 0.46sec
[158/800][24/24] total train loss: 0.0153; total val loss: 0.5162 val r: 0.6739; time: 0.46sec
[159/800][24/24] total train loss: 0.0164; total val loss: 0.4989 val r: 0.6630; time: 0.46sec
[160/800][24/24] total train loss: 0.0148; total val loss: 0.4918 val r: 0.6569; time: 0.48sec
[161/800][24/24] total train loss: 0.0145; total val loss: 0.5205 val r: 0.6599; time: 0.48sec
[162/800][24/24] total train loss: 0.0139; total val loss: 0.5272 val r: 0.6657; time: 0.48sec
[163/800][24/24] total train loss: 0.0141; total val loss: 0.5059 val r: 0.6505; time: 0.47sec
[164/800][24/24] total train loss: 0.0149; total val loss: 0.5187 val r: 0.6662; time: 0.48sec
[165/800][24/24] total train loss: 0.0167; total val loss: 0.5102 val r: 0.6565; time: 0.49sec
[166/800][24/24] total train loss: 0.0174; total val loss: 0.4969 val r: 0.6594; time: 0.49sec
[167/800][24/24] total train loss: 0.0154; total val loss: 0.4999 val r: 0.6591; time: 0.49sec
[168/800][24/24] total train loss: 0.0137; total val loss: 0.4930 val r: 0.6726; time: 0.48sec
[169/800][24/24] total train loss: 0.0134; total val loss: 0.5149 val r: 0.6632; time: 0.48sec
[170/800][24/24] total train loss: 0.0140; total val loss: 0.5026 val r: 0.6761; time: 0.48sec
[171/800][24/24] total train loss: 0.0156; total val loss: 0.5297 val r: 0.6739; time: 0.48sec
[172/800][24/24] total train loss: 0.0160; total val loss: 0.5107 val r: 0.6792; time: 0.48sec
[173/800][24/24] total train loss: 0.0153; total val loss: 0.4871 val r: 0.6670; time: 0.48sec
[174/800][24/24] total train loss: 0.0147; total val loss: 0.5146 val r: 0.6680; time: 0.49sec
[175/800][24/24] total train loss: 0.0144; total val loss: 0.5024 val r: 0.6616; time: 0.48sec
[176/800][24/24] total train loss: 0.0137; total val loss: 0.5004 val r: 0.6577; time: 0.48sec
[177/800][24/24] total train loss: 0.0137; total val loss: 0.5127 val r: 0.6759; time: 0.47sec
[178/800][24/24] total train loss: 0.0138; total val loss: 0.5086 val r: 0.6625; time: 0.48sec
[179/800][24/24] total train loss: 0.0140; total val loss: 0.5040 val r: 0.6585; time: 0.48sec
[180/800][24/24] total train loss: 0.0143; total val loss: 0.4887 val r: 0.6610; time: 0.48sec
[181/800][24/24] total train loss: 0.0137; total val loss: 0.4896 val r: 0.6688; time: 0.48sec
[182/800][24/24] total train loss: 0.0142; total val loss: 0.5241 val r: 0.6757; time: 0.48sec
[183/800][24/24] total train loss: 0.0142; total val loss: 0.5102 val r: 0.6650; time: 0.48sec
[184/800][24/24] total train loss: 0.0152; total val loss: 0.5113 val r: 0.6694; time: 0.48sec
[185/800][24/24] total train loss: 0.0161; total val loss: 0.5003 val r: 0.6730; time: 0.48sec
[186/800][24/24] total train loss: 0.0140; total val loss: 0.5171 val r: 0.6740; time: 0.48sec
[187/800][24/24] total train loss: 0.0136; total val loss: 0.4965 val r: 0.6633; time: 0.48sec
[188/800][24/24] total train loss: 0.0131; total val loss: 0.4945 val r: 0.6686; time: 0.48sec
[189/800][24/24] total train loss: 0.0129; total val loss: 0.4978 val r: 0.6716; time: 0.48sec
[190/800][24/24] total train loss: 0.0138; total val loss: 0.5022 val r: 0.6740; time: 0.48sec
[191/800][24/24] total train loss: 0.0156; total val loss: 0.4941 val r: 0.6722; time: 0.47sec
[192/800][24/24] total train loss: 0.0145; total val loss: 0.5029 val r: 0.6768; time: 0.48sec
[193/800][24/24] total train loss: 0.0142; total val loss: 0.5251 val r: 0.6731; time: 0.47sec
[194/800][24/24] total train loss: 0.0140; total val loss: 0.5082 val r: 0.6671; time: 0.48sec
[195/800][24/24] total train loss: 0.0134; total val loss: 0.4882 val r: 0.6677; time: 0.48sec
[196/800][24/24] total train loss: 0.0138; total val loss: 0.5076 val r: 0.6648; time: 0.48sec
[197/800][24/24] total train loss: 0.0138; total val loss: 0.5070 val r: 0.6771; time: 0.48sec
[198/800][24/24] total train loss: 0.0133; total val loss: 0.5060 val r: 0.6702; time: 0.48sec
[199/800][24/24] total train loss: 0.0133; total val loss: 0.5047 val r: 0.6777; time: 0.48sec
learning rate updated: 0.001
[200/800][24/24] total train loss: 0.0134; total val loss: 0.4836 val r: 0.6711; time: 0.48sec
[201/800][24/24] total train loss: 0.0137; total val loss: 0.4990 val r: 0.6702; time: 0.48sec
[202/800][24/24] total train loss: 0.0138; total val loss: 0.4932 val r: 0.6575; time: 0.48sec
[203/800][24/24] total train loss: 0.0144; total val loss: 0.5063 val r: 0.6668; time: 0.48sec
[204/800][24/24] total train loss: 0.0125; total val loss: 0.5020 val r: 0.6678; time: 0.48sec
[205/800][24/24] total train loss: 0.0126; total val loss: 0.4966 val r: 0.6699; time: 0.48sec
[206/800][24/24] total train loss: 0.0119; total val loss: 0.4781 val r: 0.6666; time: 0.48sec
[207/800][24/24] total train loss: 0.0126; total val loss: 0.5212 val r: 0.6767; time: 0.48sec
[208/800][24/24] total train loss: 0.0126; total val loss: 0.5034 val r: 0.6749; time: 0.48sec
[209/800][24/24] total train loss: 0.0122; total val loss: 0.5028 val r: 0.6724; time: 0.48sec
[210/800][24/24] total train loss: 0.0148; total val loss: 0.5219 val r: 0.6700; time: 0.48sec
[211/800][24/24] total train loss: 0.0159; total val loss: 0.5168 val r: 0.6706; time: 0.48sec
[212/800][24/24] total train loss: 0.0158; total val loss: 0.4752 val r: 0.6726; time: 0.48sec
[213/800][24/24] total train loss: 0.0147; total val loss: 0.4962 val r: 0.6693; time: 0.48sec
[214/800][24/24] total train loss: 0.0125; total val loss: 0.5040 val r: 0.6655; time: 0.48sec
[215/800][24/24] total train loss: 0.0124; total val loss: 0.4987 val r: 0.6710; time: 0.48sec
[216/800][24/24] total train loss: 0.0126; total val loss: 0.5085 val r: 0.6701; time: 0.47sec
[217/800][24/24] total train loss: 0.0129; total val loss: 0.4768 val r: 0.6634; time: 0.48sec
[218/800][24/24] total train loss: 0.0153; total val loss: 0.5075 val r: 0.6779; time: 0.48sec
[219/800][24/24] total train loss: 0.0155; total val loss: 0.5050 val r: 0.6783; time: 0.48sec
[220/800][24/24] total train loss: 0.0140; total val loss: 0.5062 val r: 0.6615; time: 0.48sec
[221/800][24/24] total train loss: 0.0142; total val loss: 0.5078 val r: 0.6742; time: 0.48sec
[222/800][24/24] total train loss: 0.0142; total val loss: 0.5173 val r: 0.6595; time: 0.48sec
[223/800][24/24] total train loss: 0.0140; total val loss: 0.5228 val r: 0.6769; time: 0.48sec
[224/800][24/24] total train loss: 0.0137; total val loss: 0.5011 val r: 0.6701; time: 0.48sec
[225/800][24/24] total train loss: 0.0134; total val loss: 0.4939 val r: 0.6603; time: 0.48sec
[226/800][24/24] total train loss: 0.0143; total val loss: 0.5013 val r: 0.6737; time: 0.48sec
[227/800][24/24] total train loss: 0.0148; total val loss: 0.5090 val r: 0.6738; time: 0.48sec
[228/800][24/24] total train loss: 0.0141; total val loss: 0.5060 val r: 0.6731; time: 0.48sec
[229/800][24/24] total train loss: 0.0135; total val loss: 0.5008 val r: 0.6736; time: 0.48sec
[230/800][24/24] total train loss: 0.0130; total val loss: 0.4828 val r: 0.6752; time: 0.48sec
[231/800][24/24] total train loss: 0.0126; total val loss: 0.5277 val r: 0.6767; time: 0.48sec
[232/800][24/24] total train loss: 0.0124; total val loss: 0.5096 val r: 0.6746; time: 0.48sec
[233/800][24/24] total train loss: 0.0117; total val loss: 0.5100 val r: 0.6652; time: 0.48sec
[234/800][24/24] total train loss: 0.0121; total val loss: 0.5106 val r: 0.6815; time: 0.48sec
[235/800][24/24] total train loss: 0.0119; total val loss: 0.5056 val r: 0.6730; time: 0.48sec
[236/800][24/24] total train loss: 0.0123; total val loss: 0.5233 val r: 0.6771; time: 0.48sec
[237/800][24/24] total train loss: 0.0126; total val loss: 0.4942 val r: 0.6708; time: 0.48sec
[238/800][24/24] total train loss: 0.0129; total val loss: 0.4939 val r: 0.6676; time: 0.47sec
[239/800][24/24] total train loss: 0.0130; total val loss: 0.4813 val r: 0.6671; time: 0.48sec
[240/800][24/24] total train loss: 0.0125; total val loss: 0.4918 val r: 0.6682; time: 0.48sec
[241/800][24/24] total train loss: 0.0118; total val loss: 0.5108 val r: 0.6691; time: 0.48sec
[242/800][24/24] total train loss: 0.0124; total val loss: 0.5265 val r: 0.6656; time: 0.49sec
[243/800][24/24] total train loss: 0.0131; total val loss: 0.5257 val r: 0.6640; time: 0.48sec
[244/800][24/24] total train loss: 0.0124; total val loss: 0.5070 val r: 0.6718; time: 0.48sec
[245/800][24/24] total train loss: 0.0115; total val loss: 0.4936 val r: 0.6708; time: 0.48sec
[246/800][24/24] total train loss: 0.0122; total val loss: 0.5111 val r: 0.6704; time: 0.48sec
[247/800][24/24] total train loss: 0.0118; total val loss: 0.5129 val r: 0.6659; time: 0.48sec
[248/800][24/24] total train loss: 0.0117; total val loss: 0.5068 val r: 0.6749; time: 0.48sec
[249/800][24/24] total train loss: 0.0118; total val loss: 0.4892 val r: 0.6685; time: 0.48sec
[250/800][24/24] total train loss: 0.0126; total val loss: 0.5044 val r: 0.6648; time: 0.48sec
