ID,Sentence,Preds,Partitive,Prenomial,Postnomial,Subjecthood,Passive,Modification
3,The award-winning chefs at the sushi restaurant cut some salmon from Alaska.,3.359096169,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
3,The award-winning chefs at the sushi restaurant cut some red salmon.,2.95550704,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
3,The award-winning chefs at the sushi restaurant cut some red salmon from Alaska.,3.15385586,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
3,The award-winning chefs at the sushi restaurant cut some of the salmon.,4.999694347,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
3,The award-winning chefs at the sushi restaurant cut some of the salmon from Alaska.,4.963653684,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
3,The award-winning chefs at the sushi restaurant cut some of the red salmon.,5.008501291,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
3,The award-winning chefs at the sushi restaurant cut some of the red salmon from Alaska.,4.907160282,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
3,The red salmon from Alaska was cut by some chefs.,5.510800004,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3,The red salmon from Alaska was cut by some chefs at the sushi restaurant.,5.16445744,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
3,The red salmon from Alaska was cut by some award-winning chefs.,5.242166758,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
3,The red salmon from Alaska was cut by some award-winning chefs at the sushi restaurant.,3.950849771,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
3,The red salmon from Alaska was cut by some of the chefs.,5.740843773,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
3,The red salmon from Alaska was cut by some of the chefs at the sushi restaurant.,5.423582792,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
3,The red salmon from Alaska was cut by some of the award-winning chefs.,5.506311774,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
3,The red salmon from Alaska was cut by some of the award-winning chefs at the sushi restaurant.,4.644146442,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
3,Some salmon was cut by the award-winning chefs at the sushi restaurant.,4.009790778,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
3,Some salmon from Alaska was cut by the award-winning chefs at the sushi restaurant.,4.165271997,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
3,Some red salmon was cut by the award-winning chefs at the sushi restaurant.,3.794245422,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
3,Some red salmon from Alaska was cut by the award-winning chefs at the sushi restaurant.,3.932204843,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
3,Some of the salmon was cut by the award-winning chefs at the sushi restaurant.,5.039167523,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
3,Some of the salmon from Alaska was cut by the award-winning chefs at the sushi restaurant.,4.92070365,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
3,Some of the red salmon was cut by the award-winning chefs at the sushi restaurant.,5.016894102,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
3,Some of the red salmon from Alaska was cut by the award-winning chefs at the sushi restaurant.,4.859192371,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4,Some soldiers warned the decorated generals who had served in a previous battle.,4.742842793,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
4,Some soldiers who were conducting the midnight raid warned the decorated generals who had served in a previous battle.,4.514857173,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
4,Some brave soldiers warned the decorated generals who had served in a previous battle.,4.073132753,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
4,Some brave soldiers who were conducting the midnight raid warned the decorated generals who had served in a previous battle.,3.91673404,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
4,Some of the soldiers warned the decorated generals who had served in a previous battle.,5.181492686,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
4,Some of the soldiers who were conducting the midnight raid warned the decorated generals who had served in a previous battle.,4.851355672,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
4,Some of the brave soldiers warned the decorated generals who had served in a previous battle.,4.963847876,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
4,Some of the brave soldiers who were conducting the midnight raid warned the decorated generals who had served in a previous battle.,4.518134475,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
4,The brave soldiers who were conducting the midnight raid warned some generals.,4.136891007,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4,The brave soldiers who were conducting the midnight raid warned some generals who had served in a previous battle.,3.986570716,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
4,The brave soldiers who were conducting the midnight raid warned some decorated generals.,4.132009387,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
4,The brave soldiers who were conducting the midnight raid warned some decorated generals who had served in a previous battle.,3.942941725,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
4,The brave soldiers who were conducting the midnight raid warned some of the generals.,4.964118242,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
4,The brave soldiers who were conducting the midnight raid warned some of the generals who had served in a previous battle.,4.378155351,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
4,The brave soldiers who were conducting the midnight raid warned some of the decorated generals.,4.957067966,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
4,The brave soldiers who were conducting the midnight raid warned some of the decorated generals who had served in a previous battle.,4.406508446,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
4,The decorated generals who had served in a previous battle were warned by some soldiers.,4.731372952,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
4,The decorated generals who had served in a previous battle were warned by some soldiers who were conducting the midnight raid.,4.20986712,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
4,The decorated generals who had served in a previous battle were warned by some brave soldiers.,2.967160523,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
4,The decorated generals who had served in a previous battle were warned by some brave soldiers who were conducting the midnight raid.,2.87207514,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
4,The decorated generals who had served in a previous battle were warned by some of the soldiers.,5.088824868,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
4,The decorated generals who had served in a previous battle were warned by some of the soldiers who were conducting the midnight raid.,4.758948922,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
4,The decorated generals who had served in a previous battle were warned by some of the brave soldiers.,4.738720417,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
4,The decorated generals who had served in a previous battle were warned by some of the brave soldiers who were conducting the midnight raid.,4.35756743,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
4,Some generals were warned by the brave soldiers who were conducting the midnight raid.,4.35748446,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
4,Some generals who had served in a previous battle were warned by the brave soldiers who were conducting the midnight raid.,3.942044079,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
4,Some decorated generals were warned by the brave soldiers who were conducting the midnight raid.,4.404908061,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
4,Some decorated generals who had served in a previous battle were warned by the brave soldiers who were conducting the midnight raid.,3.96893394,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
4,Some of the generals were warned by the brave soldiers who were conducting the midnight raid.,4.881965041,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
4,Some of the generals who had served in a previous battle were warned by the brave soldiers who were conducting the midnight raid.,4.11552918,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
4,Some of the decorated generals were warned by the brave soldiers who were conducting the midnight raid.,4.97997117,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
4,Some of the decorated generals who had served in a previous battle were warned by the brave soldiers who were conducting the midnight raid.,4.267437339,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5,Some scholars returned the old books written by Camus.,5.400006175,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
5,Some scholars from the local college returned the old books written by Camus.,5.113396049,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
5,Some eccentric scholars returned the old books written by Camus.,5.05672276,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
5,Some eccentric scholars from the local college returned the old books written by Camus.,4.534836054,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
5,Some of the scholars returned the old books written by Camus.,5.474166751,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
5,Some of the scholars from the local college returned the old books written by Camus.,5.391807914,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
5,Some of the eccentric scholars returned the old books written by Camus.,5.503395677,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
5,Some of the eccentric scholars from the local college returned the old books written by Camus.,5.296795487,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
5,The eccentric scholars from the local college returned some books.,4.526577711,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5,The eccentric scholars from the local college returned some books written by Camus.,4.579708695,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
5,The eccentric scholars from the local college returned some old books.,4.783356667,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
5,The eccentric scholars from the local college returned some old books written by Camus.,4.528582931,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
5,The eccentric scholars from the local college returned some of the books.,5.665843487,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
5,The eccentric scholars from the local college returned some of the books written by Camus.,5.346812606,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
5,The eccentric scholars from the local college returned some of the old books.,5.77943325,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
5,The eccentric scholars from the local college returned some of the old books written by Camus.,5.384969354,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
5,The old books written by Camus were returned by some scholars.,5.257512927,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
5,The old books written by Camus were returned by some scholars from the local college.,4.886170387,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
5,The old books written by Camus were returned by some eccentric scholars.,4.904360056,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
5,The old books written by Camus were returned by some eccentric scholars from the local college.,4.354067683,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
5,The old books written by Camus were returned by some of the scholars.,5.447540283,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
5,The old books written by Camus were returned by some of the scholars from the local college.,5.301509023,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
5,The old books written by Camus were returned by some of the eccentric scholars.,5.443580627,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
5,The old books written by Camus were returned by some of the eccentric scholars from the local college.,5.212168574,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
5,Some books were returned by the eccentric scholars from the local college.,4.75656426,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
5,Some books written by Camus were returned by the eccentric scholars from the local college.,4.694967508,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
5,Some old books were returned by the eccentric scholars from the local college.,4.77301693,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
5,Some old books written by Camus were returned by the eccentric scholars from the local college.,4.641023993,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
5,Some of the books were returned by the eccentric scholars from the local college.,5.412817121,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
5,Some of the books written by Camus were returned by the eccentric scholars from the local college.,5.173332334,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
5,Some of the old books were returned by the eccentric scholars from the local college.,5.474282265,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
5,Some of the old books written by Camus were returned by the eccentric scholars from the local college.,5.164488554,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
6,Some magicians shuffled the black cards with dots.,5.884397745,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
6,Some magicians with top hats shuffled the black cards with dots.,5.720803738,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
6,Some entertaining magicians shuffled the black cards with dots.,5.379160762,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
6,Some entertaining magicians with top hats shuffled the black cards with dots.,5.150307894,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
6,Some of the magicians shuffled the black cards with dots.,5.975907207,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
6,Some of the magicians with top hats shuffled the black cards with dots.,5.764402509,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
6,Some of the entertaining magicians shuffled the black cards with dots.,5.881116152,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
6,Some of the entertaining magicians with top hats shuffled the black cards with dots.,5.6399616,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
6,The entertaining magicians with top hats shuffled some cards.,2.757595956,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6,The entertaining magicians with top hats shuffled some cards with dots.,3.452418089,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
6,The entertaining magicians with top hats shuffled some black cards.,2.793631256,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
6,The entertaining magicians with top hats shuffled some black cards with dots.,2.857116103,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
6,The entertaining magicians with top hats shuffled some of the cards.,5.207895637,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
6,The entertaining magicians with top hats shuffled some of the cards with dots.,5.254308581,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
6,The entertaining magicians with top hats shuffled some of the black cards.,5.352009654,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
6,The entertaining magicians with top hats shuffled some of the black cards with dots.,5.244448066,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
6,The black cards with dots were shuffled by some magicians.,5.633597612,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
6,The black cards with dots were shuffled by some magicians with top hats.,5.492633939,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
6,The black cards with dots were shuffled by some entertaining magicians.,5.206108212,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
6,The black cards with dots were shuffled by some entertaining magicians with top hats.,4.563501716,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
6,The black cards with dots were shuffled by some of the magicians.,5.785953164,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
6,The black cards with dots were shuffled by some of the magicians with top hats.,5.567036629,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
6,The black cards with dots were shuffled by some of the entertaining magicians.,5.54451251,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
6,The black cards with dots were shuffled by some of the entertaining magicians with top hats.,5.30917263,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
6,Some cards were shuffled by the entertaining magicians with top hats.,5.29100585,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
6,Some cards with dots were shuffled by the entertaining magicians with top hats.,4.838678122,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
6,Some black cards were shuffled by the entertaining magicians with top hats.,5.304106116,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
6,Some black cards with dots were shuffled by the entertaining magicians with top hats.,4.457446098,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
6,Some of the cards were shuffled by the entertaining magicians with top hats.,5.573330164,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
6,Some of the cards with dots were shuffled by the entertaining magicians with top hats.,5.24105382,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
6,Some of the black cards were shuffled by the entertaining magicians with top hats.,5.628255367,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
6,Some of the black cards with dots were shuffled by the entertaining magicians with top hats.,5.038088918,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
7,Some doctors called the former patients with epilepsy.,5.807456255,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
7,Some doctors from New York called the former patients with epilepsy.,5.504135251,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
7,Some convicted doctors called the former patients with epilepsy.,5.856047869,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
7,Some convicted doctors from New York called the former patients with epilepsy.,5.577671409,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
7,Some of the doctors called the former patients with epilepsy.,5.905558944,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
7,Some of the doctors from New York called the former patients with epilepsy.,5.647659898,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
7,Some of the convicted doctors called the former patients with epilepsy.,5.965116858,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
7,Some of the convicted doctors from New York called the former patients with epilepsy.,5.792336464,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
7,The convicted doctors from New York called some patients.,4.590463281,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7,The convicted doctors from New York called some patients with epilepsy.,4.831203699,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
7,The convicted doctors from New York called some former patients.,4.753420353,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
7,The convicted doctors from New York called some former patients with epilepsy.,4.772761583,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
7,The convicted doctors from New York called some of the patients.,5.430268645,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
7,The convicted doctors from New York called some of the patients with epilepsy.,5.469715714,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
7,The convicted doctors from New York called some of the former patients.,5.406798959,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
7,The convicted doctors from New York called some of the former patients with epilepsy.,5.499242902,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
7,The former patients with epilepsy were called by some doctors.,5.349889278,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
7,The former patients with epilepsy were called by some doctors from New York.,4.80514729,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
7,The former patients with epilepsy were called by some convicted doctors.,5.509114861,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
7,The former patients with epilepsy were called by some convicted doctors from New York.,5.080715299,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
7,The former patients with epilepsy were called by some of the doctors.,5.548353434,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
7,The former patients with epilepsy were called by some of the doctors from New York.,5.255990505,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
7,The former patients with epilepsy were called by some of the convicted doctors.,5.639355063,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
