Using configurations:
{'BATCH_ITEM_NUM': 30,
 'BERT_LARGE': False,
 'BERT_LAYER': 11,
 'CONFIG_NAME': 'elmo_lstm',
 'CROSS_VALIDATION_FLAG': True,
 'CUDA': True,
 'ELMO_LAYER': 1,
 'ELMO_MODE': 'concat',
 'EXPERIMENT_NAME': 'elmo_lstm',
 'GLOVE_DIM': 100,
 'GPU_NUM': 1,
 'IS_BERT': False,
 'IS_ELMO': True,
 'IS_RANDOM': False,
 'KFOLDS': 5,
 'LSTM': {'ATTN': False,
          'BIDIRECTION': True,
          'DROP_PROB': 0.1,
          'FLAG': True,
          'HIDDEN_DIM': 400,
          'LAYERS': 2,
          'SEQ_LEN': 30},
 'MODE': 'train',
 'OUT_PATH': '/jagupard18/scr1/sebschu/runs.h800/',
 'PREDICTION_TYPE': 'rating',
 'PREDON': 'train',
 'RESUME_DIR': '',
 'SAVE_PREDS': False,
 'SEED': 0,
 'SINGLE_SENTENCE': True,
 'SOME_DATABASE': './some_database.csv',
 'SPLIT_NAME': '',
 'TRAIN': {'BATCH_SIZE': 32,
           'COEFF': {'BETA_1': 0.9, 'BETA_2': 0.999, 'EPS': 1e-08},
           'DROPOUT': {'FC_1': 0.2, 'FC_2': 0.2},
           'FLAG': True,
           'INTERVAL': 10,
           'LR': 0.001,
           'LR_DECAY_EPOCH': 100,
           'LR_DECAY_RATE': 1.0,
           'START_EPOCH': 0,
           'TOTAL_EPOCH': 800}}
Using random seed 0.
Path to the current word embeddings: ./datasets/seed_0/elmo_layer_1_lstm/embs_train_30.npy
Start training
===============================
Fold #1
- - - - - - - - - - - - -
initializing neural net
[1/800][24/24] total train loss: 0.9428; total val loss: 0.4100 val r: 0.6394; time: 0.72sec
[19/800][24/24] total train loss: 0.0229; total val loss: 0.4898 val r: 0.6808; time: 0.66sec
[20/800][24/24] total train loss: 0.0212; total val loss: 0.4647 val r: 0.6762; time: 0.65sec
[21/800][24/24] total train loss: 0.0192; total val loss: 0.4551 val r: 0.6777; time: 0.65sec
[22/800][24/24] total train loss: 0.0199; total val loss: 0.4819 val r: 0.6823; time: 0.64sec
[23/800][24/24] total train loss: 0.0213; total val loss: 0.4560 val r: 0.6826; time: 0.63sec
[24/800][24/24] total train loss: 0.0218; total val loss: 0.4716 val r: 0.6799; time: 0.63sec
[25/800][24/24] total train loss: 0.0200; total val loss: 0.4869 val r: 0.6766; time: 0.62sec
[26/800][24/24] total train loss: 0.0191; total val loss: 0.4559 val r: 0.6840; time: 0.63sec
[27/800][24/24] total train loss: 0.0177; total val loss: 0.4538 val r: 0.6710; time: 0.63sec
[28/800][24/24] total train loss: 0.0174; total val loss: 0.4784 val r: 0.6779; time: 0.62sec
[29/800][24/24] total train loss: 0.0166; total val loss: 0.4478 val r: 0.6769; time: 0.63sec
[30/800][24/24] total train loss: 0.0161; total val loss: 0.4750 val r: 0.6753; time: 0.61sec
[31/800][24/24] total train loss: 0.0146; total val loss: 0.4779 val r: 0.6845; time: 0.62sec
[32/800][24/24] total train loss: 0.0162; total val loss: 0.4897 val r: 0.6824; time: 0.61sec
[33/800][24/24] total train loss: 0.0156; total val loss: 0.4852 val r: 0.6836; time: 0.62sec
[34/800][24/24] total train loss: 0.0151; total val loss: 0.4780 val r: 0.6821; time: 0.62sec
[35/800][24/24] total train loss: 0.0150; total val loss: 0.4692 val r: 0.6866; time: 0.63sec
[36/800][24/24] total train loss: 0.0144; total val loss: 0.4894 val r: 0.6879; time: 0.66sec
[37/800][24/24] total train loss: 0.0134; total val loss: 0.4835 val r: 0.6871; time: 0.65sec
[38/800][24/24] total train loss: 0.0148; total val loss: 0.4965 val r: 0.6858; time: 0.56sec
[39/800][24/24] total train loss: 0.0152; total val loss: 0.4939 val r: 0.6830; time: 0.56sec
[40/800][24/24] total train loss: 0.0149; total val loss: 0.4694 val r: 0.6875; time: 0.56sec
[41/800][24/24] total train loss: 0.0141; total val loss: 0.4597 val r: 0.6798; time: 0.56sec
[42/800][24/24] total train loss: 0.0135; total val loss: 0.4625 val r: 0.6817; time: 0.56sec
[43/800][24/24] total train loss: 0.0143; total val loss: 0.4668 val r: 0.6845; time: 0.55sec
[44/800][24/24] total train loss: 0.0134; total val loss: 0.4525 val r: 0.6812; time: 0.60sec
[45/800][24/24] total train loss: 0.0137; total val loss: 0.4647 val r: 0.6861; time: 0.57sec
[46/800][24/24] total train loss: 0.0133; total val loss: 0.4695 val r: 0.6865; time: 0.56sec
[47/800][24/24] total train loss: 0.0134; total val loss: 0.4736 val r: 0.6922; time: 0.55sec
[48/800][24/24] total train loss: 0.0136; total val loss: 0.4700 val r: 0.6837; time: 0.55sec
[49/800][24/24] total train loss: 0.0135; total val loss: 0.4932 val r: 0.6857; time: 0.55sec
[50/800][24/24] total train loss: 0.0134; total val loss: 0.4727 val r: 0.6787; time: 0.55sec
[51/800][24/24] total train loss: 0.0134; total val loss: 0.4894 val r: 0.6916; time: 0.55sec
[52/800][24/24] total train loss: 0.0156; total val loss: 0.4685 val r: 0.6815; time: 0.55sec
[53/800][24/24] total train loss: 0.0162; total val loss: 0.4488 val r: 0.6813; time: 0.55sec
[54/800][24/24] total train loss: 0.0149; total val loss: 0.4657 val r: 0.6824; time: 0.54sec
[55/800][24/24] total train loss: 0.0144; total val loss: 0.4978 val r: 0.6850; time: 0.55sec
[56/800][24/24] total train loss: 0.0145; total val loss: 0.4711 val r: 0.6854; time: 0.55sec
[57/800][24/24] total train loss: 0.0152; total val loss: 0.4723 val r: 0.6850; time: 0.55sec
[58/800][24/24] total train loss: 0.0142; total val loss: 0.4733 val r: 0.6909; time: 0.55sec
[59/800][24/24] total train loss: 0.0132; total val loss: 0.4621 val r: 0.6859; time: 0.55sec
[60/800][24/24] total train loss: 0.0125; total val loss: 0.4656 val r: 0.6882; time: 0.55sec
[61/800][24/24] total train loss: 0.0119; total val loss: 0.4830 val r: 0.6815; time: 0.55sec
[62/800][24/24] total train loss: 0.0122; total val loss: 0.4914 val r: 0.6959; time: 0.55sec
[63/800][24/24] total train loss: 0.0123; total val loss: 0.4775 val r: 0.6845; time: 0.56sec
[64/800][24/24] total train loss: 0.0128; total val loss: 0.4715 val r: 0.6857; time: 0.55sec
[65/800][24/24] total train loss: 0.0137; total val loss: 0.4705 val r: 0.6892; time: 0.55sec
[66/800][24/24] total train loss: 0.0134; total val loss: 0.4765 val r: 0.6869; time: 0.55sec
[67/800][24/24] total train loss: 0.0135; total val loss: 0.4854 val r: 0.6907; time: 0.55sec
[68/800][24/24] total train loss: 0.0133; total val loss: 0.4558 val r: 0.6821; time: 0.55sec
[69/800][24/24] total train loss: 0.0140; total val loss: 0.4682 val r: 0.6848; time: 0.56sec
[70/800][24/24] total train loss: 0.0138; total val loss: 0.4466 val r: 0.6936; time: 0.56sec
[71/800][24/24] total train loss: 0.0136; total val loss: 0.4619 val r: 0.6865; time: 0.56sec
[72/800][24/24] total train loss: 0.0134; total val loss: 0.4823 val r: 0.6904; time: 0.57sec
[73/800][24/24] total train loss: 0.0131; total val loss: 0.4871 val r: 0.6868; time: 0.57sec
[74/800][24/24] total train loss: 0.0125; total val loss: 0.4844 val r: 0.6944; time: 0.57sec
[75/800][24/24] total train loss: 0.0121; total val loss: 0.4868 val r: 0.6921; time: 0.58sec
[76/800][24/24] total train loss: 0.0125; total val loss: 0.4739 val r: 0.6877; time: 0.58sec
[77/800][24/24] total train loss: 0.0120; total val loss: 0.4724 val r: 0.6874; time: 0.57sec
[78/800][24/24] total train loss: 0.0123; total val loss: 0.4698 val r: 0.6876; time: 0.57sec
[79/800][24/24] total train loss: 0.0132; total val loss: 0.4719 val r: 0.6944; time: 0.57sec
[80/800][24/24] total train loss: 0.0124; total val loss: 0.4874 val r: 0.6851; time: 0.58sec
[81/800][24/24] total train loss: 0.0132; total val loss: 0.4785 val r: 0.6895; time: 0.57sec
[82/800][24/24] total train loss: 0.0133; total val loss: 0.4708 val r: 0.6884; time: 0.58sec
[83/800][24/24] total train loss: 0.0131; total val loss: 0.4811 val r: 0.6889; time: 0.57sec
[84/800][24/24] total train loss: 0.0122; total val loss: 0.4666 val r: 0.6935; time: 0.59sec
[85/800][24/24] total train loss: 0.0117; total val loss: 0.4770 val r: 0.6906; time: 0.59sec
[86/800][24/24] total train loss: 0.0128; total val loss: 0.4556 val r: 0.6882; time: 0.57sec
[87/800][24/24] total train loss: 0.0125; total val loss: 0.4671 val r: 0.6912; time: 0.56sec
[88/800][24/24] total train loss: 0.0115; total val loss: 0.4481 val r: 0.6921; time: 0.57sec
[89/800][24/24] total train loss: 0.0116; total val loss: 0.4675 val r: 0.6930; time: 0.57sec
[90/800][24/24] total train loss: 0.0119; total val loss: 0.4590 val r: 0.6888; time: 0.57sec
[91/800][24/24] total train loss: 0.0123; total val loss: 0.4843 val r: 0.6967; time: 0.57sec
[92/800][24/24] total train loss: 0.0123; total val loss: 0.4631 val r: 0.6926; time: 0.57sec
[93/800][24/24] total train loss: 0.0128; total val loss: 0.4607 val r: 0.6929; time: 0.55sec
[94/800][24/24] total train loss: 0.0121; total val loss: 0.4693 val r: 0.6910; time: 0.56sec
[95/800][24/24] total train loss: 0.0125; total val loss: 0.4563 val r: 0.6883; time: 0.56sec
[96/800][24/24] total train loss: 0.0123; total val loss: 0.4787 val r: 0.6916; time: 0.55sec
[97/800][24/24] total train loss: 0.0118; total val loss: 0.4779 val r: 0.6944; time: 0.55sec
[98/800][24/24] total train loss: 0.0108; total val loss: 0.4615 val r: 0.6929; time: 0.55sec
[99/800][24/24] total train loss: 0.0113; total val loss: 0.4794 val r: 0.6885; time: 0.55sec
learning rate updated: 0.001
[100/800][24/24] total train loss: 0.0111; total val loss: 0.4686 val r: 0.6929; time: 0.56sec
[101/800][24/24] total train loss: 0.0111; total val loss: 0.4840 val r: 0.6975; time: 0.55sec
[102/800][24/24] total train loss: 0.0108; total val loss: 0.4476 val r: 0.6876; time: 0.55sec
[103/800][24/24] total train loss: 0.0113; total val loss: 0.4872 val r: 0.6970; time: 0.56sec
[104/800][24/24] total train loss: 0.0112; total val loss: 0.4874 val r: 0.6945; time: 0.56sec
[105/800][24/24] total train loss: 0.0106; total val loss: 0.4699 val r: 0.6890; time: 0.55sec
[106/800][24/24] total train loss: 0.0111; total val loss: 0.4886 val r: 0.6919; time: 0.56sec
[107/800][24/24] total train loss: 0.0114; total val loss: 0.4693 val r: 0.6984; time: 0.57sec
[108/800][24/24] total train loss: 0.0110; total val loss: 0.4639 val r: 0.6920; time: 0.56sec
[109/800][24/24] total train loss: 0.0116; total val loss: 0.4921 val r: 0.6938; time: 0.57sec
[110/800][24/24] total train loss: 0.0122; total val loss: 0.4569 val r: 0.6932; time: 0.57sec
[111/800][24/24] total train loss: 0.0121; total val loss: 0.4850 val r: 0.6964; time: 0.56sec
[112/800][24/24] total train loss: 0.0120; total val loss: 0.4614 val r: 0.6888; time: 0.56sec
[113/800][24/24] total train loss: 0.0120; total val loss: 0.4766 val r: 0.6918; time: 0.56sec
[114/800][24/24] total train loss: 0.0120; total val loss: 0.4671 val r: 0.6988; time: 0.56sec
[115/800][24/24] total train loss: 0.0121; total val loss: 0.4792 val r: 0.6969; time: 0.56sec
[116/800][24/24] total train loss: 0.0119; total val loss: 0.4754 val r: 0.6966; time: 0.56sec
[117/800][24/24] total train loss: 0.0121; total val loss: 0.4896 val r: 0.6942; time: 0.55sec
[118/800][24/24] total train loss: 0.0111; total val loss: 0.4720 val r: 0.7013; time: 0.55sec
[119/800][24/24] total train loss: 0.0117; total val loss: 0.4920 val r: 0.6895; time: 0.56sec
[120/800][24/24] total train loss: 0.0114; total val loss: 0.4963 val r: 0.7014; time: 0.55sec
[121/800][24/24] total train loss: 0.0108; total val loss: 0.4725 val r: 0.6911; time: 0.55sec
[122/800][24/24] total train loss: 0.0109; total val loss: 0.4749 val r: 0.6939; time: 0.55sec
[123/800][24/24] total train loss: 0.0104; total val loss: 0.4748 val r: 0.6955; time: 0.56sec
[124/800][24/24] total train loss: 0.0114; total val loss: 0.4809 val r: 0.6956; time: 0.56sec
[125/800][24/24] total train loss: 0.0115; total val loss: 0.4920 val r: 0.6947; time: 0.55sec
[126/800][24/24] total train loss: 0.0111; total val loss: 0.4871 val r: 0.6997; time: 0.56sec
[127/800][24/24] total train loss: 0.0113; total val loss: 0.4655 val r: 0.6916; time: 0.55sec
[128/800][24/24] total train loss: 0.0113; total val loss: 0.4900 val r: 0.6878; time: 0.55sec
[129/800][24/24] total train loss: 0.0109; total val loss: 0.4652 val r: 0.6996; time: 0.55sec
[130/800][24/24] total train loss: 0.0109; total val loss: 0.4738 val r: 0.6974; time: 0.55sec
[131/800][24/24] total train loss: 0.0112; total val loss: 0.4666 val r: 0.6979; time: 0.55sec
[132/800][24/24] total train loss: 0.0107; total val loss: 0.4740 val r: 0.6922; time: 0.55sec
[133/800][24/24] total train loss: 0.0107; total val loss: 0.4806 val r: 0.6919; time: 0.55sec
[134/800][24/24] total train loss: 0.0103; total val loss: 0.4699 val r: 0.6947; time: 0.55sec
[135/800][24/24] total train loss: 0.0102; total val loss: 0.4926 val r: 0.6967; time: 0.55sec
[136/800][24/24] total train loss: 0.0108; total val loss: 0.4609 val r: 0.6886; time: 0.55sec
[137/800][24/24] total train loss: 0.0111; total val loss: 0.4732 val r: 0.6987; time: 0.55sec
[138/800][24/24] total train loss: 0.0105; total val loss: 0.4657 val r: 0.6952; time: 0.55sec
[139/800][24/24] total train loss: 0.0113; total val loss: 0.4825 val r: 0.6924; time: 0.55sec
[140/800][24/24] total train loss: 0.0112; total val loss: 0.4991 val r: 0.6936; time: 0.55sec
[141/800][24/24] total train loss: 0.0108; total val loss: 0.4889 val r: 0.6963; time: 0.55sec
[142/800][24/24] total train loss: 0.0107; total val loss: 0.4865 val r: 0.6947; time: 0.55sec
[143/800][24/24] total train loss: 0.0102; total val loss: 0.4730 val r: 0.7013; time: 0.55sec
[144/800][24/24] total train loss: 0.0100; total val loss: 0.4759 val r: 0.6945; time: 0.57sec
[145/800][24/24] total train loss: 0.0101; total val loss: 0.4718 val r: 0.6974; time: 0.55sec
[146/800][24/24] total train loss: 0.0106; total val loss: 0.4654 val r: 0.6953; time: 0.55sec
[147/800][24/24] total train loss: 0.0105; total val loss: 0.4786 val r: 0.6959; time: 0.55sec
[148/800][24/24] total train loss: 0.0111; total val loss: 0.4700 val r: 0.6913; time: 0.55sec
[149/800][24/24] total train loss: 0.0114; total val loss: 0.4915 val r: 0.6971; time: 0.55sec
[150/800][24/24] total train loss: 0.0110; total val loss: 0.4654 val r: 0.6944; time: 0.54sec
[151/800][24/24] total train loss: 0.0108; total val loss: 0.4792 val r: 0.6949; time: 0.55sec
[152/800][24/24] total train loss: 0.0102; total val loss: 0.4753 val r: 0.6918; time: 0.54sec
[153/800][24/24] total train loss: 0.0107; total val loss: 0.4811 val r: 0.6971; time: 0.55sec
[154/800][24/24] total train loss: 0.0104; total val loss: 0.4772 val r: 0.7004; time: 0.56sec
[155/800][24/24] total train loss: 0.0108; total val loss: 0.4861 val r: 0.6929; time: 0.54sec
[156/800][24/24] total train loss: 0.0108; total val loss: 0.4884 val r: 0.6994; time: 0.54sec
[157/800][24/24] total train loss: 0.0107; total val loss: 0.4768 val r: 0.6973; time: 0.55sec
[158/800][24/24] total train loss: 0.0109; total val loss: 0.5045 val r: 0.6940; time: 0.57sec
[159/800][24/24] total train loss: 0.0111; total val loss: 0.4836 val r: 0.6917; time: 0.57sec
[160/800][24/24] total train loss: 0.0104; total val loss: 0.4911 val r: 0.6906; time: 0.57sec
[161/800][24/24] total train loss: 0.0101; total val loss: 0.4863 val r: 0.6937; time: 0.58sec
[162/800][24/24] total train loss: 0.0103; total val loss: 0.4835 val r: 0.6951; time: 0.57sec
[163/800][24/24] total train loss: 0.0109; total val loss: 0.4591 val r: 0.6934; time: 0.58sec
[164/800][24/24] total train loss: 0.0114; total val loss: 0.4721 val r: 0.7016; time: 0.58sec
[165/800][24/24] total train loss: 0.0110; total val loss: 0.4747 val r: 0.6946; time: 0.57sec
[166/800][24/24] total train loss: 0.0107; total val loss: 0.4778 val r: 0.6959; time: 0.58sec
[167/800][24/24] total train loss: 0.0102; total val loss: 0.4816 val r: 0.6937; time: 0.58sec
[168/800][24/24] total train loss: 0.0100; total val loss: 0.4865 val r: 0.6919; time: 0.57sec
[169/800][24/24] total train loss: 0.0101; total val loss: 0.4731 val r: 0.6954; time: 0.58sec
[170/800][24/24] total train loss: 0.0102; total val loss: 0.4770 val r: 0.6933; time: 0.57sec
[171/800][24/24] total train loss: 0.0104; total val loss: 0.4858 val r: 0.6926; time: 0.57sec
[172/800][24/24] total train loss: 0.0109; total val loss: 0.5065 val r: 0.6955; time: 0.58sec
[173/800][24/24] total train loss: 0.0109; total val loss: 0.4730 val r: 0.6901; time: 0.57sec
[174/800][24/24] total train loss: 0.0107; total val loss: 0.4885 val r: 0.6920; time: 0.58sec
[175/800][24/24] total train loss: 0.0102; total val loss: 0.4802 val r: 0.6999; time: 0.61sec
[176/800][24/24] total train loss: 0.0102; total val loss: 0.4755 val r: 0.6914; time: 0.59sec
[177/800][24/24] total train loss: 0.0099; total val loss: 0.4644 val r: 0.6974; time: 0.59sec
[178/800][24/24] total train loss: 0.0098; total val loss: 0.4836 val r: 0.6937; time: 0.59sec
[179/800][24/24] total train loss: 0.0101; total val loss: 0.4810 val r: 0.6928; time: 0.58sec
[180/800][24/24] total train loss: 0.0102; total val loss: 0.4736 val r: 0.6982; time: 0.58sec
[181/800][24/24] total train loss: 0.0104; total val loss: 0.4686 val r: 0.6880; time: 0.59sec
[182/800][24/24] total train loss: 0.0099; total val loss: 0.4709 val r: 0.6953; time: 0.59sec
[183/800][24/24] total train loss: 0.0099; total val loss: 0.4784 val r: 0.6946; time: 0.58sec
[184/800][24/24] total train loss: 0.0098; total val loss: 0.4820 val r: 0.6960; time: 0.57sec
[185/800][24/24] total train loss: 0.0100; total val loss: 0.4872 val r: 0.6875; time: 0.57sec
[186/800][24/24] total train loss: 0.0103; total val loss: 0.4772 val r: 0.6909; time: 0.58sec
[187/800][24/24] total train loss: 0.0103; total val loss: 0.4746 val r: 0.6924; time: 0.57sec
[188/800][24/24] total train loss: 0.0101; total val loss: 0.4907 val r: 0.6940; time: 0.57sec
[189/800][24/24] total train loss: 0.0099; total val loss: 0.4845 val r: 0.6928; time: 0.57sec
[190/800][24/24] total train loss: 0.0103; total val loss: 0.4700 val r: 0.6935; time: 0.57sec
[191/800][24/24] total train loss: 0.0098; total val loss: 0.4676 val r: 0.6927; time: 0.57sec
[192/800][24/24] total train loss: 0.0097; total val loss: 0.4820 val r: 0.6912; time: 0.57sec
[193/800][24/24] total train loss: 0.0096; total val loss: 0.4675 val r: 0.6935; time: 0.58sec
[194/800][24/24] total train loss: 0.0101; total val loss: 0.4880 val r: 0.6960; time: 0.58sec
[195/800][24/24] total train loss: 0.0105; total val loss: 0.4980 val r: 0.6915; time: 0.57sec
[196/800][24/24] total train loss: 0.0107; total val loss: 0.4704 val r: 0.6916; time: 0.57sec
[197/800][24/24] total train loss: 0.0099; total val loss: 0.4854 val r: 0.6936; time: 0.57sec
[198/800][24/24] total train loss: 0.0100; total val loss: 0.4722 val r: 0.6913; time: 0.57sec
[199/800][24/24] total train loss: 0.0098; total val loss: 0.4825 val r: 0.6936; time: 0.57sec
learning rate updated: 0.001
[200/800][24/24] total train loss: 0.0099; total val loss: 0.4836 val r: 0.6990; time: 0.58sec
[201/800][24/24] total train loss: 0.0093; total val loss: 0.4845 val r: 0.6972; time: 0.57sec
[202/800][24/24] total train loss: 0.0098; total val loss: 0.4929 val r: 0.6936; time: 0.58sec
[203/800][24/24] total train loss: 0.0097; total val loss: 0.4804 val r: 0.6932; time: 0.57sec
[204/800][24/24] total train loss: 0.0103; total val loss: 0.4579 val r: 0.6854; time: 0.58sec
[205/800][24/24] total train loss: 0.0103; total val loss: 0.4738 val r: 0.6951; time: 0.58sec
[206/800][24/24] total train loss: 0.0101; total val loss: 0.4976 val r: 0.6889; time: 0.58sec
[207/800][24/24] total train loss: 0.0099; total val loss: 0.4844 val r: 0.6978; time: 0.58sec
[208/800][24/24] total train loss: 0.0098; total val loss: 0.4898 val r: 0.6905; time: 0.57sec
[209/800][24/24] total train loss: 0.0096; total val loss: 0.4965 val r: 0.6945; time: 0.58sec
[210/800][24/24] total train loss: 0.0098; total val loss: 0.4738 val r: 0.6993; time: 0.58sec
[211/800][24/24] total train loss: 0.0095; total val loss: 0.4841 val r: 0.6939; time: 0.57sec
[212/800][24/24] total train loss: 0.0097; total val loss: 0.4900 val r: 0.6948; time: 0.57sec
[213/800][24/24] total train loss: 0.0095; total val loss: 0.4812 val r: 0.6917; time: 0.58sec
[214/800][24/24] total train loss: 0.0096; total val loss: 0.4770 val r: 0.6846; time: 0.57sec
[215/800][24/24] total train loss: 0.0096; total val loss: 0.4875 val r: 0.6930; time: 0.58sec
[216/800][24/24] total train loss: 0.0096; total val loss: 0.4887 val r: 0.6929; time: 0.58sec
[217/800][24/24] total train loss: 0.0090; total val loss: 0.4755 val r: 0.6860; time: 0.57sec
[218/800][24/24] total train loss: 0.0095; total val loss: 0.4806 val r: 0.6959; time: 0.58sec
[219/800][24/24] total train loss: 0.0094; total val loss: 0.4892 val r: 0.6908; time: 0.58sec
[220/800][24/24] total train loss: 0.0094; total val loss: 0.4936 val r: 0.6904; time: 0.58sec
[221/800][24/24] total train loss: 0.0102; total val loss: 0.4800 val r: 0.6914; time: 0.57sec
[222/800][24/24] total train loss: 0.0096; total val loss: 0.4688 val r: 0.6923; time: 0.58sec
[223/800][24/24] total train loss: 0.0095; total val loss: 0.4812 val r: 0.6883; time: 0.58sec
[224/800][24/24] total train loss: 0.0093; total val loss: 0.4810 val r: 0.6957; time: 0.57sec
[225/800][24/24] total train loss: 0.0094; total val loss: 0.4669 val r: 0.6919; time: 0.57sec
[226/800][24/24] total train loss: 0.0096; total val loss: 0.4805 val r: 0.6937; time: 0.58sec
[227/800][24/24] total train loss: 0.0094; total val loss: 0.4889 val r: 0.6920; time: 0.57sec
[228/800][24/24] total train loss: 0.0099; total val loss: 0.4827 val r: 0.6935; time: 0.57sec
[229/800][24/24] total train loss: 0.0097; total val loss: 0.4878 val r: 0.6911; time: 0.59sec
[230/800][24/24] total train loss: 0.0093; total val loss: 0.4743 val r: 0.6881; time: 0.58sec
[231/800][24/24] total train loss: 0.0095; total val loss: 0.4939 val r: 0.6884; time: 0.58sec
[232/800][24/24] total train loss: 0.0096; total val loss: 0.5010 val r: 0.6903; time: 0.57sec
[233/800][24/24] total train loss: 0.0094; total val loss: 0.4919 val r: 0.6927; time: 0.57sec
[234/800][24/24] total train loss: 0.0095; total val loss: 0.4779 val r: 0.6932; time: 0.58sec
[235/800][24/24] total train loss: 0.0094; total val loss: 0.4942 val r: 0.6884; time: 0.57sec
[236/800][24/24] total train loss: 0.0095; total val loss: 0.4905 val r: 0.6902; time: 0.57sec
[237/800][24/24] total train loss: 0.0092; total val loss: 0.4841 val r: 0.6947; time: 0.58sec
[238/800][24/24] total train loss: 0.0092; total val loss: 0.4762 val r: 0.6902; time: 0.59sec
[239/800][24/24] total train loss: 0.0094; total val loss: 0.4623 val r: 0.6868; time: 0.58sec
[240/800][24/24] total train loss: 0.0094; total val loss: 0.4699 val r: 0.6944; time: 0.58sec
[241/800][24/24] total train loss: 0.0099; total val loss: 0.4800 val r: 0.6936; time: 0.58sec
[242/800][24/24] total train loss: 0.0102; total val loss: 0.4813 val r: 0.6839; time: 0.57sec
[243/800][24/24] total train loss: 0.0098; total val loss: 0.4735 val r: 0.6809; time: 0.57sec
[244/800][24/24] total train loss: 0.0096; total val loss: 0.4672 val r: 0.6886; time: 0.56sec
[245/800][24/24] total train loss: 0.0094; total val loss: 0.4989 val r: 0.6864; time: 0.57sec
[246/800][24/24] total train loss: 0.0094; total val loss: 0.4883 val r: 0.6950; time: 0.57sec
[247/800][24/24] total train loss: 0.0093; total val loss: 0.4820 val r: 0.6848; time: 0.57sec
[248/800][24/24] total train loss: 0.0097; total val loss: 0.4820 val r: 0.6899; time: 0.57sec
[249/800][24/24] total train loss: 0.0091; total val loss: 0.4821 val r: 0.6963; time: 0.57sec
[250/800][24/24] total train loss: 0.0091; total val loss: 0.4883 val r: 0.6918; time: 0.57sec
