Using configurations:
{'BATCH_ITEM_NUM': 30,
 'BERT_LARGE': False,
 'BERT_LAYER': 11,
 'CONFIG_NAME': 'bert_lstm_attn',
 'CROSS_VALIDATION_FLAG': True,
 'CUDA': True,
 'ELMO_LAYER': 2,
 'ELMO_MODE': 'concat',
 'EXPERIMENT_NAME': 'bert_lstm_attn',
 'GLOVE_DIM': 100,
 'GPU_NUM': 1,
 'IS_BERT': True,
 'IS_ELMO': False,
 'IS_RANDOM': False,
 'KFOLDS': 5,
 'LSTM': {'ATTN': True,
          'BIDIRECTION': True,
          'DROP_PROB': 0.1,
          'FLAG': True,
          'HIDDEN_DIM': 800,
          'LAYERS': 2,
          'SEQ_LEN': 30},
 'MODE': 'train',
 'OUT_PATH': '/jagupard21/scr1/sebschu/runs.h800/',
 'PREDICTION_TYPE': 'rating',
 'PREDON': 'train',
 'RESUME_DIR': '',
 'SAVE_PREDS': False,
 'SEED': 0,
 'SINGLE_SENTENCE': True,
 'SOME_DATABASE': './some_database.csv',
 'SPLIT_NAME': '',
 'TRAIN': {'BATCH_SIZE': 32,
           'COEFF': {'BETA_1': 0.9, 'BETA_2': 0.999, 'EPS': 1e-08},
           'DROPOUT': {'FC_1': 0.2, 'FC_2': 0.2},
           'FLAG': True,
           'INTERVAL': 100,
           'LR': 0.001,
           'LR_DECAY_EPOCH': 100,
           'LR_DECAY_RATE': 1.0,
           'START_EPOCH': 0,
           'TOTAL_EPOCH': 800}}
Using random seed 0.
Path to the current word embeddings: ./datasets/seed_0/bert_layer_11_lstm/embs_train_30.npy
Start training
===============================
Fold #1
- - - - - - - - - - - - -
initializing neural net
[1/800][24/24] total train loss: 1.0932; total val loss: 0.4288 val r: 0.6349; time: 0.96sec
[19/800][24/24] total train loss: 0.0234; total val loss: 0.4895 val r: 0.7502; time: 0.90sec
[20/800][24/24] total train loss: 0.0199; total val loss: 0.4832 val r: 0.7488; time: 0.90sec
[21/800][24/24] total train loss: 0.0201; total val loss: 0.5038 val r: 0.7525; time: 0.90sec
[22/800][24/24] total train loss: 0.0290; total val loss: 0.4777 val r: 0.7643; time: 0.91sec
[23/800][24/24] total train loss: 0.0227; total val loss: 0.4861 val r: 0.7536; time: 0.91sec
[24/800][24/24] total train loss: 0.0203; total val loss: 0.5222 val r: 0.7554; time: 0.91sec
[25/800][24/24] total train loss: 0.0210; total val loss: 0.5206 val r: 0.7553; time: 0.91sec
[26/800][24/24] total train loss: 0.0199; total val loss: 0.5063 val r: 0.7605; time: 0.91sec
[27/800][24/24] total train loss: 0.0211; total val loss: 0.4783 val r: 0.7520; time: 0.90sec
[28/800][24/24] total train loss: 0.0194; total val loss: 0.4968 val r: 0.7519; time: 0.90sec
[29/800][24/24] total train loss: 0.0179; total val loss: 0.4776 val r: 0.7532; time: 0.91sec
[30/800][24/24] total train loss: 0.0202; total val loss: 0.5042 val r: 0.7572; time: 0.91sec
[31/800][24/24] total train loss: 0.0206; total val loss: 0.4830 val r: 0.7537; time: 0.90sec
[32/800][24/24] total train loss: 0.0193; total val loss: 0.5191 val r: 0.7585; time: 0.90sec
[33/800][24/24] total train loss: 0.0197; total val loss: 0.4983 val r: 0.7543; time: 0.91sec
[34/800][24/24] total train loss: 0.0224; total val loss: 0.5067 val r: 0.7459; time: 0.91sec
[35/800][24/24] total train loss: 0.0188; total val loss: 0.4842 val r: 0.7548; time: 0.90sec
[36/800][24/24] total train loss: 0.0178; total val loss: 0.4762 val r: 0.7516; time: 0.91sec
[37/800][24/24] total train loss: 0.0173; total val loss: 0.5156 val r: 0.7595; time: 0.91sec
[38/800][24/24] total train loss: 0.0165; total val loss: 0.4673 val r: 0.7550; time: 0.92sec
[39/800][24/24] total train loss: 0.0150; total val loss: 0.5083 val r: 0.7530; time: 0.91sec
[40/800][24/24] total train loss: 0.0145; total val loss: 0.5021 val r: 0.7545; time: 0.91sec
[41/800][24/24] total train loss: 0.0164; total val loss: 0.5068 val r: 0.7543; time: 0.90sec
[42/800][24/24] total train loss: 0.0151; total val loss: 0.4980 val r: 0.7550; time: 0.91sec
[43/800][24/24] total train loss: 0.0141; total val loss: 0.4994 val r: 0.7554; time: 0.90sec
[44/800][24/24] total train loss: 0.0143; total val loss: 0.4968 val r: 0.7564; time: 0.90sec
[45/800][24/24] total train loss: 0.0161; total val loss: 0.4895 val r: 0.7530; time: 0.91sec
[46/800][24/24] total train loss: 0.0153; total val loss: 0.4772 val r: 0.7570; time: 0.91sec
[47/800][24/24] total train loss: 0.0169; total val loss: 0.5138 val r: 0.7548; time: 0.91sec
[48/800][24/24] total train loss: 0.0161; total val loss: 0.5120 val r: 0.7562; time: 0.91sec
[49/800][24/24] total train loss: 0.0151; total val loss: 0.4951 val r: 0.7563; time: 0.90sec
[50/800][24/24] total train loss: 0.0150; total val loss: 0.5062 val r: 0.7530; time: 0.91sec
[51/800][24/24] total train loss: 0.0137; total val loss: 0.5037 val r: 0.7562; time: 0.90sec
[52/800][24/24] total train loss: 0.0133; total val loss: 0.5125 val r: 0.7585; time: 0.90sec
[53/800][24/24] total train loss: 0.0161; total val loss: 0.4942 val r: 0.7529; time: 0.92sec
[54/800][24/24] total train loss: 0.0157; total val loss: 0.4966 val r: 0.7570; time: 0.91sec
[55/800][24/24] total train loss: 0.0169; total val loss: 0.4796 val r: 0.7577; time: 0.90sec
[56/800][24/24] total train loss: 0.0163; total val loss: 0.5072 val r: 0.7635; time: 0.91sec
[57/800][24/24] total train loss: 0.0159; total val loss: 0.5009 val r: 0.7595; time: 0.91sec
[58/800][24/24] total train loss: 0.0149; total val loss: 0.4920 val r: 0.7588; time: 0.90sec
[59/800][24/24] total train loss: 0.0136; total val loss: 0.4992 val r: 0.7612; time: 0.91sec
[60/800][24/24] total train loss: 0.0131; total val loss: 0.4805 val r: 0.7512; time: 0.91sec
[61/800][24/24] total train loss: 0.0134; total val loss: 0.5022 val r: 0.7657; time: 0.90sec
[62/800][24/24] total train loss: 0.0129; total val loss: 0.5174 val r: 0.7635; time: 0.90sec
[63/800][24/24] total train loss: 0.0130; total val loss: 0.4739 val r: 0.7584; time: 0.90sec
[64/800][24/24] total train loss: 0.0130; total val loss: 0.5011 val r: 0.7606; time: 0.91sec
[65/800][24/24] total train loss: 0.0120; total val loss: 0.5038 val r: 0.7606; time: 0.91sec
[66/800][24/24] total train loss: 0.0145; total val loss: 0.5117 val r: 0.7642; time: 0.90sec
[67/800][24/24] total train loss: 0.0148; total val loss: 0.5143 val r: 0.7575; time: 0.90sec
[68/800][24/24] total train loss: 0.0147; total val loss: 0.4945 val r: 0.7604; time: 0.91sec
[69/800][24/24] total train loss: 0.0141; total val loss: 0.4891 val r: 0.7583; time: 0.91sec
[70/800][24/24] total train loss: 0.0139; total val loss: 0.5078 val r: 0.7570; time: 0.90sec
[71/800][24/24] total train loss: 0.0149; total val loss: 0.5095 val r: 0.7643; time: 0.91sec
[72/800][24/24] total train loss: 0.0157; total val loss: 0.4712 val r: 0.7553; time: 0.90sec
[73/800][24/24] total train loss: 0.0143; total val loss: 0.4917 val r: 0.7616; time: 0.91sec
[74/800][24/24] total train loss: 0.0138; total val loss: 0.4887 val r: 0.7665; time: 0.91sec
[75/800][24/24] total train loss: 0.0127; total val loss: 0.4975 val r: 0.7624; time: 0.91sec
[76/800][24/24] total train loss: 0.0120; total val loss: 0.5195 val r: 0.7603; time: 0.91sec
[77/800][24/24] total train loss: 0.0123; total val loss: 0.4916 val r: 0.7622; time: 0.91sec
[78/800][24/24] total train loss: 0.0123; total val loss: 0.4923 val r: 0.7641; time: 0.91sec
[79/800][24/24] total train loss: 0.0116; total val loss: 0.5093 val r: 0.7635; time: 0.90sec
[80/800][24/24] total train loss: 0.0121; total val loss: 0.4853 val r: 0.7647; time: 0.91sec
[81/800][24/24] total train loss: 0.0133; total val loss: 0.5182 val r: 0.7623; time: 0.91sec
[82/800][24/24] total train loss: 0.0130; total val loss: 0.5017 val r: 0.7645; time: 0.90sec
[83/800][24/24] total train loss: 0.0118; total val loss: 0.4851 val r: 0.7551; time: 0.91sec
[84/800][24/24] total train loss: 0.0130; total val loss: 0.5063 val r: 0.7641; time: 0.91sec
[85/800][24/24] total train loss: 0.0130; total val loss: 0.5059 val r: 0.7633; time: 0.91sec
[86/800][24/24] total train loss: 0.0139; total val loss: 0.5052 val r: 0.7631; time: 0.91sec
[87/800][24/24] total train loss: 0.0138; total val loss: 0.4972 val r: 0.7617; time: 0.90sec
[88/800][24/24] total train loss: 0.0132; total val loss: 0.4968 val r: 0.7612; time: 0.91sec
[89/800][24/24] total train loss: 0.0132; total val loss: 0.4989 val r: 0.7644; time: 0.91sec
[90/800][24/24] total train loss: 0.0139; total val loss: 0.5122 val r: 0.7649; time: 0.91sec
[91/800][24/24] total train loss: 0.0141; total val loss: 0.5138 val r: 0.7601; time: 0.90sec
[92/800][24/24] total train loss: 0.0123; total val loss: 0.5009 val r: 0.7646; time: 0.91sec
[93/800][24/24] total train loss: 0.0120; total val loss: 0.5047 val r: 0.7614; time: 0.91sec
[94/800][24/24] total train loss: 0.0116; total val loss: 0.4981 val r: 0.7588; time: 0.90sec
[95/800][24/24] total train loss: 0.0127; total val loss: 0.4847 val r: 0.7548; time: 0.91sec
[96/800][24/24] total train loss: 0.0136; total val loss: 0.5107 val r: 0.7661; time: 0.91sec
[97/800][24/24] total train loss: 0.0122; total val loss: 0.4908 val r: 0.7612; time: 0.91sec
[98/800][24/24] total train loss: 0.0126; total val loss: 0.4607 val r: 0.7609; time: 0.91sec
[99/800][24/24] total train loss: 0.0118; total val loss: 0.5136 val r: 0.7681; time: 0.91sec
learning rate updated: 0.001
[100/800][24/24] total train loss: 0.0120; total val loss: 0.5120 val r: 0.7669; time: 0.91sec
[101/800][24/24] total train loss: 0.0126; total val loss: 0.4865 val r: 0.7613; time: 0.91sec
[102/800][24/24] total train loss: 0.0125; total val loss: 0.5291 val r: 0.7644; time: 0.90sec
[103/800][24/24] total train loss: 0.0134; total val loss: 0.4764 val r: 0.7593; time: 0.91sec
[104/800][24/24] total train loss: 0.0161; total val loss: 0.5179 val r: 0.7634; time: 0.91sec
[105/800][24/24] total train loss: 0.0141; total val loss: 0.4964 val r: 0.7611; time: 0.91sec
[106/800][24/24] total train loss: 0.0139; total val loss: 0.5130 val r: 0.7608; time: 0.91sec
[107/800][24/24] total train loss: 0.0142; total val loss: 0.5108 val r: 0.7568; time: 0.90sec
[108/800][24/24] total train loss: 0.0146; total val loss: 0.5379 val r: 0.7648; time: 0.90sec
[109/800][24/24] total train loss: 0.0149; total val loss: 0.4734 val r: 0.7625; time: 0.92sec
[110/800][24/24] total train loss: 0.0137; total val loss: 0.5075 val r: 0.7641; time: 0.91sec
[111/800][24/24] total train loss: 0.0128; total val loss: 0.5132 val r: 0.7665; time: 0.91sec
[112/800][24/24] total train loss: 0.0125; total val loss: 0.5072 val r: 0.7661; time: 0.91sec
[113/800][24/24] total train loss: 0.0124; total val loss: 0.5041 val r: 0.7659; time: 0.91sec
[114/800][24/24] total train loss: 0.0121; total val loss: 0.4948 val r: 0.7671; time: 0.91sec
[115/800][24/24] total train loss: 0.0121; total val loss: 0.5107 val r: 0.7647; time: 0.91sec
[116/800][24/24] total train loss: 0.0110; total val loss: 0.4954 val r: 0.7643; time: 0.91sec
[117/800][24/24] total train loss: 0.0106; total val loss: 0.5106 val r: 0.7629; time: 0.91sec
[118/800][24/24] total train loss: 0.0109; total val loss: 0.5062 val r: 0.7604; time: 0.91sec
[119/800][24/24] total train loss: 0.0112; total val loss: 0.4863 val r: 0.7607; time: 0.91sec
[120/800][24/24] total train loss: 0.0115; total val loss: 0.4853 val r: 0.7619; time: 0.90sec
[121/800][24/24] total train loss: 0.0136; total val loss: 0.4879 val r: 0.7644; time: 0.91sec
[122/800][24/24] total train loss: 0.0131; total val loss: 0.4941 val r: 0.7608; time: 0.91sec
[123/800][24/24] total train loss: 0.0119; total val loss: 0.4983 val r: 0.7621; time: 0.91sec
[124/800][24/24] total train loss: 0.0108; total val loss: 0.4979 val r: 0.7650; time: 0.91sec
[125/800][24/24] total train loss: 0.0109; total val loss: 0.4875 val r: 0.7672; time: 0.91sec
[126/800][24/24] total train loss: 0.0113; total val loss: 0.5087 val r: 0.7656; time: 0.91sec
[127/800][24/24] total train loss: 0.0111; total val loss: 0.4989 val r: 0.7629; time: 0.91sec
[128/800][24/24] total train loss: 0.0115; total val loss: 0.5019 val r: 0.7665; time: 0.91sec
[129/800][24/24] total train loss: 0.0111; total val loss: 0.4950 val r: 0.7640; time: 0.91sec
[130/800][24/24] total train loss: 0.0106; total val loss: 0.5269 val r: 0.7667; time: 0.91sec
[131/800][24/24] total train loss: 0.0113; total val loss: 0.5068 val r: 0.7647; time: 0.90sec
[132/800][24/24] total train loss: 0.0117; total val loss: 0.4893 val r: 0.7651; time: 0.91sec
[133/800][24/24] total train loss: 0.0131; total val loss: 0.5099 val r: 0.7644; time: 0.91sec
[134/800][24/24] total train loss: 0.0125; total val loss: 0.4738 val r: 0.7625; time: 0.91sec
[135/800][24/24] total train loss: 0.0120; total val loss: 0.4952 val r: 0.7620; time: 0.91sec
[136/800][24/24] total train loss: 0.0108; total val loss: 0.5012 val r: 0.7628; time: 0.91sec
[137/800][24/24] total train loss: 0.0111; total val loss: 0.5110 val r: 0.7648; time: 0.91sec
[138/800][24/24] total train loss: 0.0108; total val loss: 0.4794 val r: 0.7614; time: 0.91sec
[139/800][24/24] total train loss: 0.0107; total val loss: 0.4987 val r: 0.7650; time: 0.91sec
[140/800][24/24] total train loss: 0.0113; total val loss: 0.4991 val r: 0.7611; time: 0.91sec
[141/800][24/24] total train loss: 0.0110; total val loss: 0.5007 val r: 0.7654; time: 0.91sec
[142/800][24/24] total train loss: 0.0106; total val loss: 0.4914 val r: 0.7610; time: 0.91sec
[143/800][24/24] total train loss: 0.0112; total val loss: 0.5022 val r: 0.7641; time: 0.92sec
[144/800][24/24] total train loss: 0.0110; total val loss: 0.5009 val r: 0.7636; time: 0.91sec
[145/800][24/24] total train loss: 0.0108; total val loss: 0.4980 val r: 0.7646; time: 0.91sec
[146/800][24/24] total train loss: 0.0108; total val loss: 0.4850 val r: 0.7676; time: 0.91sec
[147/800][24/24] total train loss: 0.0108; total val loss: 0.4905 val r: 0.7603; time: 0.91sec
[148/800][24/24] total train loss: 0.0107; total val loss: 0.5118 val r: 0.7650; time: 0.90sec
[149/800][24/24] total train loss: 0.0105; total val loss: 0.5080 val r: 0.7662; time: 0.92sec
[150/800][24/24] total train loss: 0.0097; total val loss: 0.5012 val r: 0.7671; time: 0.91sec
[151/800][24/24] total train loss: 0.0101; total val loss: 0.4818 val r: 0.7675; time: 0.91sec
[152/800][24/24] total train loss: 0.0106; total val loss: 0.5147 val r: 0.7620; time: 0.91sec
[153/800][24/24] total train loss: 0.0109; total val loss: 0.4884 val r: 0.7631; time: 0.91sec
[154/800][24/24] total train loss: 0.0113; total val loss: 0.4908 val r: 0.7657; time: 0.90sec
[155/800][24/24] total train loss: 0.0115; total val loss: 0.4996 val r: 0.7649; time: 0.91sec
[156/800][24/24] total train loss: 0.0110; total val loss: 0.5102 val r: 0.7639; time: 0.91sec
[157/800][24/24] total train loss: 0.0108; total val loss: 0.4927 val r: 0.7646; time: 0.91sec
[158/800][24/24] total train loss: 0.0104; total val loss: 0.4875 val r: 0.7659; time: 0.91sec
[159/800][24/24] total train loss: 0.0107; total val loss: 0.5044 val r: 0.7700; time: 0.91sec
[160/800][24/24] total train loss: 0.0106; total val loss: 0.4919 val r: 0.7646; time: 0.92sec
[161/800][24/24] total train loss: 0.0108; total val loss: 0.4951 val r: 0.7663; time: 0.91sec
[162/800][24/24] total train loss: 0.0105; total val loss: 0.5082 val r: 0.7634; time: 0.90sec
[163/800][24/24] total train loss: 0.0109; total val loss: 0.4873 val r: 0.7667; time: 0.91sec
[164/800][24/24] total train loss: 0.0111; total val loss: 0.4917 val r: 0.7595; time: 0.91sec
[165/800][24/24] total train loss: 0.0103; total val loss: 0.5079 val r: 0.7641; time: 0.91sec
[166/800][24/24] total train loss: 0.0111; total val loss: 0.4909 val r: 0.7618; time: 0.92sec
[167/800][24/24] total train loss: 0.0115; total val loss: 0.5032 val r: 0.7633; time: 0.91sec
[168/800][24/24] total train loss: 0.0106; total val loss: 0.5211 val r: 0.7691; time: 0.91sec
[169/800][24/24] total train loss: 0.0104; total val loss: 0.5089 val r: 0.7627; time: 0.91sec
[170/800][24/24] total train loss: 0.0105; total val loss: 0.5061 val r: 0.7676; time: 0.92sec
[171/800][24/24] total train loss: 0.0109; total val loss: 0.5162 val r: 0.7649; time: 0.92sec
[172/800][24/24] total train loss: 0.0104; total val loss: 0.5221 val r: 0.7642; time: 0.91sec
[173/800][24/24] total train loss: 0.0109; total val loss: 0.4979 val r: 0.7631; time: 0.91sec
[174/800][24/24] total train loss: 0.0119; total val loss: 0.5351 val r: 0.7627; time: 0.91sec
[175/800][24/24] total train loss: 0.0118; total val loss: 0.4972 val r: 0.7659; time: 0.92sec
[176/800][24/24] total train loss: 0.0111; total val loss: 0.4674 val r: 0.7665; time: 0.91sec
[177/800][24/24] total train loss: 0.0107; total val loss: 0.4943 val r: 0.7631; time: 0.91sec
[178/800][24/24] total train loss: 0.0099; total val loss: 0.4857 val r: 0.7636; time: 0.90sec
[179/800][24/24] total train loss: 0.0102; total val loss: 0.4796 val r: 0.7619; time: 0.91sec
[180/800][24/24] total train loss: 0.0111; total val loss: 0.4979 val r: 0.7676; time: 0.91sec
[181/800][24/24] total train loss: 0.0101; total val loss: 0.5073 val r: 0.7646; time: 0.91sec
[182/800][24/24] total train loss: 0.0104; total val loss: 0.5026 val r: 0.7608; time: 0.91sec
[183/800][24/24] total train loss: 0.0112; total val loss: 0.5189 val r: 0.7684; time: 0.90sec
[184/800][24/24] total train loss: 0.0111; total val loss: 0.4827 val r: 0.7593; time: 0.91sec
[185/800][24/24] total train loss: 0.0107; total val loss: 0.5107 val r: 0.7676; time: 0.90sec
[186/800][24/24] total train loss: 0.0103; total val loss: 0.5341 val r: 0.7686; time: 0.91sec
[187/800][24/24] total train loss: 0.0106; total val loss: 0.4997 val r: 0.7657; time: 0.91sec
[188/800][24/24] total train loss: 0.0105; total val loss: 0.5018 val r: 0.7678; time: 0.91sec
[189/800][24/24] total train loss: 0.0102; total val loss: 0.4932 val r: 0.7647; time: 0.91sec
[190/800][24/24] total train loss: 0.0104; total val loss: 0.5109 val r: 0.7642; time: 0.91sec
[191/800][24/24] total train loss: 0.0107; total val loss: 0.4957 val r: 0.7633; time: 0.91sec
[192/800][24/24] total train loss: 0.0105; total val loss: 0.4862 val r: 0.7659; time: 0.90sec
[193/800][24/24] total train loss: 0.0105; total val loss: 0.5042 val r: 0.7700; time: 0.91sec
[194/800][24/24] total train loss: 0.0107; total val loss: 0.4953 val r: 0.7667; time: 0.91sec
[195/800][24/24] total train loss: 0.0107; total val loss: 0.4957 val r: 0.7638; time: 0.91sec
[196/800][24/24] total train loss: 0.0103; total val loss: 0.5062 val r: 0.7659; time: 0.91sec
[197/800][24/24] total train loss: 0.0116; total val loss: 0.4927 val r: 0.7642; time: 0.91sec
[198/800][24/24] total train loss: 0.0110; total val loss: 0.4987 val r: 0.7663; time: 0.91sec
[199/800][24/24] total train loss: 0.0103; total val loss: 0.5111 val r: 0.7648; time: 0.91sec
learning rate updated: 0.001
[200/800][24/24] total train loss: 0.0099; total val loss: 0.4748 val r: 0.7711; time: 0.91sec
[201/800][24/24] total train loss: 0.0101; total val loss: 0.5265 val r: 0.7658; time: 0.92sec
[202/800][24/24] total train loss: 0.0109; total val loss: 0.4945 val r: 0.7650; time: 0.91sec
[203/800][24/24] total train loss: 0.0114; total val loss: 0.4812 val r: 0.7646; time: 0.91sec
[204/800][24/24] total train loss: 0.0105; total val loss: 0.4994 val r: 0.7651; time: 0.91sec
[205/800][24/24] total train loss: 0.0100; total val loss: 0.4886 val r: 0.7656; time: 0.91sec
[206/800][24/24] total train loss: 0.0096; total val loss: 0.5091 val r: 0.7706; time: 0.90sec
[207/800][24/24] total train loss: 0.0095; total val loss: 0.5129 val r: 0.7683; time: 0.91sec
[208/800][24/24] total train loss: 0.0098; total val loss: 0.5072 val r: 0.7602; time: 0.91sec
[209/800][24/24] total train loss: 0.0100; total val loss: 0.5086 val r: 0.7677; time: 0.91sec
[210/800][24/24] total train loss: 0.0095; total val loss: 0.4905 val r: 0.7627; time: 0.91sec
[211/800][24/24] total train loss: 0.0096; total val loss: 0.5039 val r: 0.7700; time: 0.92sec
[212/800][24/24] total train loss: 0.0098; total val loss: 0.5185 val r: 0.7651; time: 0.91sec
[213/800][24/24] total train loss: 0.0100; total val loss: 0.5021 val r: 0.7628; time: 0.91sec
[214/800][24/24] total train loss: 0.0101; total val loss: 0.5005 val r: 0.7670; time: 0.91sec
[215/800][24/24] total train loss: 0.0098; total val loss: 0.4986 val r: 0.7645; time: 0.92sec
[216/800][24/24] total train loss: 0.0096; total val loss: 0.5016 val r: 0.7659; time: 0.90sec
[217/800][24/24] total train loss: 0.0093; total val loss: 0.5177 val r: 0.7650; time: 0.91sec
[218/800][24/24] total train loss: 0.0094; total val loss: 0.4995 val r: 0.7697; time: 0.91sec
[219/800][24/24] total train loss: 0.0097; total val loss: 0.4990 val r: 0.7632; time: 0.91sec
[220/800][24/24] total train loss: 0.0096; total val loss: 0.4953 val r: 0.7674; time: 0.91sec
[221/800][24/24] total train loss: 0.0094; total val loss: 0.4912 val r: 0.7656; time: 0.91sec
[222/800][24/24] total train loss: 0.0097; total val loss: 0.5084 val r: 0.7672; time: 0.91sec
[223/800][24/24] total train loss: 0.0098; total val loss: 0.5124 val r: 0.7652; time: 0.90sec
[224/800][24/24] total train loss: 0.0099; total val loss: 0.4907 val r: 0.7675; time: 0.91sec
[225/800][24/24] total train loss: 0.0099; total val loss: 0.5124 val r: 0.7655; time: 0.91sec
[226/800][24/24] total train loss: 0.0102; total val loss: 0.5062 val r: 0.7667; time: 0.91sec
[227/800][24/24] total train loss: 0.0100; total val loss: 0.4984 val r: 0.7702; time: 0.91sec
[228/800][24/24] total train loss: 0.0095; total val loss: 0.5029 val r: 0.7635; time: 0.91sec
[229/800][24/24] total train loss: 0.0100; total val loss: 0.4941 val r: 0.7649; time: 0.91sec
[230/800][24/24] total train loss: 0.0101; total val loss: 0.5035 val r: 0.7610; time: 0.91sec
[231/800][24/24] total train loss: 0.0105; total val loss: 0.4905 val r: 0.7599; time: 0.91sec
[232/800][24/24] total train loss: 0.0096; total val loss: 0.5006 val r: 0.7643; time: 0.91sec
[233/800][24/24] total train loss: 0.0098; total val loss: 0.5018 val r: 0.7663; time: 0.91sec
[234/800][24/24] total train loss: 0.0100; total val loss: 0.5149 val r: 0.7623; time: 0.91sec
[235/800][24/24] total train loss: 0.0097; total val loss: 0.5101 val r: 0.7638; time: 0.91sec
[236/800][24/24] total train loss: 0.0095; total val loss: 0.5031 val r: 0.7669; time: 0.91sec
[237/800][24/24] total train loss: 0.0094; total val loss: 0.4956 val r: 0.7659; time: 0.91sec
[238/800][24/24] total train loss: 0.0099; total val loss: 0.5077 val r: 0.7679; time: 0.91sec
[239/800][24/24] total train loss: 0.0093; total val loss: 0.5152 val r: 0.7498; time: 0.90sec
[240/800][24/24] total train loss: 0.0099; total val loss: 0.5082 val r: 0.7640; time: 0.91sec
[241/800][24/24] total train loss: 0.0117; total val loss: 0.5058 val r: 0.7601; time: 0.91sec
[242/800][24/24] total train loss: 0.0119; total val loss: 0.5023 val r: 0.7585; time: 0.91sec
[243/800][24/24] total train loss: 0.0152; total val loss: 0.4951 val r: 0.7456; time: 0.91sec
[244/800][24/24] total train loss: 0.0256; total val loss: 0.4707 val r: 0.7510; time: 0.92sec
[245/800][24/24] total train loss: 0.0598; total val loss: 0.5303 val r: 0.7365; time: 0.92sec
[246/800][24/24] total train loss: 0.0751; total val loss: 0.4685 val r: 0.7505; time: 0.91sec
[247/800][24/24] total train loss: 0.0669; total val loss: 0.4547 val r: 0.7201; time: 0.92sec
[248/800][24/24] total train loss: 0.0546; total val loss: 0.4915 val r: 0.7400; time: 0.92sec
[249/800][24/24] total train loss: 0.0321; total val loss: 0.5376 val r: 0.7775; time: 0.91sec
[250/800][24/24] total train loss: 0.0212; total val loss: 0.4982 val r: 0.7779; time: 0.91sec
