Using configurations:
{'BATCH_ITEM_NUM': 30,
 'BERT_LARGE': False,
 'BERT_LAYER': 11,
 'CONFIG_NAME': 'bert_lstm',
 'CROSS_VALIDATION_FLAG': True,
 'CUDA': True,
 'ELMO_LAYER': 2,
 'ELMO_MODE': 'concat',
 'EXPERIMENT_NAME': 'bert_lstm',
 'GLOVE_DIM': 100,
 'GPU_NUM': 1,
 'IS_BERT': True,
 'IS_ELMO': False,
 'IS_RANDOM': False,
 'KFOLDS': 5,
 'LSTM': {'ATTN': False,
          'BIDIRECTION': True,
          'DROP_PROB': 0.3,
          'FLAG': True,
          'HIDDEN_DIM': 800,
          'LAYERS': 2,
          'SEQ_LEN': 30},
 'MODE': 'train',
 'OUT_PATH': '/jagupard21/scr1/sebschu/runs.h800/',
 'PREDICTION_TYPE': 'rating',
 'PREDON': 'train',
 'RESUME_DIR': '',
 'SAVE_PREDS': False,
 'SEED': 0,
 'SINGLE_SENTENCE': True,
 'SOME_DATABASE': './some_database.csv',
 'SPLIT_NAME': '',
 'TRAIN': {'BATCH_SIZE': 32,
           'COEFF': {'BETA_1': 0.9, 'BETA_2': 0.999, 'EPS': 1e-08},
           'DROPOUT': {'FC_1': 0.2, 'FC_2': 0.2},
           'FLAG': True,
           'INTERVAL': 100,
           'LR': 0.001,
           'LR_DECAY_EPOCH': 100,
           'LR_DECAY_RATE': 1.0,
           'START_EPOCH': 0,
           'TOTAL_EPOCH': 800}}
Using random seed 0.
Path to the current word embeddings: ./datasets/seed_0/bert_layer_11_lstm/embs_train_30.npy
Start training
===============================
Fold #1
- - - - - - - - - - - - -
initializing neural net
[1/800][24/24] total train loss: 1.1758; total val loss: 0.3469 val r: 0.5542; time: 0.97sec
[33/800][24/24] total train loss: 0.0189; total val loss: 0.5130 val r: 0.7131; time: 0.91sec
[34/800][24/24] total train loss: 0.0189; total val loss: 0.4641 val r: 0.7084; time: 0.92sec
[35/800][24/24] total train loss: 0.0188; total val loss: 0.4826 val r: 0.7097; time: 0.92sec
[36/800][24/24] total train loss: 0.0183; total val loss: 0.4752 val r: 0.7175; time: 0.92sec
[37/800][24/24] total train loss: 0.0181; total val loss: 0.4750 val r: 0.7113; time: 0.93sec
[38/800][24/24] total train loss: 0.0170; total val loss: 0.4922 val r: 0.7085; time: 0.92sec
[39/800][24/24] total train loss: 0.0171; total val loss: 0.5099 val r: 0.7116; time: 0.92sec
[40/800][24/24] total train loss: 0.0169; total val loss: 0.4764 val r: 0.7114; time: 0.92sec
[41/800][24/24] total train loss: 0.0164; total val loss: 0.4719 val r: 0.7122; time: 0.92sec
[42/800][24/24] total train loss: 0.0159; total val loss: 0.4660 val r: 0.7078; time: 0.93sec
[43/800][24/24] total train loss: 0.0209; total val loss: 0.4820 val r: 0.7101; time: 0.92sec
[44/800][24/24] total train loss: 0.0207; total val loss: 0.4643 val r: 0.7119; time: 0.92sec
[45/800][24/24] total train loss: 0.0194; total val loss: 0.4786 val r: 0.7068; time: 0.91sec
[46/800][24/24] total train loss: 0.0179; total val loss: 0.4954 val r: 0.7204; time: 0.92sec
[47/800][24/24] total train loss: 0.0167; total val loss: 0.4881 val r: 0.7141; time: 0.92sec
[48/800][24/24] total train loss: 0.0176; total val loss: 0.4907 val r: 0.7151; time: 0.92sec
[49/800][24/24] total train loss: 0.0169; total val loss: 0.4747 val r: 0.7043; time: 0.92sec
[50/800][24/24] total train loss: 0.0174; total val loss: 0.4729 val r: 0.7065; time: 0.92sec
[51/800][24/24] total train loss: 0.0175; total val loss: 0.4819 val r: 0.7143; time: 0.93sec
[52/800][24/24] total train loss: 0.0171; total val loss: 0.4943 val r: 0.7203; time: 0.92sec
[53/800][24/24] total train loss: 0.0162; total val loss: 0.4380 val r: 0.7035; time: 0.92sec
[54/800][24/24] total train loss: 0.0199; total val loss: 0.4697 val r: 0.7127; time: 0.92sec
[55/800][24/24] total train loss: 0.0186; total val loss: 0.5039 val r: 0.7196; time: 0.92sec
[56/800][24/24] total train loss: 0.0186; total val loss: 0.4805 val r: 0.7184; time: 0.92sec
[57/800][24/24] total train loss: 0.0173; total val loss: 0.4836 val r: 0.7190; time: 0.91sec
[58/800][24/24] total train loss: 0.0168; total val loss: 0.5073 val r: 0.7210; time: 0.92sec
[59/800][24/24] total train loss: 0.0160; total val loss: 0.4852 val r: 0.7221; time: 0.92sec
[60/800][24/24] total train loss: 0.0151; total val loss: 0.4992 val r: 0.7152; time: 0.92sec
[61/800][24/24] total train loss: 0.0185; total val loss: 0.4765 val r: 0.7206; time: 0.93sec
[62/800][24/24] total train loss: 0.0178; total val loss: 0.4805 val r: 0.7279; time: 0.93sec
[63/800][24/24] total train loss: 0.0156; total val loss: 0.4741 val r: 0.7218; time: 0.91sec
[64/800][24/24] total train loss: 0.0153; total val loss: 0.4888 val r: 0.7194; time: 0.92sec
[65/800][24/24] total train loss: 0.0140; total val loss: 0.4682 val r: 0.7138; time: 0.92sec
[66/800][24/24] total train loss: 0.0139; total val loss: 0.4788 val r: 0.7171; time: 0.92sec
[67/800][24/24] total train loss: 0.0139; total val loss: 0.4946 val r: 0.7219; time: 0.92sec
[68/800][24/24] total train loss: 0.0138; total val loss: 0.4537 val r: 0.7204; time: 0.91sec
[69/800][24/24] total train loss: 0.0133; total val loss: 0.4795 val r: 0.7235; time: 0.92sec
[70/800][24/24] total train loss: 0.0132; total val loss: 0.4679 val r: 0.7222; time: 0.92sec
[71/800][24/24] total train loss: 0.0133; total val loss: 0.4787 val r: 0.7213; time: 0.93sec
[72/800][24/24] total train loss: 0.0134; total val loss: 0.4722 val r: 0.7164; time: 0.93sec
[73/800][24/24] total train loss: 0.0130; total val loss: 0.4660 val r: 0.7203; time: 0.92sec
[74/800][24/24] total train loss: 0.0124; total val loss: 0.4732 val r: 0.7272; time: 0.92sec
[75/800][24/24] total train loss: 0.0123; total val loss: 0.4788 val r: 0.7192; time: 0.93sec
[76/800][24/24] total train loss: 0.0124; total val loss: 0.4931 val r: 0.7232; time: 0.92sec
[77/800][24/24] total train loss: 0.0134; total val loss: 0.5000 val r: 0.7232; time: 0.92sec
[78/800][24/24] total train loss: 0.0126; total val loss: 0.4909 val r: 0.7169; time: 0.92sec
[79/800][24/24] total train loss: 0.0136; total val loss: 0.4302 val r: 0.7190; time: 0.92sec
[80/800][24/24] total train loss: 0.0137; total val loss: 0.4570 val r: 0.7139; time: 0.93sec
[81/800][24/24] total train loss: 0.0147; total val loss: 0.4710 val r: 0.7256; time: 0.92sec
[82/800][24/24] total train loss: 0.0157; total val loss: 0.4617 val r: 0.7196; time: 0.93sec
[83/800][24/24] total train loss: 0.0150; total val loss: 0.4838 val r: 0.7231; time: 0.93sec
[84/800][24/24] total train loss: 0.0134; total val loss: 0.4971 val r: 0.7190; time: 0.93sec
[85/800][24/24] total train loss: 0.0133; total val loss: 0.4722 val r: 0.7207; time: 0.93sec
[86/800][24/24] total train loss: 0.0134; total val loss: 0.4683 val r: 0.7188; time: 0.93sec
[87/800][24/24] total train loss: 0.0127; total val loss: 0.4980 val r: 0.7238; time: 0.92sec
[88/800][24/24] total train loss: 0.0136; total val loss: 0.4707 val r: 0.7209; time: 0.93sec
[89/800][24/24] total train loss: 0.0123; total val loss: 0.4746 val r: 0.7180; time: 0.92sec
[90/800][24/24] total train loss: 0.0143; total val loss: 0.5160 val r: 0.7198; time: 0.92sec
[91/800][24/24] total train loss: 0.0150; total val loss: 0.4756 val r: 0.7194; time: 0.93sec
[92/800][24/24] total train loss: 0.0132; total val loss: 0.4668 val r: 0.7222; time: 0.92sec
[93/800][24/24] total train loss: 0.0125; total val loss: 0.4805 val r: 0.7188; time: 0.92sec
[94/800][24/24] total train loss: 0.0119; total val loss: 0.4804 val r: 0.7222; time: 0.93sec
[95/800][24/24] total train loss: 0.0118; total val loss: 0.4758 val r: 0.7177; time: 0.93sec
[96/800][24/24] total train loss: 0.0113; total val loss: 0.4775 val r: 0.7190; time: 0.92sec
[97/800][24/24] total train loss: 0.0122; total val loss: 0.4736 val r: 0.7209; time: 0.92sec
[98/800][24/24] total train loss: 0.0119; total val loss: 0.4697 val r: 0.7253; time: 0.92sec
[99/800][24/24] total train loss: 0.0127; total val loss: 0.4774 val r: 0.7212; time: 0.92sec
learning rate updated: 0.001
[100/800][24/24] total train loss: 0.0125; total val loss: 0.4803 val r: 0.7099; time: 0.92sec
[101/800][24/24] total train loss: 0.0132; total val loss: 0.4758 val r: 0.7140; time: 0.92sec
[102/800][24/24] total train loss: 0.0132; total val loss: 0.4839 val r: 0.7179; time: 0.92sec
[103/800][24/24] total train loss: 0.0127; total val loss: 0.4651 val r: 0.7191; time: 0.92sec
[104/800][24/24] total train loss: 0.0136; total val loss: 0.4786 val r: 0.7265; time: 0.92sec
[105/800][24/24] total train loss: 0.0130; total val loss: 0.4988 val r: 0.7209; time: 0.92sec
[106/800][24/24] total train loss: 0.0127; total val loss: 0.4989 val r: 0.7271; time: 0.93sec
[107/800][24/24] total train loss: 0.0123; total val loss: 0.4617 val r: 0.7250; time: 0.93sec
[108/800][24/24] total train loss: 0.0109; total val loss: 0.4782 val r: 0.7294; time: 0.93sec
[109/800][24/24] total train loss: 0.0113; total val loss: 0.4728 val r: 0.7230; time: 0.92sec
[110/800][24/24] total train loss: 0.0112; total val loss: 0.4836 val r: 0.7239; time: 0.93sec
[111/800][24/24] total train loss: 0.0113; total val loss: 0.4714 val r: 0.7177; time: 0.92sec
[112/800][24/24] total train loss: 0.0118; total val loss: 0.4716 val r: 0.7265; time: 0.92sec
[113/800][24/24] total train loss: 0.0118; total val loss: 0.4819 val r: 0.7238; time: 0.93sec
[114/800][24/24] total train loss: 0.0117; total val loss: 0.4599 val r: 0.7209; time: 0.93sec
[115/800][24/24] total train loss: 0.0107; total val loss: 0.4710 val r: 0.7213; time: 0.92sec
[116/800][24/24] total train loss: 0.0116; total val loss: 0.4794 val r: 0.7249; time: 0.92sec
[117/800][24/24] total train loss: 0.0115; total val loss: 0.4714 val r: 0.7243; time: 0.92sec
[118/800][24/24] total train loss: 0.0113; total val loss: 0.4648 val r: 0.7201; time: 0.93sec
[119/800][24/24] total train loss: 0.0112; total val loss: 0.4855 val r: 0.7211; time: 0.93sec
[120/800][24/24] total train loss: 0.0112; total val loss: 0.4887 val r: 0.7204; time: 0.92sec
[121/800][24/24] total train loss: 0.0113; total val loss: 0.4777 val r: 0.7227; time: 0.92sec
[122/800][24/24] total train loss: 0.0110; total val loss: 0.4901 val r: 0.7191; time: 0.92sec
[123/800][24/24] total train loss: 0.0108; total val loss: 0.4919 val r: 0.7209; time: 0.92sec
[124/800][24/24] total train loss: 0.0105; total val loss: 0.4851 val r: 0.7204; time: 0.93sec
[125/800][24/24] total train loss: 0.0104; total val loss: 0.4776 val r: 0.7203; time: 0.92sec
[126/800][24/24] total train loss: 0.0104; total val loss: 0.4660 val r: 0.7197; time: 0.92sec
[127/800][24/24] total train loss: 0.0114; total val loss: 0.4717 val r: 0.7187; time: 0.92sec
[128/800][24/24] total train loss: 0.0113; total val loss: 0.4617 val r: 0.7223; time: 0.93sec
[129/800][24/24] total train loss: 0.0110; total val loss: 0.4892 val r: 0.7244; time: 0.93sec
[130/800][24/24] total train loss: 0.0110; total val loss: 0.4884 val r: 0.7250; time: 0.92sec
[131/800][24/24] total train loss: 0.0104; total val loss: 0.4731 val r: 0.7168; time: 0.93sec
[132/800][24/24] total train loss: 0.0108; total val loss: 0.4979 val r: 0.7263; time: 0.92sec
[133/800][24/24] total train loss: 0.0104; total val loss: 0.4667 val r: 0.7249; time: 0.92sec
[134/800][24/24] total train loss: 0.0105; total val loss: 0.4880 val r: 0.7288; time: 0.92sec
[135/800][24/24] total train loss: 0.0105; total val loss: 0.4892 val r: 0.7212; time: 0.93sec
[136/800][24/24] total train loss: 0.0109; total val loss: 0.4945 val r: 0.7281; time: 0.92sec
[137/800][24/24] total train loss: 0.0102; total val loss: 0.4762 val r: 0.7260; time: 0.93sec
[138/800][24/24] total train loss: 0.0101; total val loss: 0.4799 val r: 0.7293; time: 0.93sec
[139/800][24/24] total train loss: 0.0103; total val loss: 0.4987 val r: 0.7217; time: 0.93sec
[140/800][24/24] total train loss: 0.0103; total val loss: 0.4763 val r: 0.7280; time: 0.93sec
[141/800][24/24] total train loss: 0.0101; total val loss: 0.4746 val r: 0.7284; time: 0.94sec
[142/800][24/24] total train loss: 0.0099; total val loss: 0.4786 val r: 0.7228; time: 0.92sec
[143/800][24/24] total train loss: 0.0102; total val loss: 0.4792 val r: 0.7261; time: 0.93sec
[144/800][24/24] total train loss: 0.0100; total val loss: 0.5001 val r: 0.7284; time: 0.92sec
[145/800][24/24] total train loss: 0.0098; total val loss: 0.4978 val r: 0.7218; time: 0.93sec
[146/800][24/24] total train loss: 0.0101; total val loss: 0.4746 val r: 0.7220; time: 0.93sec
[147/800][24/24] total train loss: 0.0102; total val loss: 0.4713 val r: 0.7232; time: 0.93sec
[148/800][24/24] total train loss: 0.0100; total val loss: 0.4800 val r: 0.7228; time: 0.92sec
[149/800][24/24] total train loss: 0.0101; total val loss: 0.4784 val r: 0.7265; time: 0.93sec
[150/800][24/24] total train loss: 0.0098; total val loss: 0.4798 val r: 0.7230; time: 0.93sec
[151/800][24/24] total train loss: 0.0101; total val loss: 0.4878 val r: 0.7243; time: 0.92sec
[152/800][24/24] total train loss: 0.0101; total val loss: 0.4916 val r: 0.7222; time: 0.93sec
[153/800][24/24] total train loss: 0.0098; total val loss: 0.4644 val r: 0.7238; time: 0.92sec
[154/800][24/24] total train loss: 0.0099; total val loss: 0.4972 val r: 0.7317; time: 0.92sec
[155/800][24/24] total train loss: 0.0096; total val loss: 0.4912 val r: 0.7271; time: 0.93sec
[156/800][24/24] total train loss: 0.0098; total val loss: 0.4933 val r: 0.7252; time: 0.92sec
[157/800][24/24] total train loss: 0.0098; total val loss: 0.4763 val r: 0.7260; time: 0.93sec
[158/800][24/24] total train loss: 0.0095; total val loss: 0.4745 val r: 0.7233; time: 0.92sec
[159/800][24/24] total train loss: 0.0093; total val loss: 0.4755 val r: 0.7269; time: 0.93sec
[160/800][24/24] total train loss: 0.0095; total val loss: 0.4359 val r: 0.7204; time: 0.92sec
[161/800][24/24] total train loss: 0.0095; total val loss: 0.4860 val r: 0.7232; time: 0.93sec
[162/800][24/24] total train loss: 0.0096; total val loss: 0.4856 val r: 0.7222; time: 0.93sec
[163/800][24/24] total train loss: 0.0099; total val loss: 0.4970 val r: 0.7214; time: 0.92sec
[164/800][24/24] total train loss: 0.0098; total val loss: 0.4879 val r: 0.7270; time: 0.93sec
[165/800][24/24] total train loss: 0.0096; total val loss: 0.4771 val r: 0.7231; time: 0.93sec
[166/800][24/24] total train loss: 0.0099; total val loss: 0.4652 val r: 0.7285; time: 0.92sec
[167/800][24/24] total train loss: 0.0095; total val loss: 0.4896 val r: 0.7245; time: 0.92sec
[168/800][24/24] total train loss: 0.0095; total val loss: 0.4903 val r: 0.7214; time: 0.92sec
[169/800][24/24] total train loss: 0.0098; total val loss: 0.4811 val r: 0.7297; time: 0.92sec
[170/800][24/24] total train loss: 0.0099; total val loss: 0.4850 val r: 0.7291; time: 0.93sec
[171/800][24/24] total train loss: 0.0095; total val loss: 0.5003 val r: 0.7229; time: 0.92sec
[172/800][24/24] total train loss: 0.0093; total val loss: 0.4701 val r: 0.7298; time: 0.92sec
[173/800][24/24] total train loss: 0.0092; total val loss: 0.4949 val r: 0.7258; time: 0.92sec
[174/800][24/24] total train loss: 0.0093; total val loss: 0.4830 val r: 0.7288; time: 0.92sec
[175/800][24/24] total train loss: 0.0095; total val loss: 0.4892 val r: 0.7297; time: 0.92sec
[176/800][24/24] total train loss: 0.0097; total val loss: 0.4908 val r: 0.7268; time: 0.92sec
[177/800][24/24] total train loss: 0.0092; total val loss: 0.4694 val r: 0.7265; time: 0.92sec
[178/800][24/24] total train loss: 0.0092; total val loss: 0.4873 val r: 0.7248; time: 0.93sec
[179/800][24/24] total train loss: 0.0095; total val loss: 0.4775 val r: 0.7231; time: 0.93sec
[180/800][24/24] total train loss: 0.0094; total val loss: 0.5075 val r: 0.7209; time: 0.93sec
[181/800][24/24] total train loss: 0.0094; total val loss: 0.4939 val r: 0.7263; time: 0.93sec
[182/800][24/24] total train loss: 0.0097; total val loss: 0.4893 val r: 0.7332; time: 0.93sec
[183/800][24/24] total train loss: 0.0097; total val loss: 0.4854 val r: 0.7292; time: 0.93sec
[184/800][24/24] total train loss: 0.0094; total val loss: 0.4859 val r: 0.7263; time: 0.92sec
[185/800][24/24] total train loss: 0.0091; total val loss: 0.4755 val r: 0.7277; time: 0.93sec
[186/800][24/24] total train loss: 0.0090; total val loss: 0.4901 val r: 0.7273; time: 0.93sec
[187/800][24/24] total train loss: 0.0090; total val loss: 0.4786 val r: 0.7263; time: 0.92sec
[188/800][24/24] total train loss: 0.0088; total val loss: 0.4742 val r: 0.7245; time: 0.92sec
[189/800][24/24] total train loss: 0.0092; total val loss: 0.5127 val r: 0.7288; time: 0.93sec
[190/800][24/24] total train loss: 0.0091; total val loss: 0.4736 val r: 0.7254; time: 0.92sec
[191/800][24/24] total train loss: 0.0092; total val loss: 0.4874 val r: 0.7264; time: 0.92sec
[192/800][24/24] total train loss: 0.0091; total val loss: 0.4768 val r: 0.7281; time: 0.92sec
[193/800][24/24] total train loss: 0.0090; total val loss: 0.4934 val r: 0.7258; time: 0.93sec
[194/800][24/24] total train loss: 0.0089; total val loss: 0.4941 val r: 0.7257; time: 0.92sec
[195/800][24/24] total train loss: 0.0091; total val loss: 0.4786 val r: 0.7224; time: 0.92sec
[196/800][24/24] total train loss: 0.0091; total val loss: 0.4794 val r: 0.7262; time: 0.93sec
[197/800][24/24] total train loss: 0.0088; total val loss: 0.4855 val r: 0.7229; time: 0.92sec
[198/800][24/24] total train loss: 0.0091; total val loss: 0.4917 val r: 0.7266; time: 0.93sec
[199/800][24/24] total train loss: 0.0091; total val loss: 0.4808 val r: 0.7265; time: 0.93sec
learning rate updated: 0.001
[200/800][24/24] total train loss: 0.0090; total val loss: 0.4910 val r: 0.7236; time: 0.93sec
[201/800][24/24] total train loss: 0.0090; total val loss: 0.4767 val r: 0.7291; time: 0.93sec
[202/800][24/24] total train loss: 0.0090; total val loss: 0.5020 val r: 0.7223; time: 0.93sec
[203/800][24/24] total train loss: 0.0091; total val loss: 0.4941 val r: 0.7243; time: 0.92sec
[204/800][24/24] total train loss: 0.0092; total val loss: 0.4956 val r: 0.7329; time: 0.93sec
[205/800][24/24] total train loss: 0.0092; total val loss: 0.4935 val r: 0.7279; time: 0.92sec
[206/800][24/24] total train loss: 0.0092; total val loss: 0.4992 val r: 0.7200; time: 0.92sec
[207/800][24/24] total train loss: 0.0093; total val loss: 0.4914 val r: 0.7310; time: 0.93sec
[208/800][24/24] total train loss: 0.0091; total val loss: 0.4929 val r: 0.7246; time: 0.93sec
[209/800][24/24] total train loss: 0.0090; total val loss: 0.4730 val r: 0.7283; time: 0.93sec
[210/800][24/24] total train loss: 0.0091; total val loss: 0.4776 val r: 0.7299; time: 0.93sec
[211/800][24/24] total train loss: 0.0091; total val loss: 0.4845 val r: 0.7269; time: 0.93sec
[212/800][24/24] total train loss: 0.0091; total val loss: 0.4985 val r: 0.7287; time: 0.93sec
[213/800][24/24] total train loss: 0.0088; total val loss: 0.4832 val r: 0.7316; time: 0.92sec
[214/800][24/24] total train loss: 0.0089; total val loss: 0.4910 val r: 0.7291; time: 0.93sec
[215/800][24/24] total train loss: 0.0089; total val loss: 0.4918 val r: 0.7270; time: 0.93sec
[216/800][24/24] total train loss: 0.0087; total val loss: 0.4826 val r: 0.7261; time: 0.92sec
[217/800][24/24] total train loss: 0.0088; total val loss: 0.4856 val r: 0.7269; time: 0.93sec
[218/800][24/24] total train loss: 0.0088; total val loss: 0.4961 val r: 0.7273; time: 0.93sec
[219/800][24/24] total train loss: 0.0087; total val loss: 0.4839 val r: 0.7272; time: 0.92sec
[220/800][24/24] total train loss: 0.0088; total val loss: 0.4931 val r: 0.7251; time: 0.93sec
[221/800][24/24] total train loss: 0.0087; total val loss: 0.4890 val r: 0.7284; time: 0.92sec
[222/800][24/24] total train loss: 0.0088; total val loss: 0.4935 val r: 0.7330; time: 0.93sec
[223/800][24/24] total train loss: 0.0090; total val loss: 0.4848 val r: 0.7232; time: 0.93sec
[224/800][24/24] total train loss: 0.0089; total val loss: 0.4995 val r: 0.7295; time: 0.92sec
[225/800][24/24] total train loss: 0.0089; total val loss: 0.4934 val r: 0.7267; time: 0.93sec
[226/800][24/24] total train loss: 0.0088; total val loss: 0.4792 val r: 0.7318; time: 0.93sec
[227/800][24/24] total train loss: 0.0088; total val loss: 0.4961 val r: 0.7316; time: 0.93sec
[228/800][24/24] total train loss: 0.0086; total val loss: 0.4835 val r: 0.7311; time: 0.93sec
[229/800][24/24] total train loss: 0.0087; total val loss: 0.5123 val r: 0.7373; time: 0.93sec
[230/800][24/24] total train loss: 0.0089; total val loss: 0.4960 val r: 0.7297; time: 0.93sec
[231/800][24/24] total train loss: 0.0090; total val loss: 0.4904 val r: 0.7276; time: 0.92sec
[232/800][24/24] total train loss: 0.0093; total val loss: 0.4981 val r: 0.7290; time: 0.92sec
[233/800][24/24] total train loss: 0.0091; total val loss: 0.5033 val r: 0.7310; time: 0.93sec
[234/800][24/24] total train loss: 0.0090; total val loss: 0.4662 val r: 0.7291; time: 0.93sec
[235/800][24/24] total train loss: 0.0089; total val loss: 0.4837 val r: 0.7309; time: 0.92sec
[236/800][24/24] total train loss: 0.0087; total val loss: 0.4970 val r: 0.7303; time: 0.93sec
[237/800][24/24] total train loss: 0.0086; total val loss: 0.5019 val r: 0.7262; time: 0.93sec
[238/800][24/24] total train loss: 0.0086; total val loss: 0.4894 val r: 0.7276; time: 0.93sec
[239/800][24/24] total train loss: 0.0099; total val loss: 0.4923 val r: 0.7282; time: 0.93sec
[240/800][24/24] total train loss: 0.0271; total val loss: 0.5067 val r: 0.7020; time: 0.93sec
[241/800][24/24] total train loss: 0.1884; total val loss: 0.4562 val r: 0.6590; time: 0.93sec
[242/800][24/24] total train loss: 0.2136; total val loss: 0.5306 val r: 0.6944; time: 0.92sec
[243/800][24/24] total train loss: 0.1100; total val loss: 0.5020 val r: 0.7129; time: 0.93sec
[244/800][24/24] total train loss: 0.0668; total val loss: 0.4568 val r: 0.7015; time: 0.93sec
[245/800][24/24] total train loss: 0.0370; total val loss: 0.4877 val r: 0.7007; time: 0.92sec
[246/800][24/24] total train loss: 0.0214; total val loss: 0.4678 val r: 0.6949; time: 0.92sec
[247/800][24/24] total train loss: 0.0160; total val loss: 0.4797 val r: 0.7032; time: 0.93sec
[248/800][24/24] total train loss: 0.0143; total val loss: 0.4701 val r: 0.7060; time: 0.92sec
[249/800][24/24] total train loss: 0.0124; total val loss: 0.4859 val r: 0.7108; time: 0.93sec
[250/800][24/24] total train loss: 0.0126; total val loss: 0.4898 val r: 0.7077; time: 0.93sec
