Using configurations:
{'BATCH_ITEM_NUM': 30,
 'BERT_LARGE': False,
 'BERT_LAYER': 11,
 'CONFIG_NAME': 'elmo_lstm_attn',
 'CROSS_VALIDATION_FLAG': True,
 'CUDA': True,
 'ELMO_LAYER': 1,
 'ELMO_MODE': 'concat',
 'EXPERIMENT_NAME': 'elmo_lstm_attn',
 'GLOVE_DIM': 100,
 'GPU_NUM': 1,
 'IS_BERT': False,
 'IS_ELMO': True,
 'IS_RANDOM': False,
 'KFOLDS': 5,
 'LSTM': {'ATTN': True,
          'BIDIRECTION': True,
          'DROP_PROB': 0.1,
          'FLAG': True,
          'HIDDEN_DIM': 400,
          'LAYERS': 2,
          'SEQ_LEN': 30},
 'MODE': 'train',
 'OUT_PATH': '/jagupard18/scr1/sebschu/runs.h800/',
 'PREDICTION_TYPE': 'rating',
 'PREDON': 'train',
 'RESUME_DIR': '',
 'SAVE_PREDS': False,
 'SEED': 0,
 'SINGLE_SENTENCE': True,
 'SOME_DATABASE': './some_database.csv',
 'SPLIT_NAME': '',
 'TRAIN': {'BATCH_SIZE': 32,
           'COEFF': {'BETA_1': 0.9, 'BETA_2': 0.999, 'EPS': 1e-08},
           'DROPOUT': {'FC_1': 0.2, 'FC_2': 0.2},
           'FLAG': True,
           'INTERVAL': 10,
           'LR': 0.001,
           'LR_DECAY_EPOCH': 100,
           'LR_DECAY_RATE': 1.0,
           'START_EPOCH': 0,
           'TOTAL_EPOCH': 800}}
Using random seed 0.
Path to the current word embeddings: ./datasets/seed_0/elmo_layer_1_lstm/embs_train_30.npy
Start training
===============================
Fold #1
- - - - - - - - - - - - -
initializing neural net
[1/800][24/24] total train loss: 0.8855; total val loss: 0.5081 val r: 0.6572; time: 0.52sec
[21/800][24/24] total train loss: 0.0186; total val loss: 0.4788 val r: 0.6949; time: 0.51sec
[22/800][24/24] total train loss: 0.0191; total val loss: 0.4928 val r: 0.6964; time: 0.51sec
[23/800][24/24] total train loss: 0.0176; total val loss: 0.4847 val r: 0.6988; time: 0.51sec
[24/800][24/24] total train loss: 0.0184; total val loss: 0.4705 val r: 0.6934; time: 0.51sec
[25/800][24/24] total train loss: 0.0176; total val loss: 0.4952 val r: 0.6995; time: 0.51sec
[26/800][24/24] total train loss: 0.0158; total val loss: 0.4695 val r: 0.7045; time: 0.51sec
[27/800][24/24] total train loss: 0.0159; total val loss: 0.4819 val r: 0.6971; time: 0.53sec
[28/800][24/24] total train loss: 0.0146; total val loss: 0.5080 val r: 0.7026; time: 0.51sec
[29/800][24/24] total train loss: 0.0164; total val loss: 0.4975 val r: 0.6971; time: 0.51sec
[30/800][24/24] total train loss: 0.0158; total val loss: 0.4701 val r: 0.7036; time: 0.51sec
[31/800][24/24] total train loss: 0.0161; total val loss: 0.4942 val r: 0.7067; time: 0.51sec
[32/800][24/24] total train loss: 0.0160; total val loss: 0.5013 val r: 0.7022; time: 0.50sec
[33/800][24/24] total train loss: 0.0155; total val loss: 0.4865 val r: 0.7022; time: 0.51sec
[34/800][24/24] total train loss: 0.0161; total val loss: 0.4846 val r: 0.7026; time: 0.51sec
[35/800][24/24] total train loss: 0.0149; total val loss: 0.4848 val r: 0.6940; time: 0.50sec
[36/800][24/24] total train loss: 0.0151; total val loss: 0.4975 val r: 0.7092; time: 0.51sec
[37/800][24/24] total train loss: 0.0145; total val loss: 0.4601 val r: 0.7037; time: 0.53sec
[38/800][24/24] total train loss: 0.0133; total val loss: 0.4747 val r: 0.7009; time: 0.53sec
[39/800][24/24] total train loss: 0.0125; total val loss: 0.4966 val r: 0.7074; time: 0.51sec
[40/800][24/24] total train loss: 0.0128; total val loss: 0.5040 val r: 0.7023; time: 0.50sec
[41/800][24/24] total train loss: 0.0146; total val loss: 0.4762 val r: 0.7037; time: 0.50sec
[42/800][24/24] total train loss: 0.0131; total val loss: 0.4900 val r: 0.7042; time: 0.50sec
[43/800][24/24] total train loss: 0.0135; total val loss: 0.5020 val r: 0.7070; time: 0.50sec
[44/800][24/24] total train loss: 0.0136; total val loss: 0.4683 val r: 0.7025; time: 0.51sec
[45/800][24/24] total train loss: 0.0151; total val loss: 0.4814 val r: 0.7122; time: 0.51sec
[46/800][24/24] total train loss: 0.0176; total val loss: 0.5025 val r: 0.7028; time: 0.50sec
[47/800][24/24] total train loss: 0.0177; total val loss: 0.4782 val r: 0.7066; time: 0.51sec
[48/800][24/24] total train loss: 0.0180; total val loss: 0.4764 val r: 0.6996; time: 0.51sec
[49/800][24/24] total train loss: 0.0147; total val loss: 0.4761 val r: 0.7067; time: 0.51sec
[50/800][24/24] total train loss: 0.0138; total val loss: 0.4754 val r: 0.7093; time: 0.50sec
[51/800][24/24] total train loss: 0.0142; total val loss: 0.5004 val r: 0.7060; time: 0.50sec
[52/800][24/24] total train loss: 0.0136; total val loss: 0.4782 val r: 0.7084; time: 0.50sec
[53/800][24/24] total train loss: 0.0132; total val loss: 0.4933 val r: 0.7064; time: 0.50sec
[54/800][24/24] total train loss: 0.0151; total val loss: 0.5084 val r: 0.7041; time: 0.50sec
[55/800][24/24] total train loss: 0.0159; total val loss: 0.4707 val r: 0.7130; time: 0.51sec
[56/800][24/24] total train loss: 0.0139; total val loss: 0.4893 val r: 0.7025; time: 0.51sec
[57/800][24/24] total train loss: 0.0143; total val loss: 0.4697 val r: 0.7069; time: 0.49sec
[58/800][24/24] total train loss: 0.0149; total val loss: 0.4872 val r: 0.7104; time: 0.53sec
[59/800][24/24] total train loss: 0.0132; total val loss: 0.4780 val r: 0.7057; time: 0.52sec
[60/800][24/24] total train loss: 0.0124; total val loss: 0.4787 val r: 0.7092; time: 0.50sec
[61/800][24/24] total train loss: 0.0114; total val loss: 0.4927 val r: 0.7101; time: 0.50sec
[62/800][24/24] total train loss: 0.0122; total val loss: 0.4738 val r: 0.7084; time: 0.50sec
[63/800][24/24] total train loss: 0.0117; total val loss: 0.4897 val r: 0.7110; time: 0.50sec
[64/800][24/24] total train loss: 0.0122; total val loss: 0.4636 val r: 0.7087; time: 0.50sec
[65/800][24/24] total train loss: 0.0122; total val loss: 0.4990 val r: 0.7123; time: 0.50sec
[66/800][24/24] total train loss: 0.0126; total val loss: 0.4856 val r: 0.7113; time: 0.50sec
[67/800][24/24] total train loss: 0.0124; total val loss: 0.4540 val r: 0.7082; time: 0.50sec
[68/800][24/24] total train loss: 0.0127; total val loss: 0.5065 val r: 0.7161; time: 0.51sec
[69/800][24/24] total train loss: 0.0139; total val loss: 0.4914 val r: 0.7139; time: 0.51sec
[70/800][24/24] total train loss: 0.0142; total val loss: 0.4735 val r: 0.7110; time: 0.50sec
[71/800][24/24] total train loss: 0.0132; total val loss: 0.5081 val r: 0.7126; time: 0.50sec
[72/800][24/24] total train loss: 0.0119; total val loss: 0.4877 val r: 0.7103; time: 0.50sec
[73/800][24/24] total train loss: 0.0123; total val loss: 0.4810 val r: 0.7153; time: 0.50sec
[74/800][24/24] total train loss: 0.0118; total val loss: 0.4879 val r: 0.7106; time: 0.50sec
[75/800][24/24] total train loss: 0.0118; total val loss: 0.4710 val r: 0.7089; time: 0.50sec
[76/800][24/24] total train loss: 0.0128; total val loss: 0.4990 val r: 0.7119; time: 0.50sec
[77/800][24/24] total train loss: 0.0124; total val loss: 0.4690 val r: 0.7139; time: 0.50sec
[78/800][24/24] total train loss: 0.0128; total val loss: 0.4945 val r: 0.7166; time: 0.50sec
[79/800][24/24] total train loss: 0.0137; total val loss: 0.4786 val r: 0.7115; time: 0.50sec
[80/800][24/24] total train loss: 0.0145; total val loss: 0.4717 val r: 0.7109; time: 0.50sec
[81/800][24/24] total train loss: 0.0130; total val loss: 0.4677 val r: 0.7142; time: 0.50sec
[82/800][24/24] total train loss: 0.0120; total val loss: 0.4858 val r: 0.7123; time: 0.50sec
[83/800][24/24] total train loss: 0.0120; total val loss: 0.4864 val r: 0.7134; time: 0.53sec
[84/800][24/24] total train loss: 0.0124; total val loss: 0.4810 val r: 0.7141; time: 0.51sec
[85/800][24/24] total train loss: 0.0130; total val loss: 0.4716 val r: 0.7136; time: 0.51sec
[86/800][24/24] total train loss: 0.0116; total val loss: 0.4803 val r: 0.7150; time: 0.50sec
[87/800][24/24] total train loss: 0.0128; total val loss: 0.4886 val r: 0.7158; time: 0.50sec
[88/800][24/24] total train loss: 0.0134; total val loss: 0.4783 val r: 0.7143; time: 0.50sec
[89/800][24/24] total train loss: 0.0117; total val loss: 0.4734 val r: 0.7139; time: 0.51sec
[90/800][24/24] total train loss: 0.0126; total val loss: 0.4839 val r: 0.7189; time: 0.50sec
[91/800][24/24] total train loss: 0.0134; total val loss: 0.4860 val r: 0.7159; time: 0.50sec
[92/800][24/24] total train loss: 0.0121; total val loss: 0.4764 val r: 0.7182; time: 0.50sec
[93/800][24/24] total train loss: 0.0117; total val loss: 0.4977 val r: 0.7143; time: 0.50sec
[94/800][24/24] total train loss: 0.0118; total val loss: 0.4574 val r: 0.7166; time: 0.51sec
[95/800][24/24] total train loss: 0.0113; total val loss: 0.4919 val r: 0.7162; time: 0.50sec
[96/800][24/24] total train loss: 0.0108; total val loss: 0.4774 val r: 0.7157; time: 0.50sec
[97/800][24/24] total train loss: 0.0109; total val loss: 0.4887 val r: 0.7157; time: 0.50sec
[98/800][24/24] total train loss: 0.0115; total val loss: 0.4790 val r: 0.7143; time: 0.50sec
[99/800][24/24] total train loss: 0.0113; total val loss: 0.4844 val r: 0.7178; time: 0.50sec
learning rate updated: 0.001
[100/800][24/24] total train loss: 0.0115; total val loss: 0.4918 val r: 0.7171; time: 0.50sec
[101/800][24/24] total train loss: 0.0113; total val loss: 0.4996 val r: 0.7191; time: 0.50sec
[102/800][24/24] total train loss: 0.0124; total val loss: 0.4995 val r: 0.7200; time: 0.51sec
[103/800][24/24] total train loss: 0.0137; total val loss: 0.4741 val r: 0.7152; time: 0.50sec
[104/800][24/24] total train loss: 0.0134; total val loss: 0.4710 val r: 0.7192; time: 0.50sec
[105/800][24/24] total train loss: 0.0126; total val loss: 0.4767 val r: 0.7199; time: 0.50sec
[106/800][24/24] total train loss: 0.0127; total val loss: 0.4914 val r: 0.7205; time: 0.50sec
[107/800][24/24] total train loss: 0.0118; total val loss: 0.4759 val r: 0.7252; time: 0.50sec
[108/800][24/24] total train loss: 0.0107; total val loss: 0.4841 val r: 0.7197; time: 0.51sec
[109/800][24/24] total train loss: 0.0114; total val loss: 0.4909 val r: 0.7224; time: 0.52sec
[110/800][24/24] total train loss: 0.0112; total val loss: 0.4683 val r: 0.7150; time: 0.51sec
[111/800][24/24] total train loss: 0.0113; total val loss: 0.4856 val r: 0.7251; time: 0.52sec
[112/800][24/24] total train loss: 0.0111; total val loss: 0.4860 val r: 0.7202; time: 0.50sec
[113/800][24/24] total train loss: 0.0116; total val loss: 0.4822 val r: 0.7201; time: 0.51sec
[114/800][24/24] total train loss: 0.0122; total val loss: 0.4983 val r: 0.7197; time: 0.51sec
[115/800][24/24] total train loss: 0.0111; total val loss: 0.4907 val r: 0.7166; time: 0.50sec
[116/800][24/24] total train loss: 0.0107; total val loss: 0.4912 val r: 0.7248; time: 0.50sec
[117/800][24/24] total train loss: 0.0112; total val loss: 0.4908 val r: 0.7164; time: 0.50sec
[118/800][24/24] total train loss: 0.0112; total val loss: 0.4957 val r: 0.7285; time: 0.50sec
[119/800][24/24] total train loss: 0.0119; total val loss: 0.4874 val r: 0.7267; time: 0.50sec
[120/800][24/24] total train loss: 0.0119; total val loss: 0.4833 val r: 0.7156; time: 0.50sec
[121/800][24/24] total train loss: 0.0121; total val loss: 0.5100 val r: 0.7288; time: 0.50sec
[122/800][24/24] total train loss: 0.0114; total val loss: 0.4703 val r: 0.7190; time: 0.50sec
[123/800][24/24] total train loss: 0.0115; total val loss: 0.4818 val r: 0.7252; time: 0.50sec
[124/800][24/24] total train loss: 0.0104; total val loss: 0.4636 val r: 0.7211; time: 0.50sec
[125/800][24/24] total train loss: 0.0106; total val loss: 0.4775 val r: 0.7234; time: 0.50sec
[126/800][24/24] total train loss: 0.0103; total val loss: 0.4839 val r: 0.7233; time: 0.50sec
[127/800][24/24] total train loss: 0.0101; total val loss: 0.4953 val r: 0.7190; time: 0.50sec
[128/800][24/24] total train loss: 0.0109; total val loss: 0.4809 val r: 0.7285; time: 0.50sec
[129/800][24/24] total train loss: 0.0108; total val loss: 0.4828 val r: 0.7224; time: 0.50sec
[130/800][24/24] total train loss: 0.0113; total val loss: 0.4849 val r: 0.7210; time: 0.50sec
[131/800][24/24] total train loss: 0.0109; total val loss: 0.4830 val r: 0.7230; time: 0.50sec
[132/800][24/24] total train loss: 0.0108; total val loss: 0.4802 val r: 0.7222; time: 0.50sec
[133/800][24/24] total train loss: 0.0116; total val loss: 0.4862 val r: 0.7272; time: 0.50sec
[134/800][24/24] total train loss: 0.0117; total val loss: 0.4934 val r: 0.7213; time: 0.49sec
[135/800][24/24] total train loss: 0.0108; total val loss: 0.4998 val r: 0.7235; time: 0.50sec
[136/800][24/24] total train loss: 0.0105; total val loss: 0.4865 val r: 0.7265; time: 0.50sec
[137/800][24/24] total train loss: 0.0105; total val loss: 0.4788 val r: 0.7246; time: 0.50sec
[138/800][24/24] total train loss: 0.0105; total val loss: 0.4929 val r: 0.7237; time: 0.50sec
[139/800][24/24] total train loss: 0.0114; total val loss: 0.4732 val r: 0.7243; time: 0.50sec
[140/800][24/24] total train loss: 0.0107; total val loss: 0.4820 val r: 0.7263; time: 0.50sec
[141/800][24/24] total train loss: 0.0101; total val loss: 0.4747 val r: 0.7265; time: 0.50sec
[142/800][24/24] total train loss: 0.0109; total val loss: 0.4876 val r: 0.7259; time: 0.50sec
[143/800][24/24] total train loss: 0.0116; total val loss: 0.4801 val r: 0.7299; time: 0.50sec
[144/800][24/24] total train loss: 0.0125; total val loss: 0.5077 val r: 0.7287; time: 0.50sec
[145/800][24/24] total train loss: 0.0112; total val loss: 0.4923 val r: 0.7255; time: 0.51sec
[146/800][24/24] total train loss: 0.0108; total val loss: 0.4965 val r: 0.7260; time: 0.50sec
[147/800][24/24] total train loss: 0.0108; total val loss: 0.4913 val r: 0.7300; time: 0.50sec
[148/800][24/24] total train loss: 0.0105; total val loss: 0.4760 val r: 0.7243; time: 0.50sec
[149/800][24/24] total train loss: 0.0102; total val loss: 0.4939 val r: 0.7284; time: 0.50sec
[150/800][24/24] total train loss: 0.0104; total val loss: 0.5085 val r: 0.7251; time: 0.50sec
[151/800][24/24] total train loss: 0.0111; total val loss: 0.4762 val r: 0.7285; time: 0.50sec
[152/800][24/24] total train loss: 0.0112; total val loss: 0.4864 val r: 0.7274; time: 0.50sec
[153/800][24/24] total train loss: 0.0119; total val loss: 0.4617 val r: 0.7274; time: 0.50sec
[154/800][24/24] total train loss: 0.0133; total val loss: 0.4678 val r: 0.7267; time: 0.50sec
[155/800][24/24] total train loss: 0.0114; total val loss: 0.4933 val r: 0.7341; time: 0.50sec
[156/800][24/24] total train loss: 0.0103; total val loss: 0.4676 val r: 0.7291; time: 0.50sec
[157/800][24/24] total train loss: 0.0099; total val loss: 0.4784 val r: 0.7255; time: 0.52sec
[158/800][24/24] total train loss: 0.0103; total val loss: 0.4853 val r: 0.7319; time: 0.51sec
[159/800][24/24] total train loss: 0.0103; total val loss: 0.4898 val r: 0.7289; time: 0.50sec
[160/800][24/24] total train loss: 0.0103; total val loss: 0.4698 val r: 0.7321; time: 0.52sec
[161/800][24/24] total train loss: 0.0100; total val loss: 0.5016 val r: 0.7248; time: 0.51sec
[162/800][24/24] total train loss: 0.0104; total val loss: 0.4624 val r: 0.7312; time: 0.50sec
[163/800][24/24] total train loss: 0.0103; total val loss: 0.4754 val r: 0.7261; time: 0.50sec
[164/800][24/24] total train loss: 0.0107; total val loss: 0.4775 val r: 0.7213; time: 0.51sec
[165/800][24/24] total train loss: 0.0111; total val loss: 0.4880 val r: 0.7357; time: 0.50sec
[166/800][24/24] total train loss: 0.0105; total val loss: 0.4725 val r: 0.7288; time: 0.51sec
[167/800][24/24] total train loss: 0.0103; total val loss: 0.4841 val r: 0.7287; time: 0.51sec
[168/800][24/24] total train loss: 0.0099; total val loss: 0.4872 val r: 0.7330; time: 0.50sec
[169/800][24/24] total train loss: 0.0105; total val loss: 0.4719 val r: 0.7296; time: 0.50sec
[170/800][24/24] total train loss: 0.0100; total val loss: 0.4897 val r: 0.7284; time: 0.50sec
[171/800][24/24] total train loss: 0.0098; total val loss: 0.4896 val r: 0.7302; time: 0.51sec
[172/800][24/24] total train loss: 0.0092; total val loss: 0.4814 val r: 0.7312; time: 0.50sec
[173/800][24/24] total train loss: 0.0097; total val loss: 0.5039 val r: 0.7303; time: 0.50sec
[174/800][24/24] total train loss: 0.0094; total val loss: 0.4928 val r: 0.7309; time: 0.50sec
[175/800][24/24] total train loss: 0.0099; total val loss: 0.4770 val r: 0.7319; time: 0.50sec
[176/800][24/24] total train loss: 0.0098; total val loss: 0.4909 val r: 0.7295; time: 0.50sec
[177/800][24/24] total train loss: 0.0096; total val loss: 0.4933 val r: 0.7277; time: 0.51sec
[178/800][24/24] total train loss: 0.0095; total val loss: 0.4726 val r: 0.7311; time: 0.50sec
[179/800][24/24] total train loss: 0.0097; total val loss: 0.4779 val r: 0.7316; time: 0.50sec
[180/800][24/24] total train loss: 0.0103; total val loss: 0.5115 val r: 0.7295; time: 0.50sec
[181/800][24/24] total train loss: 0.0101; total val loss: 0.4547 val r: 0.7289; time: 0.50sec
[182/800][24/24] total train loss: 0.0112; total val loss: 0.4687 val r: 0.7277; time: 0.50sec
[183/800][24/24] total train loss: 0.0113; total val loss: 0.4742 val r: 0.7305; time: 0.50sec
[184/800][24/24] total train loss: 0.0105; total val loss: 0.4912 val r: 0.7302; time: 0.48sec
[185/800][24/24] total train loss: 0.0100; total val loss: 0.4872 val r: 0.7340; time: 0.50sec
[186/800][24/24] total train loss: 0.0100; total val loss: 0.4748 val r: 0.7325; time: 0.51sec
[187/800][24/24] total train loss: 0.0099; total val loss: 0.4549 val r: 0.7313; time: 0.50sec
[188/800][24/24] total train loss: 0.0098; total val loss: 0.4761 val r: 0.7319; time: 0.50sec
[189/800][24/24] total train loss: 0.0099; total val loss: 0.4702 val r: 0.7329; time: 0.51sec
[190/800][24/24] total train loss: 0.0108; total val loss: 0.4710 val r: 0.7318; time: 0.50sec
[191/800][24/24] total train loss: 0.0110; total val loss: 0.4888 val r: 0.7335; time: 0.50sec
[192/800][24/24] total train loss: 0.0098; total val loss: 0.4896 val r: 0.7336; time: 0.51sec
[193/800][24/24] total train loss: 0.0107; total val loss: 0.4947 val r: 0.7310; time: 0.51sec
[194/800][24/24] total train loss: 0.0103; total val loss: 0.4879 val r: 0.7378; time: 0.50sec
[195/800][24/24] total train loss: 0.0103; total val loss: 0.4907 val r: 0.7340; time: 0.51sec
[196/800][24/24] total train loss: 0.0107; total val loss: 0.4830 val r: 0.7313; time: 0.50sec
[197/800][24/24] total train loss: 0.0104; total val loss: 0.4723 val r: 0.7317; time: 0.51sec
[198/800][24/24] total train loss: 0.0103; total val loss: 0.4840 val r: 0.7328; time: 0.51sec
[199/800][24/24] total train loss: 0.0097; total val loss: 0.4791 val r: 0.7331; time: 0.51sec
learning rate updated: 0.001
[200/800][24/24] total train loss: 0.0098; total val loss: 0.4771 val r: 0.7316; time: 0.50sec
[201/800][24/24] total train loss: 0.0103; total val loss: 0.4780 val r: 0.7366; time: 0.50sec
[202/800][24/24] total train loss: 0.0096; total val loss: 0.4692 val r: 0.7296; time: 0.50sec
[203/800][24/24] total train loss: 0.0095; total val loss: 0.4890 val r: 0.7334; time: 0.50sec
[204/800][24/24] total train loss: 0.0092; total val loss: 0.4851 val r: 0.7292; time: 0.50sec
[205/800][24/24] total train loss: 0.0099; total val loss: 0.4849 val r: 0.7369; time: 0.50sec
[206/800][24/24] total train loss: 0.0097; total val loss: 0.4696 val r: 0.7325; time: 0.50sec
[207/800][24/24] total train loss: 0.0101; total val loss: 0.4840 val r: 0.7308; time: 0.50sec
[208/800][24/24] total train loss: 0.0096; total val loss: 0.4879 val r: 0.7348; time: 0.50sec
[209/800][24/24] total train loss: 0.0098; total val loss: 0.4757 val r: 0.7349; time: 0.50sec
[210/800][24/24] total train loss: 0.0099; total val loss: 0.4892 val r: 0.7341; time: 0.48sec
[211/800][24/24] total train loss: 0.0099; total val loss: 0.4735 val r: 0.7316; time: 0.47sec
[212/800][24/24] total train loss: 0.0093; total val loss: 0.4726 val r: 0.7345; time: 0.47sec
[213/800][24/24] total train loss: 0.0099; total val loss: 0.4699 val r: 0.7310; time: 0.47sec
[214/800][24/24] total train loss: 0.0101; total val loss: 0.5035 val r: 0.7330; time: 0.49sec
[215/800][24/24] total train loss: 0.0100; total val loss: 0.4729 val r: 0.7357; time: 0.52sec
[216/800][24/24] total train loss: 0.0097; total val loss: 0.4817 val r: 0.7336; time: 0.50sec
[217/800][24/24] total train loss: 0.0099; total val loss: 0.4868 val r: 0.7371; time: 0.51sec
[218/800][24/24] total train loss: 0.0098; total val loss: 0.4827 val r: 0.7349; time: 0.50sec
[219/800][24/24] total train loss: 0.0105; total val loss: 0.5041 val r: 0.7337; time: 0.50sec
[220/800][24/24] total train loss: 0.0102; total val loss: 0.5080 val r: 0.7310; time: 0.50sec
[221/800][24/24] total train loss: 0.0101; total val loss: 0.4686 val r: 0.7341; time: 0.51sec
[222/800][24/24] total train loss: 0.0100; total val loss: 0.4660 val r: 0.7315; time: 0.50sec
[223/800][24/24] total train loss: 0.0095; total val loss: 0.4834 val r: 0.7357; time: 0.50sec
[224/800][24/24] total train loss: 0.0096; total val loss: 0.5171 val r: 0.7368; time: 0.50sec
[225/800][24/24] total train loss: 0.0099; total val loss: 0.4689 val r: 0.7323; time: 0.51sec
[226/800][24/24] total train loss: 0.0099; total val loss: 0.4917 val r: 0.7318; time: 0.50sec
[227/800][24/24] total train loss: 0.0095; total val loss: 0.4837 val r: 0.7298; time: 0.50sec
[228/800][24/24] total train loss: 0.0096; total val loss: 0.4967 val r: 0.7308; time: 0.50sec
[229/800][24/24] total train loss: 0.0097; total val loss: 0.4863 val r: 0.7339; time: 0.51sec
[230/800][24/24] total train loss: 0.0098; total val loss: 0.4814 val r: 0.7290; time: 0.50sec
[231/800][24/24] total train loss: 0.0095; total val loss: 0.4972 val r: 0.7335; time: 0.50sec
[232/800][24/24] total train loss: 0.0095; total val loss: 0.4863 val r: 0.7317; time: 0.51sec
[233/800][24/24] total train loss: 0.0097; total val loss: 0.4891 val r: 0.7362; time: 0.51sec
[234/800][24/24] total train loss: 0.0095; total val loss: 0.4770 val r: 0.7339; time: 0.50sec
[235/800][24/24] total train loss: 0.0094; total val loss: 0.4990 val r: 0.7315; time: 0.51sec
[236/800][24/24] total train loss: 0.0095; total val loss: 0.4559 val r: 0.7285; time: 0.50sec
[237/800][24/24] total train loss: 0.0101; total val loss: 0.4740 val r: 0.7344; time: 0.50sec
[238/800][24/24] total train loss: 0.0103; total val loss: 0.4966 val r: 0.7314; time: 0.50sec
[239/800][24/24] total train loss: 0.0105; total val loss: 0.4779 val r: 0.7287; time: 0.51sec
[240/800][24/24] total train loss: 0.0097; total val loss: 0.5079 val r: 0.7308; time: 0.50sec
[241/800][24/24] total train loss: 0.0094; total val loss: 0.4983 val r: 0.7316; time: 0.51sec
[242/800][24/24] total train loss: 0.0095; total val loss: 0.4823 val r: 0.7301; time: 0.50sec
[243/800][24/24] total train loss: 0.0097; total val loss: 0.4895 val r: 0.7323; time: 0.50sec
[244/800][24/24] total train loss: 0.0091; total val loss: 0.4638 val r: 0.7315; time: 0.50sec
[245/800][24/24] total train loss: 0.0091; total val loss: 0.5050 val r: 0.7298; time: 0.50sec
[246/800][24/24] total train loss: 0.0094; total val loss: 0.4862 val r: 0.7341; time: 0.51sec
[247/800][24/24] total train loss: 0.0093; total val loss: 0.4753 val r: 0.7333; time: 0.50sec
[248/800][24/24] total train loss: 0.0100; total val loss: 0.4758 val r: 0.7335; time: 0.51sec
[249/800][24/24] total train loss: 0.0094; total val loss: 0.4938 val r: 0.7350; time: 0.50sec
[250/800][24/24] total train loss: 0.0091; total val loss: 0.4910 val r: 0.7330; time: 0.50sec
