Using configurations:
{'BATCH_ITEM_NUM': 30,
 'BERT_LARGE': True,
 'BERT_LAYER': 11,
 'CONFIG_NAME': 'bert_large_lstm_context',
 'CROSS_VALIDATION_FLAG': True,
 'CUDA': True,
 'ELMO_LAYER': 2,
 'ELMO_MODE': 'concat',
 'EXPERIMENT_NAME': 'bert_large_lstm_context',
 'GLOVE_DIM': 100,
 'GPU_NUM': 1,
 'IS_BERT': True,
 'IS_ELMO': False,
 'IS_RANDOM': False,
 'KFOLDS': 5,
 'LSTM': {'ATTN': False,
          'BIDIRECTION': True,
          'DROP_PROB': 0.1,
          'FLAG': True,
          'HIDDEN_DIM': 800,
          'LAYERS': 2,
          'SEQ_LEN': 30},
 'MODE': 'train',
 'OUT_PATH': '/jagupard21/scr1/sebschu/runs.h800/',
 'PREDICTION_TYPE': 'rating',
 'PREDON': 'train',
 'RESUME_DIR': '',
 'SAVE_PREDS': False,
 'SEED': 0,
 'SINGLE_SENTENCE': False,
 'SOME_DATABASE': './some_database.csv',
 'SPLIT_NAME': '',
 'TRAIN': {'BATCH_SIZE': 32,
           'COEFF': {'BETA_1': 0.9, 'BETA_2': 0.999, 'EPS': 1e-08},
           'DROPOUT': {'FC_1': 0.2, 'FC_2': 0.2},
           'FLAG': True,
           'INTERVAL': 10,
           'LR': 0.001,
           'LR_DECAY_EPOCH': 100,
           'LR_DECAY_RATE': 1.0,
           'START_EPOCH': 0,
           'TOTAL_EPOCH': 800}}
Using random seed 0.
Path to the current word embeddings: ./datasets/seed_0_contextual/bert_largelayer_11_lstm/embs_train_30.npy
Start training
===============================
Fold #1
- - - - - - - - - - - - -
initializing neural net
[1/800][24/24] total train loss: 1.3313; total val loss: 0.4511 val r: 0.7001; time: 1.28sec
[20/800][24/24] total train loss: 0.0227; total val loss: 0.4754 val r: 0.7123; time: 0.95sec
[21/800][24/24] total train loss: 0.0214; total val loss: 0.4967 val r: 0.7128; time: 0.94sec
[22/800][24/24] total train loss: 0.0204; total val loss: 0.4926 val r: 0.7075; time: 0.94sec
[23/800][24/24] total train loss: 0.0197; total val loss: 0.4810 val r: 0.7137; time: 0.95sec
[24/800][24/24] total train loss: 0.0196; total val loss: 0.4820 val r: 0.7110; time: 0.95sec
[25/800][24/24] total train loss: 0.0191; total val loss: 0.4844 val r: 0.7181; time: 0.94sec
[26/800][24/24] total train loss: 0.0209; total val loss: 0.4927 val r: 0.7116; time: 0.94sec
[27/800][24/24] total train loss: 0.0199; total val loss: 0.4967 val r: 0.7227; time: 0.95sec
[28/800][24/24] total train loss: 0.0184; total val loss: 0.4785 val r: 0.7149; time: 0.95sec
[29/800][24/24] total train loss: 0.0176; total val loss: 0.4626 val r: 0.7156; time: 0.95sec
[30/800][24/24] total train loss: 0.0153; total val loss: 0.4522 val r: 0.7163; time: 0.95sec
[31/800][24/24] total train loss: 0.0170; total val loss: 0.4759 val r: 0.7142; time: 0.95sec
[32/800][24/24] total train loss: 0.0178; total val loss: 0.4210 val r: 0.7086; time: 0.95sec
[33/800][24/24] total train loss: 0.0186; total val loss: 0.4605 val r: 0.7158; time: 0.95sec
[34/800][24/24] total train loss: 0.0174; total val loss: 0.4463 val r: 0.7125; time: 0.94sec
[35/800][24/24] total train loss: 0.0165; total val loss: 0.4581 val r: 0.7145; time: 0.95sec
[36/800][24/24] total train loss: 0.0159; total val loss: 0.4759 val r: 0.7198; time: 0.95sec
[37/800][24/24] total train loss: 0.0166; total val loss: 0.4750 val r: 0.7202; time: 0.95sec
[38/800][24/24] total train loss: 0.0158; total val loss: 0.4780 val r: 0.7163; time: 0.95sec
[39/800][24/24] total train loss: 0.0160; total val loss: 0.4606 val r: 0.7216; time: 0.94sec
[40/800][24/24] total train loss: 0.0161; total val loss: 0.4595 val r: 0.7176; time: 0.95sec
[41/800][24/24] total train loss: 0.0156; total val loss: 0.4920 val r: 0.7176; time: 0.95sec
[42/800][24/24] total train loss: 0.0167; total val loss: 0.4939 val r: 0.7268; time: 0.95sec
[43/800][24/24] total train loss: 0.0162; total val loss: 0.4815 val r: 0.7245; time: 0.96sec
[44/800][24/24] total train loss: 0.0158; total val loss: 0.4622 val r: 0.7116; time: 0.95sec
[45/800][24/24] total train loss: 0.0165; total val loss: 0.4731 val r: 0.7137; time: 0.94sec
[46/800][24/24] total train loss: 0.0168; total val loss: 0.4671 val r: 0.7171; time: 0.94sec
[47/800][24/24] total train loss: 0.0176; total val loss: 0.4523 val r: 0.7148; time: 0.95sec
[48/800][24/24] total train loss: 0.0166; total val loss: 0.4627 val r: 0.7244; time: 0.95sec
[49/800][24/24] total train loss: 0.0159; total val loss: 0.4728 val r: 0.7135; time: 0.95sec
[50/800][24/24] total train loss: 0.0148; total val loss: 0.4671 val r: 0.7215; time: 0.94sec
[51/800][24/24] total train loss: 0.0146; total val loss: 0.4490 val r: 0.7173; time: 0.95sec
[52/800][24/24] total train loss: 0.0152; total val loss: 0.4805 val r: 0.7202; time: 0.96sec
[53/800][24/24] total train loss: 0.0157; total val loss: 0.5029 val r: 0.7286; time: 0.94sec
[54/800][24/24] total train loss: 0.0159; total val loss: 0.4867 val r: 0.7277; time: 0.95sec
[55/800][24/24] total train loss: 0.0150; total val loss: 0.4810 val r: 0.7207; time: 0.94sec
[56/800][24/24] total train loss: 0.0141; total val loss: 0.4567 val r: 0.7219; time: 0.95sec
[57/800][24/24] total train loss: 0.0141; total val loss: 0.4857 val r: 0.7201; time: 0.94sec
[58/800][24/24] total train loss: 0.0141; total val loss: 0.4867 val r: 0.7255; time: 0.95sec
[59/800][24/24] total train loss: 0.0156; total val loss: 0.4641 val r: 0.7236; time: 0.95sec
[60/800][24/24] total train loss: 0.0131; total val loss: 0.4812 val r: 0.7224; time: 0.94sec
[61/800][24/24] total train loss: 0.0126; total val loss: 0.4736 val r: 0.7259; time: 0.95sec
[62/800][24/24] total train loss: 0.0140; total val loss: 0.4698 val r: 0.7195; time: 0.95sec
[63/800][24/24] total train loss: 0.0135; total val loss: 0.4682 val r: 0.7225; time: 0.95sec
[64/800][24/24] total train loss: 0.0133; total val loss: 0.4830 val r: 0.7264; time: 0.95sec
[65/800][24/24] total train loss: 0.0134; total val loss: 0.4742 val r: 0.7255; time: 0.95sec
[66/800][24/24] total train loss: 0.0132; total val loss: 0.4886 val r: 0.7257; time: 0.95sec
[67/800][24/24] total train loss: 0.0134; total val loss: 0.4785 val r: 0.7223; time: 0.96sec
[68/800][24/24] total train loss: 0.0131; total val loss: 0.4875 val r: 0.7280; time: 0.94sec
[69/800][24/24] total train loss: 0.0126; total val loss: 0.4696 val r: 0.7245; time: 0.95sec
[70/800][24/24] total train loss: 0.0133; total val loss: 0.4697 val r: 0.7193; time: 0.95sec
[71/800][24/24] total train loss: 0.0139; total val loss: 0.4478 val r: 0.7256; time: 0.94sec
[72/800][24/24] total train loss: 0.0129; total val loss: 0.4722 val r: 0.7239; time: 0.95sec
[73/800][24/24] total train loss: 0.0133; total val loss: 0.4804 val r: 0.7274; time: 0.95sec
[74/800][24/24] total train loss: 0.0143; total val loss: 0.4755 val r: 0.7203; time: 0.95sec
[75/800][24/24] total train loss: 0.0152; total val loss: 0.4649 val r: 0.7238; time: 0.95sec
[76/800][24/24] total train loss: 0.0144; total val loss: 0.4815 val r: 0.7216; time: 0.95sec
[77/800][24/24] total train loss: 0.0132; total val loss: 0.4906 val r: 0.7280; time: 0.95sec
[78/800][24/24] total train loss: 0.0135; total val loss: 0.4584 val r: 0.7254; time: 0.95sec
[79/800][24/24] total train loss: 0.0125; total val loss: 0.5001 val r: 0.7285; time: 0.95sec
[80/800][24/24] total train loss: 0.0125; total val loss: 0.4899 val r: 0.7268; time: 0.96sec
[81/800][24/24] total train loss: 0.0130; total val loss: 0.4711 val r: 0.7243; time: 0.95sec
[82/800][24/24] total train loss: 0.0147; total val loss: 0.4717 val r: 0.7313; time: 0.94sec
[83/800][24/24] total train loss: 0.0140; total val loss: 0.5033 val r: 0.7240; time: 0.95sec
[84/800][24/24] total train loss: 0.0128; total val loss: 0.4683 val r: 0.7268; time: 0.95sec
[85/800][24/24] total train loss: 0.0137; total val loss: 0.4534 val r: 0.7167; time: 0.96sec
[86/800][24/24] total train loss: 0.0132; total val loss: 0.4820 val r: 0.7292; time: 0.95sec
[87/800][24/24] total train loss: 0.0123; total val loss: 0.4892 val r: 0.7260; time: 0.95sec
[88/800][24/24] total train loss: 0.0127; total val loss: 0.4646 val r: 0.7182; time: 0.95sec
[89/800][24/24] total train loss: 0.0134; total val loss: 0.4700 val r: 0.7298; time: 0.95sec
[90/800][24/24] total train loss: 0.0128; total val loss: 0.4896 val r: 0.7243; time: 0.96sec
[91/800][24/24] total train loss: 0.0124; total val loss: 0.4751 val r: 0.7268; time: 0.94sec
[92/800][24/24] total train loss: 0.0113; total val loss: 0.4892 val r: 0.7283; time: 0.94sec
[93/800][24/24] total train loss: 0.0124; total val loss: 0.4853 val r: 0.7239; time: 0.95sec
[94/800][24/24] total train loss: 0.0130; total val loss: 0.4965 val r: 0.7309; time: 0.94sec
[95/800][24/24] total train loss: 0.0120; total val loss: 0.4596 val r: 0.7226; time: 0.95sec
[96/800][24/24] total train loss: 0.0110; total val loss: 0.4816 val r: 0.7227; time: 0.95sec
[97/800][24/24] total train loss: 0.0121; total val loss: 0.4735 val r: 0.7258; time: 0.95sec
[98/800][24/24] total train loss: 0.0118; total val loss: 0.4825 val r: 0.7263; time: 0.96sec
[99/800][24/24] total train loss: 0.0119; total val loss: 0.4930 val r: 0.7251; time: 0.95sec
learning rate updated: 0.001
[100/800][24/24] total train loss: 0.0119; total val loss: 0.4852 val r: 0.7263; time: 0.95sec
[101/800][24/24] total train loss: 0.0124; total val loss: 0.5020 val r: 0.7246; time: 0.95sec
[102/800][24/24] total train loss: 0.0119; total val loss: 0.4805 val r: 0.7277; time: 0.95sec
[103/800][24/24] total train loss: 0.0111; total val loss: 0.4806 val r: 0.7282; time: 0.94sec
[104/800][24/24] total train loss: 0.0108; total val loss: 0.4629 val r: 0.7288; time: 0.95sec
[105/800][24/24] total train loss: 0.0106; total val loss: 0.4714 val r: 0.7285; time: 0.96sec
[106/800][24/24] total train loss: 0.0113; total val loss: 0.4726 val r: 0.7282; time: 0.94sec
[107/800][24/24] total train loss: 0.0116; total val loss: 0.4913 val r: 0.7280; time: 0.95sec
[108/800][24/24] total train loss: 0.0120; total val loss: 0.4966 val r: 0.7295; time: 0.95sec
[109/800][24/24] total train loss: 0.0122; total val loss: 0.4779 val r: 0.7322; time: 0.95sec
[110/800][24/24] total train loss: 0.0117; total val loss: 0.4567 val r: 0.7283; time: 0.95sec
[111/800][24/24] total train loss: 0.0120; total val loss: 0.4765 val r: 0.7287; time: 0.95sec
[112/800][24/24] total train loss: 0.0115; total val loss: 0.4788 val r: 0.7274; time: 0.95sec
[113/800][24/24] total train loss: 0.0112; total val loss: 0.4704 val r: 0.7339; time: 0.96sec
[114/800][24/24] total train loss: 0.0108; total val loss: 0.4696 val r: 0.7250; time: 0.96sec
[115/800][24/24] total train loss: 0.0115; total val loss: 0.4767 val r: 0.7289; time: 0.95sec
[116/800][24/24] total train loss: 0.0119; total val loss: 0.4503 val r: 0.7231; time: 0.95sec
[117/800][24/24] total train loss: 0.0119; total val loss: 0.4683 val r: 0.7272; time: 0.96sec
[118/800][24/24] total train loss: 0.0117; total val loss: 0.4731 val r: 0.7253; time: 0.96sec
[119/800][24/24] total train loss: 0.0114; total val loss: 0.4668 val r: 0.7346; time: 0.95sec
[120/800][24/24] total train loss: 0.0118; total val loss: 0.4864 val r: 0.7256; time: 0.95sec
[121/800][24/24] total train loss: 0.0114; total val loss: 0.4756 val r: 0.7282; time: 0.95sec
[122/800][24/24] total train loss: 0.0114; total val loss: 0.4860 val r: 0.7307; time: 0.96sec
[123/800][24/24] total train loss: 0.0110; total val loss: 0.4884 val r: 0.7280; time: 0.95sec
[124/800][24/24] total train loss: 0.0119; total val loss: 0.4971 val r: 0.7326; time: 0.95sec
[125/800][24/24] total train loss: 0.0117; total val loss: 0.4926 val r: 0.7289; time: 0.95sec
[126/800][24/24] total train loss: 0.0115; total val loss: 0.4943 val r: 0.7302; time: 0.96sec
[127/800][24/24] total train loss: 0.0108; total val loss: 0.4693 val r: 0.7289; time: 0.95sec
[128/800][24/24] total train loss: 0.0109; total val loss: 0.4642 val r: 0.7256; time: 0.95sec
[129/800][24/24] total train loss: 0.0124; total val loss: 0.4570 val r: 0.7279; time: 0.95sec
[130/800][24/24] total train loss: 0.0112; total val loss: 0.4833 val r: 0.7236; time: 0.95sec
[131/800][24/24] total train loss: 0.0116; total val loss: 0.4765 val r: 0.7262; time: 0.95sec
[132/800][24/24] total train loss: 0.0105; total val loss: 0.4653 val r: 0.7304; time: 0.95sec
[133/800][24/24] total train loss: 0.0107; total val loss: 0.4839 val r: 0.7343; time: 0.95sec
[134/800][24/24] total train loss: 0.0108; total val loss: 0.4849 val r: 0.7275; time: 0.95sec
[135/800][24/24] total train loss: 0.0113; total val loss: 0.4928 val r: 0.7328; time: 0.95sec
[136/800][24/24] total train loss: 0.0116; total val loss: 0.4675 val r: 0.7244; time: 0.96sec
[137/800][24/24] total train loss: 0.0110; total val loss: 0.4832 val r: 0.7299; time: 0.95sec
[138/800][24/24] total train loss: 0.0107; total val loss: 0.4775 val r: 0.7324; time: 0.95sec
[139/800][24/24] total train loss: 0.0109; total val loss: 0.4873 val r: 0.7346; time: 0.95sec
[140/800][24/24] total train loss: 0.0104; total val loss: 0.4724 val r: 0.7315; time: 0.95sec
[141/800][24/24] total train loss: 0.0106; total val loss: 0.4668 val r: 0.7264; time: 0.96sec
[142/800][24/24] total train loss: 0.0108; total val loss: 0.4691 val r: 0.7286; time: 0.95sec
[143/800][24/24] total train loss: 0.0107; total val loss: 0.4746 val r: 0.7314; time: 0.96sec
[144/800][24/24] total train loss: 0.0109; total val loss: 0.4868 val r: 0.7288; time: 0.95sec
[145/800][24/24] total train loss: 0.0105; total val loss: 0.4826 val r: 0.7331; time: 0.95sec
[146/800][24/24] total train loss: 0.0104; total val loss: 0.4891 val r: 0.7312; time: 0.95sec
[147/800][24/24] total train loss: 0.0099; total val loss: 0.4834 val r: 0.7325; time: 0.95sec
[148/800][24/24] total train loss: 0.0102; total val loss: 0.4964 val r: 0.7315; time: 0.95sec
[149/800][24/24] total train loss: 0.0104; total val loss: 0.4665 val r: 0.7305; time: 0.95sec
[150/800][24/24] total train loss: 0.0102; total val loss: 0.4885 val r: 0.7333; time: 0.95sec
[151/800][24/24] total train loss: 0.0102; total val loss: 0.4753 val r: 0.7306; time: 0.95sec
[152/800][24/24] total train loss: 0.0110; total val loss: 0.4853 val r: 0.7316; time: 0.95sec
[153/800][24/24] total train loss: 0.0107; total val loss: 0.4683 val r: 0.7251; time: 0.95sec
[154/800][24/24] total train loss: 0.0103; total val loss: 0.4884 val r: 0.7308; time: 0.96sec
[155/800][24/24] total train loss: 0.0101; total val loss: 0.4889 val r: 0.7284; time: 0.95sec
[156/800][24/24] total train loss: 0.0102; total val loss: 0.4743 val r: 0.7305; time: 0.95sec
[157/800][24/24] total train loss: 0.0103; total val loss: 0.4813 val r: 0.7333; time: 0.95sec
[158/800][24/24] total train loss: 0.0102; total val loss: 0.5081 val r: 0.7277; time: 0.96sec
[159/800][24/24] total train loss: 0.0102; total val loss: 0.4713 val r: 0.7308; time: 0.95sec
[160/800][24/24] total train loss: 0.0102; total val loss: 0.4876 val r: 0.7295; time: 0.96sec
[161/800][24/24] total train loss: 0.0102; total val loss: 0.4930 val r: 0.7285; time: 0.95sec
[162/800][24/24] total train loss: 0.0102; total val loss: 0.4932 val r: 0.7337; time: 0.95sec
[163/800][24/24] total train loss: 0.0107; total val loss: 0.4912 val r: 0.7325; time: 0.95sec
[164/800][24/24] total train loss: 0.0107; total val loss: 0.5047 val r: 0.7348; time: 0.96sec
[165/800][24/24] total train loss: 0.0103; total val loss: 0.4882 val r: 0.7294; time: 0.96sec
[166/800][24/24] total train loss: 0.0104; total val loss: 0.4939 val r: 0.7319; time: 0.95sec
[167/800][24/24] total train loss: 0.0099; total val loss: 0.4954 val r: 0.7334; time: 0.95sec
[168/800][24/24] total train loss: 0.0101; total val loss: 0.4817 val r: 0.7279; time: 0.96sec
[169/800][24/24] total train loss: 0.0103; total val loss: 0.4615 val r: 0.7359; time: 0.94sec
[170/800][24/24] total train loss: 0.0102; total val loss: 0.4807 val r: 0.7283; time: 0.95sec
[171/800][24/24] total train loss: 0.0099; total val loss: 0.4777 val r: 0.7286; time: 0.96sec
[172/800][24/24] total train loss: 0.0100; total val loss: 0.4941 val r: 0.7318; time: 0.96sec
[173/800][24/24] total train loss: 0.0102; total val loss: 0.4842 val r: 0.7284; time: 0.95sec
[174/800][24/24] total train loss: 0.0100; total val loss: 0.4957 val r: 0.7307; time: 0.95sec
[175/800][24/24] total train loss: 0.0096; total val loss: 0.4689 val r: 0.7297; time: 0.95sec
[176/800][24/24] total train loss: 0.0099; total val loss: 0.4713 val r: 0.7311; time: 0.96sec
[177/800][24/24] total train loss: 0.0100; total val loss: 0.4878 val r: 0.7298; time: 0.95sec
[178/800][24/24] total train loss: 0.0099; total val loss: 0.4793 val r: 0.7307; time: 0.96sec
[179/800][24/24] total train loss: 0.0101; total val loss: 0.5084 val r: 0.7346; time: 0.95sec
[180/800][24/24] total train loss: 0.0106; total val loss: 0.4890 val r: 0.7299; time: 0.94sec
[181/800][24/24] total train loss: 0.0103; total val loss: 0.4978 val r: 0.7296; time: 0.95sec
[182/800][24/24] total train loss: 0.0101; total val loss: 0.4849 val r: 0.7299; time: 0.95sec
[183/800][24/24] total train loss: 0.0097; total val loss: 0.4741 val r: 0.7306; time: 0.95sec
[184/800][24/24] total train loss: 0.0093; total val loss: 0.4873 val r: 0.7306; time: 0.96sec
[185/800][24/24] total train loss: 0.0093; total val loss: 0.4904 val r: 0.7310; time: 0.95sec
[186/800][24/24] total train loss: 0.0092; total val loss: 0.4871 val r: 0.7326; time: 0.96sec
[187/800][24/24] total train loss: 0.0094; total val loss: 0.4817 val r: 0.7314; time: 0.95sec
[188/800][24/24] total train loss: 0.0094; total val loss: 0.4976 val r: 0.7339; time: 0.95sec
[189/800][24/24] total train loss: 0.0094; total val loss: 0.4877 val r: 0.7295; time: 0.95sec
[190/800][24/24] total train loss: 0.0093; total val loss: 0.4841 val r: 0.7282; time: 0.95sec
[191/800][24/24] total train loss: 0.0095; total val loss: 0.5037 val r: 0.7339; time: 0.96sec
[192/800][24/24] total train loss: 0.0093; total val loss: 0.4967 val r: 0.7287; time: 0.95sec
[193/800][24/24] total train loss: 0.0093; total val loss: 0.4871 val r: 0.7315; time: 0.96sec
[194/800][24/24] total train loss: 0.0093; total val loss: 0.4888 val r: 0.7339; time: 0.95sec
[195/800][24/24] total train loss: 0.0095; total val loss: 0.5000 val r: 0.7297; time: 0.96sec
[196/800][24/24] total train loss: 0.0097; total val loss: 0.4895 val r: 0.7331; time: 0.96sec
[197/800][24/24] total train loss: 0.0096; total val loss: 0.4754 val r: 0.7320; time: 0.95sec
[198/800][24/24] total train loss: 0.0095; total val loss: 0.4937 val r: 0.7305; time: 0.95sec
[199/800][24/24] total train loss: 0.0094; total val loss: 0.4735 val r: 0.7324; time: 0.95sec
learning rate updated: 0.001
[200/800][24/24] total train loss: 0.0097; total val loss: 0.4842 val r: 0.7318; time: 0.96sec
[201/800][24/24] total train loss: 0.0093; total val loss: 0.4817 val r: 0.7292; time: 0.94sec
[202/800][24/24] total train loss: 0.0094; total val loss: 0.5017 val r: 0.7300; time: 0.96sec
[203/800][24/24] total train loss: 0.0099; total val loss: 0.4919 val r: 0.7313; time: 0.96sec
[204/800][24/24] total train loss: 0.0093; total val loss: 0.4869 val r: 0.7287; time: 0.95sec
[205/800][24/24] total train loss: 0.0097; total val loss: 0.5010 val r: 0.7358; time: 0.94sec
[206/800][24/24] total train loss: 0.0092; total val loss: 0.4983 val r: 0.7298; time: 0.95sec
[207/800][24/24] total train loss: 0.0097; total val loss: 0.4882 val r: 0.7321; time: 0.95sec
[208/800][24/24] total train loss: 0.0096; total val loss: 0.4855 val r: 0.7299; time: 0.95sec
[209/800][24/24] total train loss: 0.0095; total val loss: 0.4839 val r: 0.7304; time: 0.96sec
[210/800][24/24] total train loss: 0.0095; total val loss: 0.4835 val r: 0.7324; time: 0.95sec
[211/800][24/24] total train loss: 0.0093; total val loss: 0.4919 val r: 0.7291; time: 0.95sec
[212/800][24/24] total train loss: 0.0091; total val loss: 0.4686 val r: 0.7298; time: 0.95sec
[213/800][24/24] total train loss: 0.0093; total val loss: 0.4732 val r: 0.7284; time: 0.96sec
[214/800][24/24] total train loss: 0.0094; total val loss: 0.5024 val r: 0.7324; time: 0.96sec
[215/800][24/24] total train loss: 0.0094; total val loss: 0.4778 val r: 0.7310; time: 0.95sec
[216/800][24/24] total train loss: 0.0093; total val loss: 0.4972 val r: 0.7291; time: 0.95sec
[217/800][24/24] total train loss: 0.0094; total val loss: 0.4719 val r: 0.7319; time: 0.95sec
[218/800][24/24] total train loss: 0.0093; total val loss: 0.4853 val r: 0.7352; time: 0.96sec
[219/800][24/24] total train loss: 0.0093; total val loss: 0.4811 val r: 0.7325; time: 0.95sec
[220/800][24/24] total train loss: 0.0094; total val loss: 0.4870 val r: 0.7341; time: 0.95sec
[221/800][24/24] total train loss: 0.0095; total val loss: 0.4785 val r: 0.7277; time: 0.95sec
[222/800][24/24] total train loss: 0.0097; total val loss: 0.4946 val r: 0.7327; time: 0.96sec
[223/800][24/24] total train loss: 0.0093; total val loss: 0.4884 val r: 0.7318; time: 0.96sec
[224/800][24/24] total train loss: 0.0090; total val loss: 0.5075 val r: 0.7324; time: 0.96sec
[225/800][24/24] total train loss: 0.0093; total val loss: 0.4917 val r: 0.7304; time: 0.94sec
[226/800][24/24] total train loss: 0.0094; total val loss: 0.5048 val r: 0.7326; time: 0.95sec
[227/800][24/24] total train loss: 0.0092; total val loss: 0.4966 val r: 0.7356; time: 0.95sec
[228/800][24/24] total train loss: 0.0094; total val loss: 0.4962 val r: 0.7326; time: 0.95sec
[229/800][24/24] total train loss: 0.0090; total val loss: 0.4960 val r: 0.7337; time: 0.95sec
[230/800][24/24] total train loss: 0.0092; total val loss: 0.4866 val r: 0.7328; time: 0.96sec
[231/800][24/24] total train loss: 0.0092; total val loss: 0.4935 val r: 0.7381; time: 0.96sec
[232/800][24/24] total train loss: 0.0092; total val loss: 0.4922 val r: 0.7324; time: 0.95sec
[233/800][24/24] total train loss: 0.0089; total val loss: 0.5043 val r: 0.7317; time: 0.96sec
[234/800][24/24] total train loss: 0.0088; total val loss: 0.4983 val r: 0.7319; time: 0.95sec
[235/800][24/24] total train loss: 0.0093; total val loss: 0.5147 val r: 0.7325; time: 0.95sec
[236/800][24/24] total train loss: 0.0090; total val loss: 0.4772 val r: 0.7296; time: 0.95sec
[237/800][24/24] total train loss: 0.0089; total val loss: 0.4983 val r: 0.7337; time: 0.96sec
[238/800][24/24] total train loss: 0.0091; total val loss: 0.4933 val r: 0.7343; time: 0.95sec
[239/800][24/24] total train loss: 0.0093; total val loss: 0.4910 val r: 0.7295; time: 0.95sec
[240/800][24/24] total train loss: 0.0089; total val loss: 0.4969 val r: 0.7319; time: 0.95sec
[241/800][24/24] total train loss: 0.0092; total val loss: 0.4967 val r: 0.7304; time: 0.96sec
[242/800][24/24] total train loss: 0.0094; total val loss: 0.4911 val r: 0.7349; time: 0.96sec
[243/800][24/24] total train loss: 0.0091; total val loss: 0.5033 val r: 0.7309; time: 0.95sec
[244/800][24/24] total train loss: 0.0091; total val loss: 0.4909 val r: 0.7291; time: 0.96sec
[245/800][24/24] total train loss: 0.0092; total val loss: 0.4888 val r: 0.7270; time: 0.95sec
[246/800][24/24] total train loss: 0.0093; total val loss: 0.5016 val r: 0.7317; time: 0.95sec
[247/800][24/24] total train loss: 0.0091; total val loss: 0.4929 val r: 0.7299; time: 0.96sec
[248/800][24/24] total train loss: 0.0091; total val loss: 0.4941 val r: 0.7313; time: 0.96sec
[249/800][24/24] total train loss: 0.0091; total val loss: 0.4938 val r: 0.7287; time: 0.96sec
[250/800][24/24] total train loss: 0.0090; total val loss: 0.4897 val r: 0.7306; time: 0.95sec
