Using configurations:
{'BATCH_ITEM_NUM': 30,
 'BERT_LARGE': False,
 'BERT_LAYER': 11,
 'CONFIG_NAME': 'elmo_lstm_context',
 'CROSS_VALIDATION_FLAG': True,
 'CUDA': True,
 'ELMO_LAYER': 1,
 'ELMO_MODE': 'concat',
 'EXPERIMENT_NAME': 'elmo_lstm_context',
 'GLOVE_DIM': 100,
 'GPU_NUM': 1,
 'IS_BERT': False,
 'IS_ELMO': True,
 'IS_RANDOM': False,
 'KFOLDS': 5,
 'LSTM': {'ATTN': False,
          'BIDIRECTION': True,
          'DROP_PROB': 0.1,
          'FLAG': True,
          'HIDDEN_DIM': 400,
          'LAYERS': 2,
          'SEQ_LEN': 150},
 'MODE': 'train',
 'OUT_PATH': '/jagupard18/scr1/sebschu/runs.h800/',
 'PREDICTION_TYPE': 'rating',
 'PREDON': 'train',
 'RESUME_DIR': '',
 'SAVE_PREDS': False,
 'SEED': 0,
 'SINGLE_SENTENCE': False,
 'SOME_DATABASE': './some_database.csv',
 'SPLIT_NAME': '',
 'TRAIN': {'BATCH_SIZE': 32,
           'COEFF': {'BETA_1': 0.9, 'BETA_2': 0.999, 'EPS': 1e-08},
           'DROPOUT': {'FC_1': 0.2, 'FC_2': 0.2},
           'FLAG': True,
           'INTERVAL': 10,
           'LR': 0.001,
           'LR_DECAY_EPOCH': 100,
           'LR_DECAY_RATE': 1.0,
           'START_EPOCH': 0,
           'TOTAL_EPOCH': 800}}
Using random seed 0.
Path to the current word embeddings: ./datasets/seed_0_contextual/elmo_layer_1_lstm/embs_train_150.npy
Start training
===============================
Fold #1
- - - - - - - - - - - - -
initializing neural net
[1/800][24/24] total train loss: 1.0713; total val loss: 0.4457 val r: 0.6418; time: 2.91sec
[175/800][24/24] total train loss: 0.0102; total val loss: 0.4647 val r: 0.7191; time: 2.89sec
[176/800][24/24] total train loss: 0.0100; total val loss: 0.4585 val r: 0.7195; time: 2.88sec
[177/800][24/24] total train loss: 0.0100; total val loss: 0.4533 val r: 0.7202; time: 2.88sec
[178/800][24/24] total train loss: 0.0098; total val loss: 0.4640 val r: 0.7191; time: 2.87sec
[179/800][24/24] total train loss: 0.0099; total val loss: 0.4715 val r: 0.7232; time: 2.94sec
[180/800][24/24] total train loss: 0.0103; total val loss: 0.4606 val r: 0.7179; time: 3.00sec
[181/800][24/24] total train loss: 0.0104; total val loss: 0.4581 val r: 0.7261; time: 2.88sec
[182/800][24/24] total train loss: 0.0103; total val loss: 0.4568 val r: 0.7235; time: 2.87sec
[183/800][24/24] total train loss: 0.0108; total val loss: 0.4601 val r: 0.7292; time: 2.87sec
[184/800][24/24] total train loss: 0.0112; total val loss: 0.4516 val r: 0.7175; time: 2.88sec
[185/800][24/24] total train loss: 0.0115; total val loss: 0.4810 val r: 0.7265; time: 2.89sec
[186/800][24/24] total train loss: 0.0106; total val loss: 0.4625 val r: 0.7143; time: 2.90sec
[187/800][24/24] total train loss: 0.0105; total val loss: 0.4644 val r: 0.7203; time: 2.75sec
[188/800][24/24] total train loss: 0.0103; total val loss: 0.4827 val r: 0.7189; time: 2.88sec
[189/800][24/24] total train loss: 0.0106; total val loss: 0.4637 val r: 0.7179; time: 2.93sec
[190/800][24/24] total train loss: 0.0105; total val loss: 0.4442 val r: 0.7231; time: 2.98sec
[191/800][24/24] total train loss: 0.0105; total val loss: 0.4469 val r: 0.7261; time: 2.88sec
[192/800][24/24] total train loss: 0.0106; total val loss: 0.4691 val r: 0.7297; time: 2.92sec
[193/800][24/24] total train loss: 0.0099; total val loss: 0.4514 val r: 0.7225; time: 2.87sec
[194/800][24/24] total train loss: 0.0111; total val loss: 0.4654 val r: 0.7253; time: 2.94sec
[195/800][24/24] total train loss: 0.0107; total val loss: 0.4667 val r: 0.7176; time: 2.88sec
[196/800][24/24] total train loss: 0.0107; total val loss: 0.4527 val r: 0.7193; time: 2.82sec
[197/800][24/24] total train loss: 0.0103; total val loss: 0.4652 val r: 0.7211; time: 2.88sec
[198/800][24/24] total train loss: 0.0101; total val loss: 0.4556 val r: 0.7241; time: 2.89sec
[199/800][24/24] total train loss: 0.0102; total val loss: 0.4675 val r: 0.7226; time: 2.89sec
learning rate updated: 0.001
[200/800][24/24] total train loss: 0.0101; total val loss: 0.4789 val r: 0.7226; time: 2.90sec
[201/800][24/24] total train loss: 0.0097; total val loss: 0.4618 val r: 0.7299; time: 2.81sec
[202/800][24/24] total train loss: 0.0100; total val loss: 0.4689 val r: 0.7270; time: 2.81sec
[203/800][24/24] total train loss: 0.0097; total val loss: 0.4519 val r: 0.7237; time: 2.84sec
[204/800][24/24] total train loss: 0.0104; total val loss: 0.4479 val r: 0.7217; time: 2.84sec
[205/800][24/24] total train loss: 0.0105; total val loss: 0.4547 val r: 0.7283; time: 2.86sec
[206/800][24/24] total train loss: 0.0109; total val loss: 0.4727 val r: 0.7211; time: 2.89sec
[207/800][24/24] total train loss: 0.0101; total val loss: 0.4694 val r: 0.7307; time: 2.83sec
[208/800][24/24] total train loss: 0.0099; total val loss: 0.4684 val r: 0.7266; time: 2.84sec
[209/800][24/24] total train loss: 0.0098; total val loss: 0.4682 val r: 0.7234; time: 2.85sec
[210/800][24/24] total train loss: 0.0096; total val loss: 0.4634 val r: 0.7282; time: 2.84sec
[211/800][24/24] total train loss: 0.0097; total val loss: 0.4740 val r: 0.7216; time: 2.74sec
[212/800][24/24] total train loss: 0.0099; total val loss: 0.4852 val r: 0.7236; time: 2.76sec
[213/800][24/24] total train loss: 0.0099; total val loss: 0.4637 val r: 0.7179; time: 2.76sec
[214/800][24/24] total train loss: 0.0098; total val loss: 0.4469 val r: 0.7223; time: 2.77sec
[215/800][24/24] total train loss: 0.0098; total val loss: 0.4669 val r: 0.7216; time: 2.75sec
[216/800][24/24] total train loss: 0.0099; total val loss: 0.4757 val r: 0.7242; time: 2.79sec
[217/800][24/24] total train loss: 0.0092; total val loss: 0.4626 val r: 0.7247; time: 2.80sec
[218/800][24/24] total train loss: 0.0098; total val loss: 0.4679 val r: 0.7254; time: 2.80sec
[219/800][24/24] total train loss: 0.0097; total val loss: 0.4789 val r: 0.7256; time: 2.85sec
[220/800][24/24] total train loss: 0.0103; total val loss: 0.4779 val r: 0.7200; time: 2.86sec
[221/800][24/24] total train loss: 0.0104; total val loss: 0.4617 val r: 0.7218; time: 2.78sec
[222/800][24/24] total train loss: 0.0105; total val loss: 0.4591 val r: 0.7199; time: 2.76sec
[223/800][24/24] total train loss: 0.0100; total val loss: 0.4557 val r: 0.7182; time: 2.77sec
[224/800][24/24] total train loss: 0.0103; total val loss: 0.4638 val r: 0.7200; time: 2.75sec
[225/800][24/24] total train loss: 0.0099; total val loss: 0.4559 val r: 0.7283; time: 2.76sec
[226/800][24/24] total train loss: 0.0102; total val loss: 0.4642 val r: 0.7217; time: 2.77sec
[227/800][24/24] total train loss: 0.0099; total val loss: 0.4599 val r: 0.7203; time: 2.77sec
[228/800][24/24] total train loss: 0.0104; total val loss: 0.4687 val r: 0.7251; time: 2.75sec
[229/800][24/24] total train loss: 0.0099; total val loss: 0.4752 val r: 0.7211; time: 2.69sec
[230/800][24/24] total train loss: 0.0098; total val loss: 0.4599 val r: 0.7271; time: 2.80sec
[231/800][24/24] total train loss: 0.0098; total val loss: 0.4842 val r: 0.7233; time: 2.74sec
[232/800][24/24] total train loss: 0.0097; total val loss: 0.4807 val r: 0.7326; time: 2.63sec
[233/800][24/24] total train loss: 0.0099; total val loss: 0.4796 val r: 0.7290; time: 2.68sec
[234/800][24/24] total train loss: 0.0097; total val loss: 0.4688 val r: 0.7222; time: 2.69sec
[235/800][24/24] total train loss: 0.0098; total val loss: 0.4912 val r: 0.7213; time: 2.70sec
[236/800][24/24] total train loss: 0.0095; total val loss: 0.4672 val r: 0.7276; time: 2.69sec
[237/800][24/24] total train loss: 0.0090; total val loss: 0.4729 val r: 0.7226; time: 2.70sec
[238/800][24/24] total train loss: 0.0095; total val loss: 0.4580 val r: 0.7264; time: 2.73sec
[239/800][24/24] total train loss: 0.0096; total val loss: 0.4378 val r: 0.7215; time: 2.73sec
[240/800][24/24] total train loss: 0.0094; total val loss: 0.4550 val r: 0.7226; time: 2.74sec
[241/800][24/24] total train loss: 0.0096; total val loss: 0.4712 val r: 0.7163; time: 2.71sec
[242/800][24/24] total train loss: 0.0101; total val loss: 0.4600 val r: 0.7255; time: 2.71sec
[243/800][24/24] total train loss: 0.0097; total val loss: 0.4723 val r: 0.7263; time: 2.71sec
[244/800][24/24] total train loss: 0.0095; total val loss: 0.4535 val r: 0.7199; time: 2.78sec
[245/800][24/24] total train loss: 0.0095; total val loss: 0.4821 val r: 0.7244; time: 2.78sec
[246/800][24/24] total train loss: 0.0095; total val loss: 0.4592 val r: 0.7237; time: 2.78sec
[247/800][24/24] total train loss: 0.0096; total val loss: 0.4642 val r: 0.7236; time: 2.75sec
[248/800][24/24] total train loss: 0.0101; total val loss: 0.4639 val r: 0.7172; time: 2.72sec
[249/800][24/24] total train loss: 0.0096; total val loss: 0.4766 val r: 0.7240; time: 2.73sec
[250/800][24/24] total train loss: 0.0099; total val loss: 0.4706 val r: 0.7212; time: 2.75sec
